旗鷹,酒各,晩豚,蝕徒勺(圷),恷互勺(圷),恷詰勺(圷),辺徒勺(圷),撹住楚(紘),
301498.SZ,行右活麗,2023-10-10,42.84,43.7,42.52,42.8,1277904,
301498.SZ,行右活麗,2023-10-11,42.8,43.63,42.6,43.3,1376056,
301498.SZ,行右活麗,2023-10-12,43.35,43.49,42.82,42.82,1059374,
301498.SZ,行右活麗,2023-10-13,42.6,42.8,40.81,41.23,2213099,
301498.SZ,行右活麗,2023-10-16,41.87,42.46,41.11,41.28,1605264,
301498.SZ,行右活麗,2023-10-17,41.29,41.85,40.6,41.53,1477886,
301498.SZ,行右活麗,2023-10-18,41.42,41.52,40.8,41.27,1159821,
301498.SZ,行右活麗,2023-10-19,40.85,41.77,40.68,40.72,1240037,
301498.SZ,行右活麗,2023-10-20,40.62,41.51,39.96,40.18,1193271,
301498.SZ,行右活麗,2023-10-23,39.71,40.28,39,39.97,1183824,
301498.SZ,行右活麗,2023-10-24,40.48,42.4,39.63,42.26,2423593,
301498.SZ,行右活麗,2023-10-25,42.75,43.51,40.42,41.64,3690366,
301498.SZ,行右活麗,2023-10-26,41,41.9,40.91,41.68,1824470,
301498.SZ,行右活麗,2023-10-27,41.5,45.25,41.5,44.42,4334937,
301498.SZ,行右活麗,2023-10-30,44.38,45.58,44.01,45.16,2791940,
301498.SZ,行右活麗,2023-10-31,45.06,45.48,44.7,45.1,1500621,
301498.SZ,行右活麗,2023-11-01,45.08,45.66,44.43,45.5,1528162,
301498.SZ,行右活麗,2023-11-02,45.48,45.48,44.14,44.36,1408240,
301498.SZ,行右活麗,2023-11-03,44.35,44.94,43.94,44.03,1140312,
301498.SZ,行右活麗,2023-11-06,44.03,44.44,43.23,44.15,1770352,
301498.SZ,行右活麗,2023-11-07,44.09,44.09,43.33,43.64,1736634,
301498.SZ,行右活麗,2023-11-08,43.6,43.6,42.72,42.99,1601763,
301498.SZ,行右活麗,2023-11-09,42.99,43.17,42.35,42.43,1286890,
301498.SZ,行右活麗,2023-11-10,42.19,43.1,41.62,42.89,1648730,
301498.SZ,行右活麗,2023-11-13,42.67,43.39,42.61,43.1,937345,
301498.SZ,行右活麗,2023-11-14,43.19,43.7,42.55,43.4,1205200,
301498.SZ,行右活麗,2023-11-15,43.5,43.7,42.61,43.17,1314100,
301498.SZ,行右活麗,2023-11-16,42.85,44.38,42.85,43.43,2121985,
301498.SZ,行右活麗,2023-11-17,43.2,43.63,42.88,43.3,1182854,
301498.SZ,行右活麗,2023-11-20,43.21,46.25,43.21,45.91,3746517,
301498.SZ,行右活麗,2023-11-21,45.99,45.99,43.7,44.11,2709866,
301498.SZ,行右活麗,2023-11-22,43.99,45.6,43.88,44.95,2867765,
301498.SZ,行右活麗,2023-11-23,44.9,45.55,44.4,44.7,2020642,
301498.SZ,行右活麗,2023-11-24,44.5,44.75,43.3,43.47,2155599,
301498.SZ,行右活麗,2023-11-27,43.33,43.84,42.8,43.55,1298865,
301498.SZ,行右活麗,2023-11-28,43.28,45.08,43.06,44.75,1765409,
301498.SZ,行右活麗,2023-11-29,44.76,45.67,44.4,44.68,1635779,
301498.SZ,行右活麗,2023-11-30,44.68,45.85,44.11,44.5,1551407,
301498.SZ,行右活麗,2023-12-01,44,44.76,43.84,44.4,1247445,
301498.SZ,行右活麗,2023-12-04,44.34,44.37,42.86,42.94,1482700,
301498.SZ,行右活麗,2023-12-05,42.78,42.91,42.17,42.19,1010288,
301498.SZ,行右活麗,2023-12-06,42.01,42.75,41.95,42,788094,
301498.SZ,行右活麗,2023-12-07,42.19,42.28,41.6,41.84,873927,
301498.SZ,行右活麗,2023-12-08,42.18,42.2,41.44,41.8,934592,
301498.SZ,行右活麗,2023-12-11,42.03,42.74,41.23,42.69,1490892,
301498.SZ,行右活麗,2023-12-12,42.66,42.66,41.08,41.41,1596642,
301498.SZ,行右活麗,2023-12-13,41.27,41.59,40.54,40.61,920088,
301498.SZ,行右活麗,2023-12-14,40.86,40.98,40,40.25,1027138,
301498.SZ,行右活麗,2023-12-15,40.26,40.81,39.91,40.32,825015,
301498.SZ,行右活麗,2023-12-18,40.48,40.48,39.35,39.81,1040460,
301498.SZ,行右活麗,2023-12-19,39.81,40.18,39.36,39.65,785747,
301498.SZ,行右活麗,2023-12-20,39.68,40.4,39.68,40.01,990721,
301498.SZ,行右活麗,2023-12-21,39.88,40.2,38.71,39.77,999700,
301498.SZ,行右活麗,2023-12-22,39.9,40.32,39.42,39.64,1028273,
301498.SZ,行右活麗,2023-12-25,39.42,40.04,39.42,39.87,514778,
301498.SZ,行右活麗,2023-12-26,39.98,39.98,38.16,38.3,1422900,
301498.SZ,行右活麗,2023-12-27,38.27,39.4,38,39.12,861485,
301498.SZ,行右活麗,2023-12-28,39.58,40.12,38.64,39.75,1035731,
301498.SZ,行右活麗,2023-12-29,40.3,40.35,39.3,39.81,848859,
301498.SZ,行右活麗,2024-01-02,39.92,40.25,39.33,40.01,1061337,
301498.SZ,行右活麗,2024-01-03,39.75,40.65,39.65,40.58,1295800,
301498.SZ,行右活麗,2024-01-04,40.24,41.88,39.94,40.76,1622900,
301498.SZ,行右活麗,2024-01-05,40.58,42.29,40.17,41.22,2272000,
301498.SZ,行右活麗,2024-01-08,41.3,42.22,40.5,41.79,2260811,
301498.SZ,行右活麗,2024-01-09,41.6,42.23,40.58,42,1877700,
301498.SZ,行右活麗,2024-01-10,41.61,41.8,40.5,40.75,1326600,
301498.SZ,行右活麗,2024-01-11,40.77,42.6,40.53,42.27,1530418,
301498.SZ,行右活麗,2024-01-12,42.31,44.55,42.3,43.88,3299147,
301498.SZ,行右活麗,2024-01-15,44.34,44.6,42.92,43.08,1875191,
301498.SZ,行右活麗,2024-01-16,43.04,44.09,42.66,44.06,2293825,
301498.SZ,行右活麗,2024-01-17,43.91,44.58,42.43,42.43,1740600,
301498.SZ,行右活麗,2024-01-18,42.96,43.06,40.11,41.31,2468210,
301498.SZ,行右活麗,2024-01-19,41.47,42.66,41.18,41.82,1487781,
301498.SZ,行右活麗,2024-01-22,41.61,41.97,39.45,39.98,1575732,
301498.SZ,行右活麗,2024-01-23,40.01,40.55,39.2,40.11,957812,
301498.SZ,行右活麗,2024-01-24,40.1,41.17,38.87,41,1715448,
301498.SZ,行右活麗,2024-01-25,41,41.31,40,41.28,1295344,
301498.SZ,行右活麗,2024-01-26,41.1,41.28,39.39,39.67,2071448,
301498.SZ,行右活麗,2024-01-29,39.95,40.49,38.61,38.74,1386900,
301498.SZ,行右活麗,2024-01-30,38.48,39.37,37.88,38.02,1006897,
301498.SZ,行右活麗,2024-01-31,37.9,38.35,36.3,36.3,1231232,
301498.SZ,行右活麗,2024-02-01,36.3,37.82,34.01,37.18,1276380,
301498.SZ,行右活麗,2024-02-02,37.18,37.58,35.67,36.3,1351348,
301498.SZ,行右活麗,2024-02-05,36.07,37.51,35.18,36.9,1657858,
301498.SZ,行右活麗,2024-02-06,36.42,38.86,35.57,38.25,1229125,
301498.SZ,行右活麗,2024-02-07,38,38.86,37.45,37.69,1410148,
301498.SZ,行右活麗,2024-02-08,37.39,39.88,30.16,39.31,2048125,
301498.SZ,行右活麗,2024-02-19,38.88,39.31,38.01,38.78,2788328,
301498.SZ,行右活麗,2024-02-20,38.58,40.22,37.75,39.9,2213053,
301498.SZ,行右活麗,2024-02-21,39.68,40.48,39.53,40,1737443,
301498.SZ,行右活麗,2024-02-22,39.99,41.15,39.92,40.1,1429691,
301498.SZ,行右活麗,2024-02-23,40.2,40.94,39.71,40.57,1666101,
301498.SZ,行右活麗,2024-02-26,40.53,42.14,40.28,41.16,1645860,
301498.SZ,行右活麗,2024-02-27,40.9,42.26,40.8,41.7,1111823,
301498.SZ,行右活麗,2024-02-28,42,42.58,41.2,41.64,2299869,
301498.SZ,行右活麗,2024-02-29,41.8,42.59,41.26,42.59,1531560,
301498.SZ,行右活麗,2024-03-01,42.6,43.19,41.81,42.3,1628479,
301498.SZ,行右活麗,2024-03-04,42.01,42.66,41.8,42.48,906713,
301498.SZ,行右活麗,2024-03-05,42.1,42.88,41.47,42.75,1221295,
301498.SZ,行右活麗,2024-03-06,42.5,42.88,41.68,42.7,1689227,
301498.SZ,行右活麗,2024-03-07,42.84,42.84,41.4,41.4,921844,
301498.SZ,行右活麗,2024-03-08,41.41,42.16,41.01,41.88,959882,
301498.SZ,行右活麗,2024-03-11,42.24,42.46,41.5,41.88,965301,
301498.SZ,行右活麗,2024-03-12,41.87,43.5,41.53,42.96,1460803,
301498.SZ,行右活麗,2024-03-13,42.89,43.09,42.06,42.99,1068583,
301498.SZ,行右活麗,2024-03-14,42.99,42.99,41.6,41.9,903707,
301498.SZ,行右活麗,2024-03-15,41.65,42.19,41.31,41.65,586098,
301498.SZ,行右活麗,2024-03-18,41.64,42,41.3,41.85,571274,
301498.SZ,行右活麗,2024-03-19,41.56,44.08,41.56,43.35,2110700,
301498.SZ,行右活麗,2024-03-20,43.32,43.8,42.71,42.97,1035010,
301498.SZ,行右活麗,2024-03-21,42.91,43.5,42.48,43.2,750411,
301498.SZ,行右活麗,2024-03-22,43.21,43.23,41.6,41.69,827867,
301498.SZ,行右活麗,2024-03-25,41.64,41.7,40.33,40.39,900164,
301498.SZ,行右活麗,2024-03-26,40.4,41.3,40,41.28,895642,
301498.SZ,行右活麗,2024-03-27,40.58,43.38,40.53,42.73,1981819,
301498.SZ,行右活麗,2024-03-28,42.2,42.7,41.2,41.95,1380369,
301498.SZ,行右活麗,2024-03-29,41.74,42.08,40.9,41.87,756554,
301498.SZ,行右活麗,2024-04-01,42.13,44.45,42.12,44.1,1760436,
301498.SZ,行右活麗,2024-04-02,43.99,44.36,43.32,44.17,1322636,
301498.SZ,行右活麗,2024-04-03,44.26,47.32,43.98,46.3,3365538,
301498.SZ,行右活麗,2024-04-08,46.43,50.3,46.32,48.6,4397481,
301498.SZ,行右活麗,2024-04-09,47.81,49.65,47.29,48.71,2563052,
301498.SZ,行右活麗,2024-04-10,48.36,48.71,46.59,46.71,2557676,
301498.SZ,行右活麗,2024-04-11,46.53,48.8,46.51,48.17,2268844,
301498.SZ,行右活麗,2024-04-12,48.25,49.18,47.78,48.08,1564554,
301498.SZ,行右活麗,2024-04-15,48.08,49.7,47.42,48.77,2806262,
301498.SZ,行右活麗,2024-04-16,50.96,55.14,48.88,52.71,6569592,
301498.SZ,行右活麗,2024-04-17,51.77,55.64,51,54.35,4368601,
301498.SZ,行右活麗,2024-04-18,53,54.35,52.32,52.91,3494307,
301498.SZ,行右活麗,2024-04-19,52.61,54,51.82,53.3,2354057,
301498.SZ,行右活麗,2024-04-22,53.62,54.93,52.25,52.85,2119664,
301498.SZ,行右活麗,2024-04-23,52.5,53.58,51.86,52.4,1938821,
301498.SZ,行右活麗,2024-04-24,52.41,54.68,52.26,53.48,2715661,
301498.SZ,行右活麗,2024-04-25,53.19,53.23,51.92,52.42,1652414,
301498.SZ,行右活麗,2024-04-26,51.99,52.85,51.51,51.86,1865122,
301498.SZ,行右活麗,2024-04-29,51.63,53.88,50.52,53.02,2140221,
301498.SZ,行右活麗,2024-04-30,53,55.89,52.81,53.8,2764077,
301498.SZ,行右活麗,2024-05-06,53.82,55.83,52.5,55.36,2562790,
301498.SZ,行右活麗,2024-05-07,55.09,57.57,54.91,57.02,2183307,
301498.SZ,行右活麗,2024-05-08,56.92,57.9,55.68,56.28,1534384,
301498.SZ,行右活麗,2024-05-09,55.94,58.72,55.7,58.44,1610430,
301498.SZ,行右活麗,2024-05-10,58.44,59.25,56.56,57.02,1754007,
301498.SZ,行右活麗,2024-05-13,56.61,58.2,55.56,57.34,1852348,
301498.SZ,行右活麗,2024-05-14,57.54,60.87,57,60.3,2261064,
301498.SZ,行右活麗,2024-05-15,59.94,60.95,58.61,59.45,1275267,
301498.SZ,行右活麗,2024-05-16,60,60.79,57.81,59.06,1805787,
301498.SZ,行右活麗,2024-05-17,59.04,59.94,58.08,59.29,1297137,
301498.SZ,行右活麗,2024-05-20,59.32,61.58,59,59.04,1681833,
301498.SZ,行右活麗,2024-05-21,58.95,60.26,58.58,59.33,1162651,
301498.SZ,行右活麗,2024-05-22,59.45,59.9,54.5,54.71,4620895,
301498.SZ,行右活麗,2024-05-23,54.5,55.37,53.6,54.19,2491770,
301498.SZ,行右活麗,2024-05-24,54.18,55.6,53.79,53.94,1464708,
301498.SZ,行右活麗,2024-05-27,54,55.35,52.88,55.32,1881191,
301498.SZ,行右活麗,2024-05-28,54.88,56.39,54.4,54.85,1434469,
301498.SZ,行右活麗,2024-05-29,54.5,54.99,53.64,54.38,840500,
301498.SZ,行右活麗,2024-05-30,54.29,54.65,54.02,54.18,604413,
301498.SZ,行右活麗,2024-05-31,54.04,55.2,53.8,54.1,651700,
301498.SZ,行右活麗,2024-06-03,54.15,55.3,53.66,54.16,1134892,
301498.SZ,行右活麗,2024-06-04,54.06,54.68,53.23,54.58,1060219,
301498.SZ,行右活麗,2024-06-05,54.03,54.58,52.6,52.84,1128268,
301498.SZ,行右活麗,2024-06-06,53,53.17,51.1,51.6,1638160,
301498.SZ,行右活麗,2024-06-07,52.2,52.99,50.91,52.57,1403014,
301498.SZ,行右活麗,2024-06-11,52.58,53.35,51.62,53.18,837223,
301498.SZ,行右活麗,2024-06-12,53.1,55.36,52.5,54.71,1901771,
301498.SZ,行右活麗,2024-06-13,54.65,56,53.73,54.09,1374893,
301498.SZ,行右活麗,2024-06-14,54.01,55.15,53.33,54.09,1600987,
301498.SZ,行右活麗,2024-06-17,54,54.58,52,52.73,1925077,
301498.SZ,行右活麗,2024-06-18,52.8,53.39,52.02,52.56,1146633,
301498.SZ,行右活麗,2024-06-19,52.1,52.73,51.6,52.57,936833,
301498.SZ,行右活麗,2024-06-20,52.78,53.28,51.81,52.6,1405595,
301498.SZ,行右活麗,2024-06-21,52.4,56.5,52.04,55.7,2402800,
301498.SZ,行右活麗,2024-06-24,55.7,56.2,53.99,54.5,1735380,
301498.SZ,行右活麗,2024-06-25,54.5,55.72,52.71,53,1729354,
301498.SZ,行右活麗,2024-06-26,53.3,54.9,52.56,54.9,1167793,
301498.SZ,行右活麗,2024-06-27,55,55.13,52.48,53.24,1926384,
301498.SZ,行右活麗,2024-06-28,53.09,54.64,52.34,53.8,1230779,
301498.SZ,行右活麗,2024-07-01,53.85,54.33,51.15,52.89,1303953,
301498.SZ,行右活麗,2024-07-02,52.89,52.89,50.57,50.74,1825856,
301498.SZ,行右活麗,2024-07-03,50.4,52.13,50.38,52,1417772,
301498.SZ,行右活麗,2024-07-04,52.11,52.99,51.12,51.7,979783,
301498.SZ,行右活麗,2024-07-05,51.7,52.88,50.45,52.8,1020611,
301498.SZ,行右活麗,2024-07-08,52.81,52.81,48.51,50.48,2304023,
301498.SZ,行右活麗,2024-07-09,50.61,51.73,49.67,51.38,1247109,
301498.SZ,行右活麗,2024-07-10,51.09,52.46,50.85,51.16,993522,
301498.SZ,行右活麗,2024-07-11,51.6617,52.7653,51.0597,52.2536,1077699,
301498.SZ,行右活麗,2024-07-12,52.063,53.277,50.7587,51.451,1489463,
301498.SZ,行右活麗,2024-07-15,51.0797,51.5513,49.7854,50.1968,787577,
301498.SZ,行右活麗,2024-07-16,49.8256,50.3674,48.3607,48.762,1720900,
301498.SZ,行右活麗,2024-07-17,49.0831,49.4443,47.6885,48.0095,1162107,
301498.SZ,行右活麗,2024-07-18,47.9594,48.3607,47.4677,48.2604,858531,
301498.SZ,行右活麗,2024-07-19,48.2604,48.4811,47.6383,47.9393,739400,
301498.SZ,行右活麗,2024-07-22,47.8289,48.1299,46.6149,47.9393,1391416,
301498.SZ,行右活麗,2024-07-23,47.8189,48.0296,46.0129,46.0129,1069140,
301498.SZ,行右活麗,2024-07-24,46.0129,46.1333,44.3273,44.7487,1125834,
301498.SZ,行右活麗,2024-07-25,43.9962,45.6316,43.4343,45.1099,922400,
301498.SZ,行右活麗,2024-07-26,45.6517,45.6517,44.0664,44.1467,904000,
301498.SZ,行右活麗,2024-07-29,44.1467,44.1868,43.1434,43.2939,717709,
301498.SZ,行右活麗,2024-07-30,43.344,44.4276,42.1701,43.2939,1038826,
301498.SZ,行右活麗,2024-07-31,43.4745,44.7186,42.6618,44.4477,1683918,
301498.SZ,行右活麗,2024-08-01,44.2972,45.431,43.8056,44.4477,1486254,
301498.SZ,行右活麗,2024-08-02,44.2169,44.7286,43.5046,43.6651,854554,
301498.SZ,行右活麗,2024-08-05,43.2537,44.7487,42.4009,42.441,1106759,
301498.SZ,行右活麗,2024-08-06,43.023,43.4343,42.441,43.2939,1007210,
301498.SZ,行右活麗,2024-08-07,43.344,43.5748,41.9193,43.1835,1556084,
301498.SZ,行右活麗,2024-08-08,43.1434,44.2571,42.1501,43.7353,1170409,
301498.SZ,行右活麗,2024-08-09,44.0865,44.0865,42.9628,43.2236,662536,
301498.SZ,行右活麗,2024-08-12,43.3541,43.7153,42.5614,43.0029,667273,
301498.SZ,行右活麗,2024-08-13,42.6618,43.1835,42.5815,42.9126,368476,
301498.SZ,行右活麗,2024-08-14,43.0129,43.0731,42.0698,42.1501,463556,
301498.SZ,行右活麗,2024-08-15,42.1601,43.2437,41.6584,42.5414,814942,
301498.SZ,行右活麗,2024-08-16,42.5414,45.4009,42.14,44.0464,2900518,
301498.SZ,行右活麗,2024-08-19,44.0464,45.2403,43.0631,45.0196,1941057,
301498.SZ,行右活麗,2024-08-20,44.7487,45.451,44.2571,44.4477,1446954,
301498.SZ,行右活麗,2024-08-21,44.5079,48.2102,44.4577,47.7587,3469311,
301498.SZ,行右活麗,2024-08-22,47.4878,47.8289,46.8557,47.247,1616774,
301498.SZ,行右活麗,2024-08-23,47.247,47.7085,46.4544,47.0162,1392354,
301498.SZ,行右活麗,2024-08-26,46.936,48.16,46.2637,48.16,1774431,
301498.SZ,行右活麗,2024-08-27,44.7989,47.247,42.5113,46.5045,3039733,
301498.SZ,行右活麗,2024-08-28,46.9861,49.9159,46.1534,49.5647,2791264,
301498.SZ,行右活麗,2024-08-29,49.5647,50.3172,48.9125,49.6249,1809123,
301498.SZ,行右活麗,2024-08-30,49.5848,49.7654,48.5915,48.7721,2488641,
301498.SZ,行右活麗,2024-09-02,48.5614,49.7553,48.1701,48.742,1941100,
301498.SZ,行右活麗,2024-09-03,48.3607,50.6884,48.2102,50.0062,2283342,
301498.SZ,行右活麗,2024-09-04,49.8657,50.4376,49.2035,49.7955,946405,
301498.SZ,行右活麗,2024-09-05,49.655,50.1266,49.344,49.655,758970,
301498.SZ,行右活麗,2024-09-06,49.655,49.7353,47.6584,47.9092,1097147,
301498.SZ,行右活麗,2024-09-09,47.3373,48.9426,47.3273,48.3406,1079362,
301498.SZ,行右活麗,2024-09-10,48.4711,49.043,47.9694,48.8323,842107,
301498.SZ,行右活麗,2024-09-11,48.742,50.4376,48.451,50.0463,1738566,
301498.SZ,行右活麗,2024-09-12,50.0463,51.9426,49.665,51.0697,2079243,
301498.SZ,行右活麗,2024-09-13,51.3908,51.772,50.3774,50.6383,1214208,
301498.SZ,行右活麗,2024-09-18,50.849,52.675,50.3674,51.9727,1976662,
301498.SZ,行右活麗,2024-09-19,52.1734,52.4844,50.6684,51.0195,1521660,
301498.SZ,行右活麗,2024-09-20,51.0697,51.2904,50.0664,50.5781,1174400,
301498.SZ,行右活麗,2024-09-23,50.5379,50.8791,49.2436,49.5346,1329234,
301498.SZ,行右活麗,2024-09-24,49.8757,51.9827,48.3607,51.7219,1991956,
301498.SZ,行右活麗,2024-09-25,51.9426,52.4142,50.4878,50.558,2022825,
301498.SZ,行右活麗,2024-09-26,50.1868,52.4643,49.9761,52.4142,1850402,
301498.SZ,行右活麗,2024-09-27,53.3071,55.4342,52.053,53.4978,2961936,
301498.SZ,行右活麗,2024-09-30,54.5312,61.8154,53.578,61.5846,4872613,
301498.SZ,行右活麗,2024-10-08,73.123,73.123,64.0227,66.9123,6421009,
301498.SZ,行右活麗,2024-10-09,64.1532,64.414,58.3639,60.2,5240907,
301498.SZ,行右活麗,2024-10-10,60.501,63.5913,60.3305,60.6114,2713924,
301498.SZ,行右活麗,2024-10-11,58.384,60.4007,57.6917,59.1867,3503616,
301498.SZ,行右活麗,2024-10-14,59.3673,60.7318,57.6917,58.7954,2059841,
301498.SZ,行右活麗,2024-10-15,58.7452,61.0027,56.6683,58.8154,2214802,
301498.SZ,行右活麗,2024-10-16,58.4342,59.4877,57.2101,58.2335,1251362,
301498.SZ,行右活麗,2024-10-17,58.695,59.1164,56.7887,56.9492,1520504,
301498.SZ,行右活麗,2024-10-18,57.3907,61.6248,56.6181,60.1699,2390842,
301498.SZ,行右活麗,2024-10-21,60.481,61.6047,59.3171,60.501,2275601,
301498.SZ,行右活麗,2024-10-22,61.2034,65.8789,60.9525,65.4776,3677537,
301498.SZ,行右活麗,2024-10-23,65.7485,66.7217,63.7418,66.511,2027846,
301498.SZ,行右活麗,2024-10-24,66.1097,66.7217,61.2034,64.6649,4106105,
301498.SZ,行右活麗,2024-10-25,65.2167,67.1732,64.0227,64.9458,2900388,
301498.SZ,行右活麗,2024-10-28,64.9157,67.2133,63.7117,66.4006,2571034,
301498.SZ,行右活麗,2024-10-29,66.22,67.2234,63.6013,64.3739,2069863,
301498.SZ,行右活麗,2024-10-30,64.093,64.6247,61.8957,64.2134,2176650,
301498.SZ,行右活麗,2024-10-31,63.9425,64.0629,61.705,63.5411,1801757,
301498.SZ,行右活麗,2024-11-01,64.0829,66.6414,62.4274,64.0729,1945893,
301498.SZ,行右活麗,2024-11-04,64.6147,65.4274,63.3906,64.7552,2026954,
301498.SZ,行右活麗,2024-11-05,65.0963,65.4174,63.6916,64.8154,2083238,
301498.SZ,行右活麗,2024-11-06,64.7752,66.7217,63.7117,65.3973,2587160,
301498.SZ,行右活麗,2024-11-07,65.1063,67.725,64.8254,66.4709,2921346,
301498.SZ,行右活麗,2024-11-08,67.1832,69.1297,66.0896,67.725,3079101,
301498.SZ,行右活麗,2024-11-11,67.725,68.4976,66.0996,67.0528,3010293,
301498.SZ,行右活麗,2024-11-12,67.1632,67.8956,65.1164,65.7284,3070563,
301498.SZ,行右活麗,2024-11-13,65.2067,65.8187,63.5211,64.6749,2777661,
301498.SZ,行右活麗,2024-11-14,65.1164,68.7183,64.2936,64.4843,3134093,
301498.SZ,行右活麗,2024-11-15,64.1933,64.5545,62.2167,62.4575,2152823,
301498.SZ,行右活麗,2024-11-18,62.4575,64.2134,61.404,61.8154,1853651,
301498.SZ,行右活麗,2024-11-19,61.8054,62.6482,60.3505,61.5345,1583648,
301498.SZ,行右活麗,2024-11-20,61.1933,63.1097,59.6883,62.4174,2391861,
301498.SZ,行右活麗,2024-11-21,62.5177,65.0963,62.2268,63.4107,2692805,
301498.SZ,行右活麗,2024-11-22,63.4107,64.3137,61.2034,61.5646,2137342,
301498.SZ,行右活麗,2024-11-25,61.5445,64.8655,61.2335,64.4642,2693393,
301498.SZ,行右活麗,2024-11-26,64.6153,65.5822,62.2583,62.8828,1669275,
301498.SZ,行右活麗,2024-11-27,62.3691,64.434,61.9662,64.0714,1722240,
301498.SZ,行右活麗,2024-11-28,64.0512,64.1519,63.0137,63.2656,1099460,
301498.SZ,行右活麗,2024-11-29,63.4267,67.8889,63.0137,66.4888,3335100,
301498.SZ,行右活麗,2024-12-02,66.4586,69.853,65.0685,68.1104,3925033,
301498.SZ,行右活麗,2024-12-03,68.7752,70.961,66.7607,67.4759,4109700,
301498.SZ,行右活麗,2024-12-04,66.3175,69.44,64.8067,67.3953,3464277,
301498.SZ,行右活麗,2024-12-05,66.7406,67.5766,65.6729,66.2772,1436900,
301498.SZ,行右活麗,2024-12-06,66.3377,67.8687,65.8844,66.1463,1713779,
301498.SZ,行右活麗,2024-12-09,65.7736,67.3852,64.9678,65.7837,1548016,
301498.SZ,行右活麗,2024-12-10,68.191,68.7853,66.4686,67.2341,2230600,
301498.SZ,行右活麗,2024-12-11,66.7104,71.2833,66.7104,70.0544,2999101,
301498.SZ,行右活麗,2024-12-12,70.266,72.0992,69.2789,70.7595,2592321,
301498.SZ,行右活麗,2024-12-13,70.3264,72.3812,69.7724,70.2458,3527311,
301498.SZ,行右活麗,2024-12-16,70.0041,72.8143,69.1076,69.9739,3926900,
301498.SZ,行右活麗,2024-12-17,70.407,71.3135,69.3997,70.1149,2088731,
301498.SZ,行右活麗,2024-12-18,69.6616,70.8099,67.5867,68.8357,2287222,
301498.SZ,行右活麗,2024-12-19,68.5033,72.5827,68.2918,71.5049,3083850,
301498.SZ,行右活麗,2024-12-20,71.4948,76.9642,71.1121,74.5367,2984692,
301498.SZ,行右活麗,2024-12-23,74.5367,77.0045,74.5367,75.3022,2380055,
301498.SZ,行右活麗,2024-12-24,74.7785,76.0476,73.7914,74.5669,1466164,
301498.SZ,行右活麗,2024-12-25,74.5669,75.4533,73.0762,74.0835,923880,
301498.SZ,行右活麗,2024-12-26,74.2547,74.7382,73.5899,74.4058,1225569,
