ДњТы,МђГЦ,ШеЦк,ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),
300201.SZ,КЃТзем,2015-07-24,67.5888,68.254,63.8634,64.6174,22758386,
300201.SZ,КЃТзем,2015-07-27,61.2025,64.8391,58.1423,58.1423,18057326,
300201.SZ,КЃТзем,2015-07-28,52.643,58.3197,52.3325,53.4856,18656918,
300201.SZ,КЃТзем,2015-07-29,54.9492,58.0536,51.3125,57.6101,13652896,
300201.SZ,КЃТзем,2015-07-30,57.1223,60.8033,55.8362,56.0579,17874790,
300201.SZ,КЃТзем,2015-07-31,54.6387,61.646,54.6387,61.646,26991063,
300201.SZ,КЃТзем,2015-08-03,61.646,61.8234,55.4814,56.324,26853528,
300201.SZ,КЃТзем,2015-08-04,54.9935,61.9564,54.9935,61.9564,23819738,
300201.SZ,КЃТзем,2015-08-05,68.1654,68.1654,65.9035,68.121,52914829,
300201.SZ,КЃТзем,2015-08-06,64.7948,67.0566,62.0895,65.2826,38242308,
300201.SZ,КЃТзем,2015-08-07,66.5688,69.9837,64.9722,67.6332,34216131,
300201.SZ,КЃТзем,2015-08-10,67.8549,73.5317,66.5688,70.915,33700725,
300201.SZ,КЃТзем,2015-08-11,69.1854,70.782,67.5001,67.8549,27877653,
300201.SZ,КЃТзем,2015-08-12,65.6374,72.7777,65.1939,67.988,27750572,
300201.SZ,КЃТзем,2015-08-13,70.9594,74.7734,69.895,74.7734,31109196,
300201.SZ,КЃТзем,2015-08-14,81.1598,81.4259,73.1769,74.5073,50812175,
300201.SZ,КЃТзем,2015-08-17,73.3986,76.5031,72.7334,74.5073,24149607,
300201.SZ,КЃТзем,2015-08-18,73.3986,81.1598,67.6332,70.2941,41559174,
300201.SZ,КЃТзем,2015-08-19,66.5244,75.3943,63.3312,74.596,31803921,
300201.SZ,КЃТзем,2015-08-20,72.7334,73.5317,67.1453,67.1453,23003786,
300201.SZ,КЃТзем,2015-08-21,65.9035,68.6088,62.0451,62.9764,18038601,
300201.SZ,КЃТзем,2015-08-24,58.5415,59.872,56.6788,56.6788,11159197,
300201.SZ,КЃТзем,2015-08-25,51.0021,52.3769,51.0021,51.0021,9314023,
300201.SZ,КЃТзем,2015-08-26,51.7116,53.5743,46.1236,47.2323,16883712,
300201.SZ,КЃТзем,2015-08-27,49.5829,51.889,47.3654,51.889,16166585,
300201.SZ,КЃТзем,2015-08-28,53.1752,57.0779,53.1752,57.0779,17067876,
300201.SZ,КЃТзем,2015-08-31,56.4571,56.4571,53.2639,53.5743,11769560,
300201.SZ,КЃТзем,2015-09-01,53.5743,53.7074,48.208,48.208,11334218,
300201.SZ,КЃТзем,2015-09-02,44.5714,51.889,43.3739,44.6157,13828574,
300201.SZ,КЃТзем,2015-09-07,46.3897,48.4298,44.7931,46.434,8879185,
300201.SZ,КЃТзем,2015-09-08,45.9905,51.0021,45.281,50.736,8508253,
300201.SZ,КЃТзем,2015-09-09,51.5342,54.0622,51.5342,53.5743,12570362,
300201.SZ,КЃТзем,2015-09-10,51.889,53.663,51.0908,51.4012,8243760,
300201.SZ,КЃТзем,2015-09-11,51.0021,53.8848,51.0021,52.3325,7994001,
300201.SZ,КЃТзем,2015-09-14,52.5543,53.2195,47.0993,47.0993,9702196,
300201.SZ,КЃТзем,2015-09-15,45.3697,46.5671,42.3982,42.3982,8471242,
300201.SZ,КЃТзем,2015-09-16,44.7931,46.6558,43.3296,46.6558,9757816,
300201.SZ,КЃТзем,2015-09-17,46.1236,51.3125,46.1236,49.0507,18354935,
300201.SZ,КЃТзем,2015-09-18,49.0507,50.2038,47.0549,49.3611,13417412,
300201.SZ,КЃТзем,2015-09-21,47.8976,51.5786,47.4541,51.1794,11177162,
300201.SZ,КЃТзем,2015-09-22,51.5786,53.0865,50.1151,51.0908,12854016,
300201.SZ,КЃТзем,2015-09-23,49.8933,51.6673,49.2724,50.1151,9219757,
300201.SZ,КЃТзем,2015-09-24,49.6272,52.9978,49.6272,51.5786,10637030,
300201.SZ,КЃТзем,2015-09-25,50.5586,51.4455,46.4784,47.8976,11440905,
300201.SZ,КЃТзем,2015-09-28,48.8733,50.3368,48.1193,50.1594,7846872,
300201.SZ,КЃТзем,2015-09-29,48.3411,50.0264,47.3654,48.7846,6516360,
300201.SZ,КЃТзем,2015-09-30,52.3325,53.663,52.3325,53.663,7304210,
300201.SZ,КЃТзем,2015-10-08,59.0293,59.0293,57.211,59.0293,33511813,
300201.SZ,КЃТзем,2015-10-09,58.985,63.6417,58.4084,61.779,37031313,
300201.SZ,КЃТзем,2015-10-12,61.0694,66.3914,60.4485,63.553,34542685,
300201.SZ,КЃТзем,2015-10-13,61.646,65.1496,61.646,63.8634,23612414,
300201.SZ,КЃТзем,2015-10-14,62.0895,68.9636,61.1581,66.0366,30091022,
300201.SZ,КЃТзем,2015-10-15,64.7061,68.121,64.3069,67.0123,24270637,
300201.SZ,КЃТзем,2015-10-16,66.8792,70.2941,65.8592,68.121,26035149,
300201.SZ,КЃТзем,2015-10-19,68.121,68.5201,64.8835,65.8592,20572312,
300201.SZ,КЃТзем,2015-10-20,67.8106,72.4673,67.4558,68.9636,33395505,
300201.SZ,КЃТзем,2015-10-21,66.7018,67.8549,62.0895,62.0895,31045297,
300201.SZ,КЃТзем,2015-10-22,60.5816,65.5044,60.5816,64.9722,20700870,
300201.SZ,КЃТзем,2015-10-23,64.7948,70.0724,64.7948,67.988,26368199,
300201.SZ,КЃТзем,2015-10-26,70.2941,73.8865,68.121,71.9351,32783354,
300201.SZ,КЃТзем,2015-10-27,70.1611,71.0924,66.5244,70.2498,22002396,
300201.SZ,КЃТзем,2015-10-28,69.1854,73.3986,68.5201,70.3385,29150797,
300201.SZ,КЃТзем,2015-10-29,71.4029,72.2899,68.3427,69.4071,18999879,
300201.SZ,КЃТзем,2015-10-30,68.7419,68.8749,65.6374,66.5244,16855852,
300201.SZ,КЃТзем,2015-11-02,64.0852,67.1897,62.1782,63.0651,12471171,
300201.SZ,КЃТзем,2015-11-03,64.3513,64.7504,61.7347,62.4443,8445312,
300201.SZ,КЃТзем,2015-11-04,62.533,67.3227,62.533,67.3227,13353917,
300201.SZ,КЃТзем,2015-11-05,67.1453,67.9436,65.8148,66.0366,12714671,
300201.SZ,КЃТзем,2015-11-06,66.214,70.0724,66.214,67.9436,13191038,
300201.SZ,КЃТзем,2015-11-09,66.6575,70.8707,65.2383,70.1167,20222103,
300201.SZ,КЃТзем,2015-11-10,69.141,72.2012,68.5645,69.6732,16952317,
300201.SZ,КЃТзем,2015-11-11,70.915,72.0681,69.2297,71.7577,20139737,
300201.SZ,КЃТзем,2015-11-12,72.556,72.7334,68.7862,69.6732,17756885,
300201.SZ,КЃТзем,2015-11-13,68.2984,68.8749,66.1696,67.4114,12782720,
300201.SZ,КЃТзем,2015-11-16,66.0809,74.1525,65.6818,74.1525,15044785,
300201.SZ,КЃТзем,2015-11-17,81.5589,81.5589,81.5589,81.5589,19813724,
300201.SZ,КЃТзем,2015-11-18,82.0024,89.2758,81.4702,86.393,76623783,
300201.SZ,КЃТзем,2015-11-19,84.8852,95.0412,83.3773,95.0412,78655467,
300201.SZ,КЃТзем,2015-11-20,93.0898,94.376,88.7436,92.6463,63952322,
300201.SZ,КЃТзем,2015-11-23,91.1384,93.0455,86.4374,86.7922,44269163,
300201.SZ,КЃТзем,2015-11-24,89.054,89.5862,85.9495,87.8122,27767487,
300201.SZ,КЃТзем,2015-11-25,86.7922,92.735,85.6391,90.5619,35182767,
300201.SZ,КЃТзем,2015-11-26,89.1427,90.1184,85.506,86.393,29982800,
300201.SZ,КЃТзем,2015-11-27,86.4817,87.8122,77.7449,78.7649,24890617,
300201.SZ,КЃТзем,2015-11-30,77.9223,80.4945,72.8221,79.6075,21673898,
300201.SZ,КЃТзем,2015-12-01,79.2084,80.2728,75.3943,77.6118,17905449,
300201.SZ,КЃТзем,2015-12-02,77.6118,78.011,71.4029,77.1683,14370920,
300201.SZ,КЃТзем,2015-12-03,78.6319,80.3615,77.6562,80.051,16570008,
300201.SZ,КЃТзем,2015-12-04,80.3615,81.825,77.8336,78.8093,15679981,
300201.SZ,КЃТзем,2015-12-07,77.9223,81.7807,76.3257,81.6033,16498591,
300201.SZ,КЃТзем,2015-12-08,81.7363,85.2843,80.7163,82.8894,28421192,
300201.SZ,КЃТзем,2015-12-09,81.3815,81.4259,79.3858,79.9623,13587005,
300201.SZ,КЃТзем,2015-12-10,79.8736,82.1798,79.5189,79.918,10427012,
300201.SZ,КЃТзем,2015-12-11,80.6276,81.7807,79.2971,80.6719,11200695,
300201.SZ,КЃТзем,2015-12-14,81.5146,86.4817,79.8293,86.3487,22775722,
300201.SZ,КЃТзем,2015-12-15,87.8566,88.4331,84.2643,85.2843,17163404,
300201.SZ,КЃТзем,2015-12-16,84.7965,87.6792,84.7965,86.0382,16956633,
300201.SZ,КЃТзем,2015-12-17,86.0826,90.6506,86.0826,90.2958,26932821,
300201.SZ,КЃТзем,2015-12-18,91.1384,91.3602,87.28,87.7235,21029223,
300201.SZ,КЃТзем,2015-12-21,87.5905,89.0984,85.1513,88.9653,14158849,
300201.SZ,КЃТзем,2015-12-22,89.6306,97.0369,89.6306,94.4203,30087299,
300201.SZ,КЃТзем,2015-12-23,95.8395,101.9154,93.7994,96.283,30830202,
300201.SZ,КЃТзем,2015-12-24,96.283,96.283,96.283,96.283,0,
300201.SZ,КЃТзем,2015-12-25,96.283,96.283,96.283,96.283,0,
300201.SZ,КЃТзем,2015-12-28,96.283,96.283,96.283,96.283,0,
300201.SZ,КЃТзем,2015-12-29,96.283,96.283,96.283,96.283,0,
300201.SZ,КЃТзем,2015-12-30,96.283,96.283,96.283,96.283,0,
300201.SZ,КЃТзем,2015-12-31,96.283,100.2301,88.6992,88.8323,24577898,
300201.SZ,КЃТзем,2016-01-04,89.5419,89.5419,79.9623,80.0067,14023451,
300201.SZ,КЃТзем,2016-01-05,73.2212,84.2643,73.2212,84.2643,21221470,
300201.SZ,КЃТзем,2016-01-06,85.2843,86.2156,82.4016,84.7078,15759315,
300201.SZ,КЃТзем,2016-01-07,82.4903,82.4903,76.237,76.237,3596140,
300201.SZ,КЃТзем,2016-01-08,79.8293,79.8293,68.8306,75.8378,12299085,
300201.SZ,КЃТзем,2016-01-11,74.4186,74.4186,68.254,68.254,13642915,
300201.SZ,КЃТзем,2016-01-12,68.5201,69.8063,61.646,66.5244,13245846,
300201.SZ,КЃТзем,2016-01-13,65.6374,67.3671,59.872,59.872,13338465,
300201.SZ,КЃТзем,2016-01-14,56.8562,64.3513,56.8119,63.4643,12444073,
300201.SZ,КЃТзем,2016-01-15,62.0895,66.2583,60.759,62.3556,13135877,
300201.SZ,КЃТзем,2016-01-18,60.759,67.5888,60.0937,65.8148,15370137,
300201.SZ,КЃТзем,2016-01-19,64.9722,67.988,63.8634,67.6775,15714099,
300201.SZ,КЃТзем,2016-01-20,66.5688,68.5645,65.1939,66.1696,10363451,
300201.SZ,КЃТзем,2016-01-21,65.1939,67.5445,61.2468,62.5773,11280710,
300201.SZ,КЃТзем,2016-01-22,63.2425,64.573,60.3598,64.3069,8398669,
300201.SZ,КЃТзем,2016-01-25,64.7504,65.46,63.3756,65.4157,6009943,
300201.SZ,КЃТзем,2016-01-26,64.3513,65.2383,58.8963,58.9406,8447157,
300201.SZ,КЃТзем,2016-01-27,60.2711,61.1138,54.3726,60.759,8686588,
300201.SZ,КЃТзем,2016-01-28,59.872,59.872,54.6831,55.3927,7664697,
300201.SZ,КЃТзем,2016-01-29,55.1266,58.5415,53.4413,57.6545,6547694,
300201.SZ,КЃТзем,2016-02-01,57.6988,58.4084,54.5944,57.211,5131256,
300201.SZ,КЃТзем,2016-02-02,57.8319,61.8677,57.8319,61.1581,7735523,
300201.SZ,КЃТзем,2016-02-03,59.872,63.1095,59.4285,63.0651,8026191,
300201.SZ,КЃТзем,2016-02-04,62.9764,64.7504,62.533,63.8191,8693804,
300201.SZ,КЃТзем,2016-02-05,64.3513,65.5487,62.533,62.799,5803878,
300201.SZ,КЃТзем,2016-02-15,59.872,62.8877,59.6059,62.2669,4110990,
300201.SZ,КЃТзем,2016-02-16,64.3956,65.5487,63.4643,64.8835,7096865,
300201.SZ,КЃТзем,2016-02-17,63.9521,67.8549,63.9521,66.1696,10019180,
300201.SZ,КЃТзем,2016-02-18,66.4357,68.0323,64.7504,66.3914,11395897,
300201.SZ,КЃТзем,2016-02-19,66.0809,66.9236,65.1496,66.3914,8745265,
300201.SZ,КЃТзем,2016-02-22,67.5445,71.2698,66.7905,69.8506,13320179,
300201.SZ,КЃТзем,2016-02-23,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-02-24,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-02-25,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-02-26,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-02-29,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-01,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-02,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-03,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-04,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-07,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-08,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-09,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-10,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-11,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-14,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-15,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-16,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-17,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-18,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-21,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-22,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-23,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-24,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-25,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-28,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-29,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-30,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-03-31,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-04-01,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-04-05,69.8506,69.8506,69.8506,69.8506,0,
300201.SZ,КЃТзем,2016-04-06,69.8506,69.8506,69.8506,69.8506,0,
