ДњТы,МђГЦ,ШеЦк,ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),
300027.SZ,ЛЊвъажЕм,2015-05-18,308.6579,323.6123,308.0598,313.5181,49874605,
300027.SZ,ЛЊвъажЕм,2015-05-19,313.2938,319.8737,302.3023,316.5838,53945364,
300027.SZ,ЛЊвъажЕм,2015-05-20,320.0233,330.4913,312.5461,313.9667,53194528,
300027.SZ,ЛЊвъажЕм,2015-05-21,315.1631,323.388,311.6488,318.3783,46764042,
300027.SZ,ЛЊвъажЕм,2015-05-22,328.2482,328.4725,312.4713,325.2573,61657073,
300027.SZ,ЛЊвъажЕм,2015-05-25,317.7801,333.9308,314.7892,330.1175,50578472,
300027.SZ,ЛЊвъажЕм,2015-05-26,331.239,356.3624,327.8743,350.6797,56909649,
300027.SZ,ЛЊвъажЕм,2015-05-27,350.5302,358.9046,345.4457,349.8572,45955302,
300027.SZ,ЛЊвъажЕм,2015-05-28,348.4365,356.0633,314.864,314.864,66709549,
300027.SZ,ЛЊвъажЕм,2015-05-29,315.6865,326.2293,299.0872,315.0883,53181249,
300027.SZ,ЛЊвъажЕм,2015-06-01,319.6494,330.3418,318.3035,328.622,47008828,
300027.SZ,ЛЊвъажЕм,2015-06-02,330.3418,361.5216,328.7716,361.5216,81204805,
300027.SZ,ЛЊвъажЕм,2015-06-03,370.1204,371.9897,342.4548,354.5678,69828564,
300027.SZ,ЛЊвъажЕм,2015-06-04,356.6614,370.8681,321.5187,351.4274,61197219,
300027.SZ,ЛЊвъажЕм,2015-06-05,357.8578,361.1477,334.9776,347.6888,48486925,
300027.SZ,ЛЊвъажЕм,2015-06-08,351.4274,370.6438,336.6974,363.4657,66596195,
300027.SZ,ЛЊвъажЕм,2015-06-09,373.8589,399.8048,373.8589,396.1409,100367678,
300027.SZ,ЛЊвъажЕм,2015-06-10,387.617,435.77,381.9343,435.77,99473439,
300027.SZ,ЛЊвъажЕм,2015-06-11,449.3785,464.7067,428.6667,440.032,94653419,
300027.SZ,ЛЊвъажЕм,2015-06-12,441.1536,481.9042,432.2557,475.399,79733701,
300027.SZ,ЛЊвъажЕм,2015-06-15,471.0623,474.3522,427.8442,429.4144,75326773,
300027.SZ,ЛЊвъажЕм,2015-06-16,418.722,428.4424,391.8042,407.6558,69126165,
300027.SZ,ЛЊвъажЕм,2015-06-17,410.3476,428.0685,392.5519,422.1615,52698471,
300027.SZ,ЛЊвъажЕм,2015-06-18,418.5725,420.9652,379.9155,379.9155,54367583,
300027.SZ,ЛЊвъажЕм,2015-06-19,379.9155,379.9155,347.7636,350.0815,52135740,
300027.SZ,ЛЊвъажЕм,2015-06-23,352.3247,369.896,334.9776,366.3818,50121780,
300027.SZ,ЛЊвъажЕм,2015-06-24,368.2511,369.3726,348.8852,360.9982,53021548,
300027.SZ,ЛЊвъажЕм,2015-06-25,360.2505,360.9982,324.8834,329.3697,59082379,
300027.SZ,ЛЊвъажЕм,2015-06-26,315.537,317.7053,296.4701,296.4701,58865317,
300027.SZ,ЛЊвъажЕм,2015-06-29,295.3486,300.8817,266.8605,266.8605,71812664,
300027.SZ,ЛЊвъажЕм,2015-06-30,258.8599,291.61,240.8399,285.1796,85211185,
300027.SZ,ЛЊвъажЕм,2015-07-01,276.6556,297.5917,261.776,263.1967,81544408,
300027.SZ,ЛЊвъажЕм,2015-07-02,257.1402,288.993,254.3736,267.7578,94811127,
300027.SZ,ЛЊвъажЕм,2015-07-03,266.9353,294.5261,243.756,281.8896,119136393,
300027.SZ,ЛЊвъажЕм,2015-07-06,310.0786,310.0786,253.7007,282.9365,123692955,
300027.SZ,ЛЊвъажЕм,2015-07-07,261.7013,270.8234,254.6727,254.6727,72733500,
300027.SZ,ЛЊвъажЕм,2015-07-08,254.6727,254.6727,254.6727,254.6727,0,
300027.SZ,ЛЊвъажЕм,2015-07-09,254.6727,254.6727,254.6727,254.6727,0,
300027.SZ,ЛЊвъажЕм,2015-07-10,254.6727,254.6727,254.6727,254.6727,0,
300027.SZ,ЛЊвъажЕм,2015-07-13,254.6727,254.6727,254.6727,254.6727,0,
300027.SZ,ЛЊвъажЕм,2015-07-14,280.1699,280.1699,280.1699,280.1699,3105272,
300027.SZ,ЛЊвъажЕм,2015-07-15,308.2093,308.2093,272.1693,272.2441,104762620,
300027.SZ,ЛЊвъажЕм,2015-07-16,272.2441,287.8714,246.7469,277.5529,60981754,
300027.SZ,ЛЊвъажЕм,2015-07-17,278.1511,304.2464,278.1511,299.9096,75015385,
300027.SZ,ЛЊвъажЕм,2015-07-20,309.5552,329.0706,306.5643,328.622,98292727,
300027.SZ,ЛЊвъажЕм,2015-07-21,320.771,338.5667,314.7892,328.9959,83339910,
300027.SZ,ЛЊвъажЕм,2015-07-22,321.5187,338.6414,314.1911,323.0141,66913555,
300027.SZ,ЛЊвъажЕм,2015-07-23,321.4439,330.4913,315.6117,328.9211,53632574,
300027.SZ,ЛЊвъажЕм,2015-07-24,329.3697,343.9502,321.5187,328.8463,73610668,
300027.SZ,ЛЊвъажЕм,2015-07-27,306.9382,345.67,295.9467,295.9467,107287839,
300027.SZ,ЛЊвъажЕм,2015-07-28,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-07-29,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-07-30,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-07-31,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-03,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-04,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-05,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-06,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-07,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-10,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-11,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-12,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-13,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-14,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-17,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-18,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-19,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-20,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-21,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-24,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-25,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-26,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-27,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-28,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-08-31,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-01,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-02,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-07,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-08,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-09,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-10,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-11,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-14,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-15,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-16,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-17,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-18,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-21,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-22,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-23,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-24,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-25,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-28,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-29,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-09-30,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-08,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-09,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-12,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-13,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-14,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-15,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-16,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-19,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-20,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-21,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-22,295.9467,295.9467,295.9467,295.9467,0,
300027.SZ,ЛЊвъажЕм,2015-10-23,291.61,325.1077,283.2355,320.771,114900078,
300027.SZ,ЛЊвъажЕм,2015-10-26,313.6677,314.864,291.8343,298.1151,81147300,
300027.SZ,ЛЊвъажЕм,2015-10-27,298.1899,308.5084,292.2829,301.5546,55875474,
300027.SZ,ЛЊвъажЕм,2015-10-28,297.4422,298.6385,279.6465,281.3662,64711100,
300027.SZ,ЛЊвъажЕм,2015-10-29,283.9833,285.6282,269.7766,275.1602,42270969,
300027.SZ,ЛЊвъажЕм,2015-10-30,276.2818,283.5346,274.4872,275.9079,31339430,
300027.SZ,ЛЊвъажЕм,2015-11-02,270.4496,283.2355,268.0569,271.8702,31405961,
300027.SZ,ЛЊвъажЕм,2015-11-03,271.6459,279.2726,269.9262,275.9079,25659562,
300027.SZ,ЛЊвъажЕм,2015-11-04,277.4033,290.8623,277.4033,290.4884,48190514,
300027.SZ,ЛЊвъажЕм,2015-11-05,291.61,302.8257,291.0866,294.3018,65288617,
300027.SZ,ЛЊвъажЕм,2015-11-06,295.3486,302.751,292.3577,299.461,58884468,
300027.SZ,ЛЊвъажЕм,2015-11-09,297.5917,301.2555,287.9462,296.9935,51414761,
300027.SZ,ЛЊвъажЕм,2015-11-10,296.844,311.0506,295.0495,304.3212,60865838,
300027.SZ,ЛЊвъажЕм,2015-11-11,304.396,307.3868,296.0963,302.3771,41371431,
300027.SZ,ЛЊвъажЕм,2015-11-12,305.5923,306.5643,291.9838,294.3018,42605809,
300027.SZ,ЛЊвъажЕм,2015-11-13,294.5261,300.9565,290.4884,291.8343,36936804,
300027.SZ,ЛЊвъажЕм,2015-11-16,286.6003,295.872,284.1328,295.7224,28406446,
300027.SZ,ЛЊвъажЕм,2015-11-17,300.9565,301.7042,289.8902,290.8623,37164517,
300027.SZ,ЛЊвъажЕм,2015-11-18,295.0495,298.0404,288.6939,294.6009,29040373,
300027.SZ,ЛЊвъажЕм,2015-11-19,297.5917,317.8549,296.844,311.8731,76525519,
300027.SZ,ЛЊвъажЕм,2015-11-20,323.0141,323.7619,306.5643,307.9102,78400357,
300027.SZ,ЛЊвъажЕм,2015-11-23,306.1905,323.0141,304.9194,314.1911,64935846,
300027.SZ,ЛЊвъажЕм,2015-11-24,310.0038,311.3497,299.5358,307.0877,45527636,
300027.SZ,ЛЊвъажЕм,2015-11-25,307.3121,310.8263,301.7042,307.6111,44545303,
300027.SZ,ЛЊвъажЕм,2015-11-26,308.7327,310.2282,295.3486,297.5917,46659926,
300027.SZ,ЛЊвъажЕм,2015-11-27,296.0963,303.5735,272.917,277.2538,50233775,
300027.SZ,ЛЊвъажЕм,2015-11-30,279.9456,291.4604,267.683,284.5814,44626750,
300027.SZ,ЛЊвъажЕм,2015-12-01,282.3383,288.6191,277.2538,282.4878,27403822,
300027.SZ,ЛЊвъажЕм,2015-12-02,282.9365,285.5535,272.917,278.5997,23590232,
300027.SZ,ЛЊвъажЕм,2015-12-03,279.3474,292.2082,279.3474,288.7687,34130857,
300027.SZ,ЛЊвъажЕм,2015-12-04,286.3012,290.7127,283.3851,284.2823,27852851,
300027.SZ,ЛЊвъажЕм,2015-12-07,286.0021,307.7607,285.4787,300.9565,59596452,
300027.SZ,ЛЊвъажЕм,2015-12-08,294.5261,305.5923,293.3297,297.7413,45057195,
300027.SZ,ЛЊвъажЕм,2015-12-09,297.816,302.8257,286.3012,291.5352,33075844,
300027.SZ,ЛЊвъажЕм,2015-12-10,289.4416,294.1522,287.348,288.32,22181627,
300027.SZ,ЛЊвъажЕм,2015-12-11,291.3857,294.3765,282.3383,283.3851,22848382,
300027.SZ,ЛЊвъажЕм,2015-12-14,281.5158,296.9935,280.3942,296.3206,33499293,
300027.SZ,ЛЊвъажЕм,2015-12-15,299.0872,303.9473,295.7224,301.5546,41527143,
300027.SZ,ЛЊвъажЕм,2015-12-16,305.8166,313.0695,301.7789,303.7978,44986076,
300027.SZ,ЛЊвъажЕм,2015-12-17,308.2093,313.9667,305.8914,311.2002,55374938,
300027.SZ,ЛЊвъажЕм,2015-12-18,315.9108,340.2116,305.8914,335.7253,93016610,
300027.SZ,ЛЊвъажЕм,2015-12-21,336.4731,343.8007,330.8652,335.4262,87714070,
300027.SZ,ЛЊвъажЕм,2015-12-22,336.0992,341.9314,328.9959,332.884,49217480,
300027.SZ,ЛЊвъажЕм,2015-12-23,334.7533,339.2396,320.6214,322.6403,53362333,
300027.SZ,ЛЊвъажЕм,2015-12-24,321.5935,326.005,311.0506,322.2664,40933979,
300027.SZ,ЛЊвъажЕм,2015-12-25,325.2573,326.6032,314.864,317.5558,31708139,
300027.SZ,ЛЊвъажЕм,2015-12-28,319.9485,319.9485,308.8823,309.1066,41359006,
300027.SZ,ЛЊвъажЕм,2015-12-29,310.4525,317.4062,310.3029,315.3874,31657382,
300027.SZ,ЛЊвъажЕм,2015-12-30,317.7801,317.7801,311.0506,315.4622,27286931,
300027.SZ,ЛЊвъажЕм,2015-12-31,315.537,318.3035,309.2561,310.1534,24851163,
300027.SZ,ЛЊвъажЕм,2016-01-04,312.9199,320.3223,282.6374,286.7498,39756080,
300027.SZ,ЛЊвъажЕм,2016-01-05,275.9079,293.8531,267.683,282.7121,50263245,
300027.SZ,ЛЊвъажЕм,2016-01-06,284.1328,286.7498,275.7584,285.4787,34969006,
300027.SZ,ЛЊвъажЕм,2016-01-07,280.3194,280.3194,256.9159,256.9159,12031182,
300027.SZ,ЛЊвъажЕм,2016-01-08,261.776,266.7857,239.3445,257.6636,49606846,
300027.SZ,ЛЊвъажЕм,2016-01-11,246.8217,253.8502,231.8673,231.8673,41129755,
300027.SZ,ЛЊвъажЕм,2016-01-12,231.7925,239.1202,224.6892,232.9889,33318121,
300027.SZ,ЛЊвъажЕм,2016-01-13,235.0825,235.5311,214.2212,214.2212,33513063,
300027.SZ,ЛЊвъажЕм,2016-01-14,205.6224,228.2035,200.5379,224.2406,38509001,
300027.SZ,ЛЊвъажЕм,2016-01-15,219.8291,225.736,207.8656,211.5294,32378663,
300027.SZ,ЛЊвъажЕм,2016-01-18,205.9963,220.0534,205.9963,216.5391,28325582,
300027.SZ,ЛЊвъажЕм,2016-01-19,216.5391,227.9044,212.5762,225.4369,33399628,
300027.SZ,ЛЊвъажЕм,2016-01-20,223.5677,229.3999,219.4552,221.6236,30414882,
300027.SZ,ЛЊвъажЕм,2016-01-21,217.5859,224.6892,207.8656,208.4638,27760395,
300027.SZ,ЛЊвъажЕм,2016-01-22,213.8473,218.7823,208.4638,216.0905,24341386,
300027.SZ,ЛЊвъажЕм,2016-01-25,219.8291,225.0631,217.885,221.0254,25636736,
300027.SZ,ЛЊвъажЕм,2016-01-26,217.5859,219.0066,198.893,198.9677,32541790,
300027.SZ,ЛЊвъажЕм,2016-01-27,201.2109,203.3045,183.3404,199.6407,37322432,
300027.SZ,ЛЊвъажЕм,2016-01-28,198.7434,206.1458,191.4906,193.2851,28076080,
300027.SZ,ЛЊвъажЕм,2016-01-29,194.0328,204.7252,192.5374,201.7343,27026087,
300027.SZ,ЛЊвъажЕм,2016-02-01,201.1361,204.5008,196.5003,202.7063,23404438,
300027.SZ,ЛЊвъажЕм,2016-02-02,202.1829,211.6042,201.8838,209.1367,28429705,
300027.SZ,ЛЊвъажЕм,2016-02-03,207.0431,216.6139,204.0522,212.8005,31786003,
300027.SZ,ЛЊвъажЕм,2016-02-04,212.8005,217.7355,210.8564,215.1932,33596435,
300027.SZ,ЛЊвъажЕм,2016-02-05,215.9409,216.7634,210.034,210.1087,22788882,
300027.SZ,ЛЊвъажЕм,2016-02-15,204.3513,215.7914,204.2018,212.0528,27661560,
300027.SZ,ЛЊвъажЕм,2016-02-16,212.3519,221.1002,212.3519,219.9786,37880983,
300027.SZ,ЛЊвъажЕм,2016-02-17,218.3336,219.3057,214.1464,218.9318,32237161,
300027.SZ,ЛЊвъажЕм,2016-02-18,220.5768,221.2497,214.6698,216.5391,29362193,
300027.SZ,ЛЊвъажЕм,2016-02-19,216.5391,217.3616,214.1464,215.3428,22215819,
