ґъВл,јтіЖ,ИХЖЪ,їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),
002312.SZ,ґЁ·ўБътю,2015-03-03,165.1377,165.1377,165.1377,165.1377,0,
002312.SZ,ґЁ·ўБътю,2015-03-04,165.1377,165.1377,165.1377,165.1377,0,
002312.SZ,ґЁ·ўБътю,2015-03-05,165.1377,165.1377,165.1377,165.1377,0,
002312.SZ,ґЁ·ўБътю,2015-03-06,181.6584,181.6584,181.6584,181.6584,121314,
002312.SZ,ґЁ·ўБътю,2015-03-09,199.8381,199.8381,199.8381,199.8381,201021,
002312.SZ,ґЁ·ўБътю,2015-03-10,219.815,219.815,219.815,219.815,195744,
002312.SZ,ґЁ·ўБътю,2015-03-11,241.7965,241.7965,241.7965,241.7965,340864,
002312.SZ,ґЁ·ўБътю,2015-03-12,265.99,265.99,257.0038,261.0821,66587150,
002312.SZ,ґЁ·ўБътю,2015-03-13,259.2158,279.9531,256.7964,271.036,47891160,
002312.SZ,ґЁ·ўБътю,2015-03-16,270.2757,295.8516,269.6535,288.248,41753524,
002312.SZ,ґЁ·ўБътю,2015-03-17,283.4093,293.0175,275.9438,278.8471,25365443,
002312.SZ,ґЁ·ўБътю,2015-03-18,276.6351,286.3816,276.3586,280.2295,18404430,
002312.SZ,ґЁ·ўБътю,2015-03-19,277.1881,279.2618,270.9669,276.8425,18407098,
002312.SZ,ґЁ·ўБътю,2015-03-20,280.1604,299.8608,277.8793,294.8839,27553870,
002312.SZ,ґЁ·ўБътю,2015-03-23,302.0728,310.9207,286.8655,297.0959,27155559,
002312.SZ,ґЁ·ўБътю,2015-03-24,296.8885,326.8193,295.8516,326.8193,32282957,
002312.SZ,ґЁ·ўБътю,2015-03-25,337.3261,356.4736,326.8884,341.4736,34513351,
002312.SZ,ґЁ·ўБътю,2015-03-26,341.128,346.3123,307.3262,313.8239,32531207,
002312.SZ,ґЁ·ўБътю,2015-03-27,313.6857,328.34,311.1972,316.3124,17123321,
002312.SZ,ґЁ·ўБътю,2015-03-30,318.0405,320.3907,300.8977,306.3585,17584099,
002312.SZ,ґЁ·ўБътю,2015-03-31,304.1465,317.4184,302.764,308.294,13804277,
002312.SZ,ґЁ·ўБътю,2015-04-01,308.1557,314.1695,305.529,313.4783,12791823,
002312.SZ,ґЁ·ўБътю,2015-04-02,315.0681,344.5842,315.0681,334.2847,23616403,
002312.SZ,ґЁ·ўБътю,2015-04-03,332.1418,333.1096,322.1188,329.1695,17047039,
002312.SZ,ґЁ·ўБътю,2015-04-07,326.2663,345.1372,322.1188,333.0404,16163320,
002312.SZ,ґЁ·ўБътю,2015-04-08,333.3861,333.5934,305.3216,310.5751,22187124,
002312.SZ,ґЁ·ўБътю,2015-04-09,310.3677,313.6857,291.1512,301.7272,18432124,
002312.SZ,ґЁ·ўБътю,2015-04-10,302.6258,308.294,299.377,305.1834,11129070,
002312.SZ,ґЁ·ўБътю,2015-04-13,305.1834,324.0543,304.1465,317.0036,17882376,
002312.SZ,ґЁ·ўБътю,2015-04-14,314.5152,320.6672,304.1465,317.9714,11588323,
002312.SZ,ґЁ·ўБътю,2015-04-15,315.8976,319.423,294.4691,295.506,12081227,
002312.SZ,ґЁ·ўБътю,2015-04-16,291.1512,310.2295,287.0037,300.0682,12441224,
002312.SZ,ґЁ·ўБътю,2015-04-17,301.0359,303.4553,291.082,294.0544,9622433,
002312.SZ,ґЁ·ўБътю,2015-04-20,293.7779,294.1235,275.6673,275.7365,16231596,
002312.SZ,ґЁ·ўБътю,2015-04-21,275.46,287.8332,273.6627,285.483,11651695,
002312.SZ,ґЁ·ўБътю,2015-04-22,285.3447,295.6442,282.718,289.9761,13930187,
002312.SZ,ґЁ·ўБътю,2015-04-23,289.9069,303.4553,286.036,300.2064,16431115,
002312.SZ,ґЁ·ўБътю,2015-04-24,294.4691,298.4783,288.5936,289.9761,13431961,
002312.SZ,ґЁ·ўБътю,2015-04-27,297.2341,319.0082,293.4323,316.105,25352881,
002312.SZ,ґЁ·ўБътю,2015-04-28,315.8976,316.0359,290.3908,295.506,17530707,
002312.SZ,ґЁ·ўБътю,2015-04-29,293.7779,324.7455,293.5014,318.4552,18365344,
002312.SZ,ґЁ·ўБътю,2015-04-30,322.1188,335.045,320.0451,321.1511,19598366,
002312.SZ,ґЁ·ўБътю,2015-05-04,325.2294,334.8377,319.3539,320.5981,12733034,
002312.SZ,ґЁ·ўБътю,2015-05-05,321.4276,325.575,297.3032,299.9991,11779471,
002312.SZ,ґЁ·ўБътю,2015-05-06,299.9991,320.0451,299.9991,307.6027,12106012,
002312.SZ,ґЁ·ўБътю,2015-05-07,307.6027,315.8976,303.1788,305.1834,9543714,
002312.SZ,ґЁ·ўБътю,2015-05-08,315.2064,335.7363,311.1972,335.7363,23785420,
002312.SZ,ґЁ·ўБътю,2015-05-11,345.2063,369.3307,342.234,369.3307,14631319,
002312.SZ,ґЁ·ўБътю,2015-05-12,394.008,406.243,380.3905,406.243,28114049,
002312.SZ,ґЁ·ўБътю,2015-05-13,406.243,445.3673,387.0956,427.8789,20022167,
002312.SZ,ґЁ·ўБътю,2015-05-14,421.5194,452.7636,416.266,442.0493,17087149,
002312.SZ,ґЁ·ўБътю,2015-05-15,439.63,462.441,414.7453,451.6576,16192122,
002312.SZ,ґЁ·ўБътю,2015-05-18,470.7359,496.7957,466.5884,496.7957,10411070,
002312.SZ,ґЁ·ўБътю,2015-05-19,521.8878,546.496,497.6943,525.344,17659352,
002312.SZ,ґЁ·ўБътю,2015-05-20,539.8601,545.39,503.9155,515.6666,19298189,
002312.SZ,ґЁ·ўБътю,2015-05-21,514.6297,556.4499,497.4869,536.0582,18794530,
002312.SZ,ґЁ·ўБътю,2015-05-22,541.9338,589.6986,528.8693,584.1687,18599667,
002312.SZ,ґЁ·ўБътю,2015-05-25,525.7587,564.3992,525.7587,534.3301,29242292,
002312.SZ,ґЁ·ўБътю,2015-05-26,535.7126,573.4544,535.0214,554.7218,14338408,
002312.SZ,ґЁ·ўБътю,2015-05-27,573.8692,608.9843,558.5236,601.3806,10624905,
002312.SZ,ґЁ·ўБътю,2015-05-28,591.012,653.0855,570.2747,570.2747,15599221,
002312.SZ,ґЁ·ўБътю,2015-05-29,594.4682,627.3022,567.5789,627.3022,14078448,
002312.SZ,ґЁ·ўБътю,2015-06-01,640.7814,690.067,627.3022,671.8873,13475325,
002312.SZ,ґЁ·ўБътю,2015-06-02,690.1708,739.0882,671.8873,738.9671,26337592,
002312.SZ,ґЁ·ўБътю,2015-06-03,750.7121,756.6452,665.9543,709.6651,30067397,
002312.SZ,ґЁ·ўБътю,2015-06-04,707.0013,707.0013,638.7107,691.1395,22751959,
002312.SZ,ґЁ·ўБътю,2015-06-05,691.1395,715.5982,645.1281,662.9272,20417851,
002312.SZ,ґЁ·ўБътю,2015-06-08,657.4785,704.7007,614.7364,661.9586,24436106,
002312.SZ,ґЁ·ўБътю,2015-06-09,641.7378,684.1167,611.4671,633.6252,27055092,
002312.SZ,ґЁ·ўБътю,2015-06-10,629.9928,665.9543,613.2834,641.3745,21708271,
002312.SZ,ґЁ·ўБътю,2015-06-11,643.0697,705.5483,643.0697,705.5483,27280023,
002312.SZ,ґЁ·ўБътю,2015-06-12,747.564,776.1395,747.564,776.1395,12701730,
002312.SZ,ґЁ·ўБътю,2015-06-15,776.1395,776.1395,776.1395,776.1395,0,
002312.SZ,ґЁ·ўБътю,2015-06-16,776.1395,776.1395,776.1395,776.1395,0,
002312.SZ,ґЁ·ўБътю,2015-06-17,776.1395,776.1395,776.1395,776.1395,0,
002312.SZ,ґЁ·ўБътю,2015-06-18,748.2905,832.564,698.5255,698.5255,29099302,
002312.SZ,ґЁ·ўБътю,2015-06-19,653.846,678.0626,628.6609,628.6609,16211641,
002312.SZ,ґЁ·ўБътю,2015-06-23,606.0184,623.5754,565.819,575.1423,23465090,
002312.SZ,ґЁ·ўБътю,2015-06-24,581.1965,603.8389,523.319,572.7207,30398960,
002312.SZ,ґЁ·ўБътю,2015-06-25,560.6124,561.8233,515.4486,515.4486,24244350,
002312.SZ,ґЁ·ўБътю,2015-06-26,472.2221,472.3432,463.8674,463.8674,10335300,
002312.SZ,ґЁ·ўБътю,2015-06-29,442.5569,459.9928,417.4928,417.4928,22142093,
002312.SZ,ґЁ·ўБътю,2015-06-30,375.7193,459.2663,375.7193,453.5754,47141831,
002312.SZ,ґЁ·ўБътю,2015-07-01,435.8974,484.0882,408.1694,408.1694,44022094,
002312.SZ,ґЁ·ўБътю,2015-07-02,399.5726,408.1694,367.3646,367.3646,35789027,
002312.SZ,ґЁ·ўБътю,2015-07-03,330.6766,363.2478,330.6766,330.6766,44159770,
002312.SZ,ґЁ·ўБътю,2015-07-06,351.0185,359.6153,297.621,297.621,31101338,
002312.SZ,ґЁ·ўБътю,2015-07-07,297.621,297.621,297.621,297.621,0,
002312.SZ,ґЁ·ўБътю,2015-07-08,297.621,297.621,297.621,297.621,0,
002312.SZ,ґЁ·ўБътю,2015-07-09,297.621,297.621,297.621,297.621,0,
002312.SZ,ґЁ·ўБътю,2015-07-10,297.621,297.621,297.621,297.621,0,
002312.SZ,ґЁ·ўБътю,2015-07-13,327.4074,327.4074,327.4074,327.4074,1534918,
002312.SZ,ґЁ·ўБътю,2015-07-14,360.0997,360.0997,360.0997,360.0997,632124,
002312.SZ,ґЁ·ўБътю,2015-07-15,396.0612,396.0612,327.5284,349.5655,87877973,
002312.SZ,ґЁ·ўБътю,2015-07-16,314.5726,370.2706,314.5726,362.037,51854368,
002312.SZ,ґЁ·ўБътю,2015-07-17,363.2478,398.2407,352.4714,398.2407,41861842,
002312.SZ,ґЁ·ўБътю,2015-07-20,405.6267,435.8974,395.9401,421.0042,41470209,
002312.SZ,ґЁ·ўБътю,2015-07-21,408.8959,448.7321,408.0484,440.1353,30894953,
002312.SZ,ґЁ·ўБътю,2015-07-22,433.4757,447.7635,411.5598,426.2108,25360368,
002312.SZ,ґЁ·ўБътю,2015-07-23,426.9372,440.7407,411.5598,434.5655,26611342,
002312.SZ,ґЁ·ўБътю,2015-07-24,440.1353,463.7464,422.215,429.7221,36669779,
002312.SZ,ґЁ·ўБътю,2015-07-27,417.735,428.3902,386.7378,386.7378,29532165,
002312.SZ,ґЁ·ўБътю,2015-07-28,348.1125,375.3561,348.1125,348.1125,38866999,
002312.SZ,ґЁ·ўБътю,2015-07-29,350.5341,361.7948,313.3618,346.9016,72255910,
002312.SZ,ґЁ·ўБътю,2015-07-30,333.3404,341.4529,312.3931,312.3931,49191010,
002312.SZ,ґЁ·ўБътю,2015-07-31,320.7478,333.0982,304.5227,317.2364,50028613,
002312.SZ,ґЁ·ўБътю,2015-08-03,326.923,348.9601,320.5056,348.9601,78227773,
002312.SZ,ґЁ·ўБътю,2015-08-04,347.5071,383.8318,326.923,374.0242,76999111,
002312.SZ,ґЁ·ўБътю,2015-08-05,366.8803,373.1766,349.9287,354.772,52656488,
002312.SZ,ґЁ·ўБътю,2015-08-06,342.6638,348.4757,332.9771,334.7934,34082181,
002312.SZ,ґЁ·ўБътю,2015-08-07,339.1524,368.3333,339.1524,368.3333,56770493,
002312.SZ,ґЁ·ўБътю,2015-08-10,379.594,405.1424,369.3019,405.1424,53066413,
002312.SZ,ґЁ·ўБътю,2015-08-11,411.6808,441.9515,404.4159,410.47,54831131,
002312.SZ,ґЁ·ўБътю,2015-08-12,401.5099,423.668,396.5455,400.178,40256814,
002312.SZ,ґЁ·ўБътю,2015-08-13,397.7563,422.4572,386.2535,421.3674,36165875,
002312.SZ,ґЁ·ўБътю,2015-08-14,429.8432,429.8432,409.9857,410.5911,31854741,
002312.SZ,ґЁ·ўБътю,2015-08-17,401.9942,409.017,389.7649,403.084,23794541,
002312.SZ,ґЁ·ўБътю,2015-08-18,404.4159,420.1566,362.7635,362.7635,33499614,
002312.SZ,ґЁ·ўБътю,2015-08-19,341.2108,375.235,327.0441,366.2749,30366479,
002312.SZ,ґЁ·ўБътю,2015-08-20,357.1937,369.3019,339.1524,341.4529,20175097,
002312.SZ,ґЁ·ўБътю,2015-08-21,307.3076,324.2592,307.3076,307.3076,37136637,
002312.SZ,ґЁ·ўБътю,2015-08-24,280.3062,289.1452,276.5527,276.5527,9669986,
002312.SZ,ґЁ·ўБътю,2015-08-25,248.9458,252.094,248.9458,248.9458,12211647,
002312.SZ,ґЁ·ўБътю,2015-08-26,224.6082,255.2421,224.0028,224.0028,52983277,
002312.SZ,ґЁ·ўБътю,2015-08-27,225.819,234.2948,201.6025,219.4017,49689768,
002312.SZ,ґЁ·ўБътю,2015-08-28,224.245,241.3176,219.4017,241.3176,51371254,
002312.SZ,ґЁ·ўБътю,2015-08-31,240.9544,240.9544,217.2222,217.2222,37641719,
002312.SZ,ґЁ·ўБътю,2015-09-01,207.0512,209.7151,195.5484,195.5484,27289036,
002312.SZ,ґЁ·ўБътю,2015-09-02,176.0541,207.4145,176.0541,176.0541,46010709,
002312.SZ,ґЁ·ўБътю,2015-09-07,181.0185,193.6111,177.1438,193.6111,48239904,
002312.SZ,ґЁ·ўБътю,2015-09-08,186.4672,212.9843,184.8931,212.9843,46877482,
002312.SZ,ґЁ·ўБътю,2015-09-09,222.9131,234.2948,220.4914,234.2948,26910502,
002312.SZ,ґЁ·ўБътю,2015-09-10,242.1652,251.6096,234.7792,243.7393,65909809,
002312.SZ,ґЁ·ўБътю,2015-09-11,239.8646,254.2735,239.8646,249.4302,48179210,
002312.SZ,ґЁ·ўБътю,2015-09-14,247.1296,247.4928,224.4871,224.4871,37823430,
002312.SZ,ґЁ·ўБътю,2015-09-15,208.0199,217.7065,202.0869,202.0869,39128531,
002312.SZ,ґЁ·ўБътю,2015-09-16,205.235,222.3077,200.9971,222.3077,58756367,
002312.SZ,ґЁ·ўБътю,2015-09-17,230.4202,244.5869,224.6082,232.4786,83206992,
002312.SZ,ґЁ·ўБътю,2015-09-18,233.6894,248.8247,222.4287,246.6453,62739228,
002312.SZ,ґЁ·ўБътю,2015-09-21,238.4116,261.0541,234.1737,258.2692,55599710,
002312.SZ,ґЁ·ўБътю,2015-09-22,254.3945,258.8746,242.1652,250.641,47961814,
002312.SZ,ґЁ·ўБътю,2015-09-23,242.1652,273.4045,242.0441,261.5384,53015464,
002312.SZ,ґЁ·ўБътю,2015-09-24,262.7492,271.225,254.2735,261.7806,37888344,
002312.SZ,ґЁ·ўБътю,2015-09-25,258.8746,262.2649,235.6267,238.6538,46873442,
002312.SZ,ґЁ·ўБътю,2015-09-28,242.0441,259.9643,230.0569,255.7265,37163441,
002312.SZ,ґЁ·ўБътю,2015-09-29,245.9188,267.5925,245.9188,251.8518,43378586,
002312.SZ,ґЁ·ўБътю,2015-09-30,254.2735,260.2065,239.7435,246.4031,25994593,
002312.SZ,ґЁ·ўБътю,2015-10-08,254.1524,271.1039,251.0042,271.1039,55519310,
002312.SZ,ґЁ·ўБътю,2015-10-09,267.9558,272.4359,260.4487,269.772,43579070,
002312.SZ,ґЁ·ўБътю,2015-10-12,274.8575,296.7735,271.225,296.7735,36740632,
002312.SZ,ґЁ·ўБътю,2015-10-13,307.4287,321.5954,301.7378,316.3888,55258314,
002312.SZ,ґЁ·ўБътю,2015-10-14,311.1823,336.4885,302.1011,321.9586,47793773,
002312.SZ,ґЁ·ўБътю,2015-10-15,314.2093,333.2193,307.5498,326.5598,53636856,
002312.SZ,ґЁ·ўБътю,2015-10-16,326.5598,339.3945,320.2635,339.3945,42223178,
002312.SZ,ґЁ·ўБътю,2015-10-19,340.7264,343.2692,316.8732,325.7122,41701244,
002312.SZ,ґЁ·ўБътю,2015-10-20,322.0797,348.7179,320.8689,341.9373,40450556,
002312.SZ,ґЁ·ўБътю,2015-10-21,337.8205,342.0583,307.792,307.792,46141607,
002312.SZ,ґЁ·ўБътю,2015-10-22,308.2763,326.923,300.0427,324.017,35606664,
002312.SZ,ґЁ·ўБътю,2015-10-23,323.896,334.7934,317.5997,328.9814,36630722,
002312.SZ,ґЁ·ўБътю,2015-10-26,332.1296,360.8261,332.0085,351.5028,46381616,
002312.SZ,ґЁ·ўБътю,2015-10-27,366.8803,371.7236,328.8603,358.1623,59974033,
002312.SZ,ґЁ·ўБътю,2015-10-28,345.0854,351.1395,324.5014,332.6139,42585314,
002312.SZ,ґЁ·ўБътю,2015-10-29,337.5783,340.7264,323.2905,331.7663,25512768,
002312.SZ,ґЁ·ўБътю,2015-10-30,326.923,337.8205,318.2051,329.1025,24261026,
002312.SZ,ґЁ·ўБътю,2015-11-02,314.8148,335.1566,312.0299,318.9316,24464948,
002312.SZ,ґЁ·ўБътю,2015-11-03,325.1068,326.3176,313.6039,317.2364,16113344,
002312.SZ,ґЁ·ўБътю,2015-11-04,320.3846,346.2962,320.3846,344.1167,31634266,
002312.SZ,ґЁ·ўБътю,2015-11-05,346.5384,360.2207,337.4572,346.6595,44891944,
002312.SZ,ґЁ·ўБътю,2015-11-06,350.8974,369.0598,346.7806,360.8261,38028681,
002312.SZ,ґЁ·ўБътю,2015-11-09,363.2478,396.9088,354.772,396.9088,45447529,
002312.SZ,ґЁ·ўБътю,2015-11-10,401.9942,422.215,393.2763,409.017,59659375,
002312.SZ,ґЁ·ўБътю,2015-11-11,406.4743,418.3404,387.4643,403.6894,45467955,
002312.SZ,ґЁ·ўБътю,2015-11-12,408.4116,444.0099,408.4116,426.9372,48567065,
002312.SZ,ґЁ·ўБътю,2015-11-13,417.0085,422.0939,394.4871,398.725,32528686,
002312.SZ,ґЁ·ўБътю,2015-11-16,387.4643,415.1922,381.4102,406.3532,20750403,
002312.SZ,ґЁ·ўБътю,2015-11-17,416.5241,416.5241,381.4102,389.6438,28513108,
002312.SZ,ґЁ·ўБътю,2015-11-18,387.4643,394.366,369.423,371.9657,20242855,
002312.SZ,ґЁ·ўБътю,2015-11-19,371.9657,386.0113,371.9657,385.0427,20651304,
002312.SZ,ґЁ·ўБътю,2015-11-20,384.4373,398.725,375.3561,393.1552,25593685,
002312.SZ,ґЁ·ўБътю,2015-11-23,390.1281,392.913,375.3561,378.3831,19694583,
002312.SZ,ґЁ·ўБътю,2015-11-24,382.0156,385.8902,370.2706,384.1951,16600413,
002312.SZ,ґЁ·ўБътю,2015-11-25,384.1951,422.5783,378.9885,422.5783,30816755,
002312.SZ,ґЁ·ўБътю,2015-11-26,429.7221,429.7221,400.9045,401.1467,28513835,
002312.SZ,ґЁ·ўБътю,2015-11-27,392.3076,400.7834,361.0683,361.0683,27811736,
002312.SZ,ґЁ·ўБътю,2015-11-30,357.1937,367.8489,324.9857,349.9287,36323900,
002312.SZ,ґЁ·ўБътю,2015-12-01,347.386,347.386,333.0982,339.7578,22329143,
002312.SZ,ґЁ·ўБътю,2015-12-02,339.8789,349.3233,322.8062,348.1125,20008822,
002312.SZ,ґЁ·ўБътю,2015-12-03,343.6324,362.6424,342.7848,358.2834,19291565,
002312.SZ,ґЁ·ўБътю,2015-12-04,357.3148,362.7635,342.9059,347.5071,16386046,
002312.SZ,ґЁ·ўБътю,2015-12-07,347.0227,351.1395,335.3988,347.386,16230959,
002312.SZ,ґЁ·ўБътю,2015-12-08,340.3632,353.5612,336.6096,343.027,18450919,
002312.SZ,ґЁ·ўБътю,2015-12-09,337.8205,342.3005,327.8917,332.6139,15858551,
002312.SZ,ґЁ·ўБътю,2015-12-10,328.1338,352.4714,328.1338,340.7264,18220334,
002312.SZ,ґЁ·ўБътю,2015-12-11,340.2421,357.0726,339.0313,347.6281,19192983,
002312.SZ,ґЁ·ўБътю,2015-12-14,348.5968,351.866,335.0356,351.745,17255966,
002312.SZ,ґЁ·ўБътю,2015-12-15,359.6153,368.6965,352.3504,356.1039,21067274,
002312.SZ,ґЁ·ўБътю,2015-12-16,359.131,367.4857,353.5612,359.4942,17593389,
002312.SZ,ґЁ·ўБътю,2015-12-17,363.8532,370.7549,363.2478,365.7905,21782166,
002312.SZ,ґЁ·ўБътю,2015-12-18,364.7008,364.7008,351.2606,357.7991,16557134,
002312.SZ,ґЁ·ўБътю,2015-12-21,353.8034,358.4045,345.2065,352.5925,14906483,
002312.SZ,ґЁ·ўБътю,2015-12-22,355.3774,363.8532,352.9558,357.5569,13839803,
002312.SZ,ґЁ·ўБътю,2015-12-23,358.7677,361.1894,345.4487,347.9914,15955124,
002312.SZ,ґЁ·ўБътю,2015-12-24,346.9016,348.839,336.6096,341.2108,11595773,
002312.SZ,ґЁ·ўБътю,2015-12-25,341.4529,344.9643,337.3361,340.4843,10098496,
002312.SZ,ґЁ·ўБътю,2015-12-28,342.5427,350.8974,336.6096,337.5783,17094725,
002312.SZ,ґЁ·ўБътю,2015-12-29,337.9415,342.0583,332.9771,339.3945,12171392,
002312.SZ,ґЁ·ўБътю,2015-12-30,340.2421,348.5968,338.5469,345.2065,13397920,
002312.SZ,ґЁ·ўБътю,2015-12-31,347.8703,349.2022,336.6096,336.6096,10203524,
002312.SZ,ґЁ·ўБътю,2016-01-04,336.3675,343.8746,302.9487,303.0697,14778996,
002312.SZ,ґЁ·ўБътю,2016-01-05,277.1581,297.7421,272.7991,277.2792,32622803,
002312.SZ,ґЁ·ўБътю,2016-01-06,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-07,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-08,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-11,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-12,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-13,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-14,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-15,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-18,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-19,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-20,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-21,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-22,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-25,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-26,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-27,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-28,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-01-29,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-01,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-02,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-03,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-04,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-05,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-15,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-16,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-17,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-18,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-19,277.2792,277.2792,277.2792,277.2792,0,
002312.SZ,ґЁ·ўБътю,2016-02-22,277.2792,277.2792,277.2792,277.2792,0,
