ґъВл,јтіЖ,ИХЖЪ,їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),
002081.SZ,Ѕру«тл,2015-02-09,416.6278,449.958,416.6278,444.2238,19304352,
002081.SZ,Ѕру«тл,2015-02-10,447.0909,449.4204,432.7553,447.9869,10061634,
002081.SZ,Ѕру«тл,2015-02-11,442.9694,479.7043,442.9694,459.6345,25091477,
002081.SZ,Ѕру«тл,2015-02-12,456.9466,472.1781,456.9466,462.5016,12605885,
002081.SZ,Ѕру«тл,2015-02-13,463.2184,471.2822,460.1721,462.5016,9158637,
002081.SZ,Ѕру«тл,2015-02-16,462.6808,487.2305,462.3224,480.7795,23011659,
002081.SZ,Ѕру«тл,2015-02-17,485.7969,528.8037,482.0339,519.4856,14536821,
002081.SZ,Ѕру«тл,2015-02-25,531.3124,555.5037,492.0688,515.3641,23817349,
002081.SZ,Ѕру«тл,2015-02-26,508.9131,546.544,505.5084,527.7285,16956341,
002081.SZ,Ѕру«тл,2015-02-27,512.497,523.2486,505.3292,515.0057,17663863,
002081.SZ,Ѕру«тл,2015-03-02,517.156,520.3815,491.7104,508.3755,20678516,
002081.SZ,Ѕру«тл,2015-03-03,505.6876,509.0923,489.7392,493.6815,18438352,
002081.SZ,Ѕру«тл,2015-03-04,493.6815,493.6815,469.1318,479.1667,30409327,
002081.SZ,Ѕру«тл,2015-03-05,476.1204,486.6929,471.2822,480.2419,17671407,
002081.SZ,Ѕру«тл,2015-03-06,480.4211,482.9298,456.9466,469.4902,17545958,
002081.SZ,Ѕру«тл,2015-03-09,462.3224,474.5077,453.9003,473.9701,15920498,
002081.SZ,Ѕру«тл,2015-03-10,474.8661,497.0862,467.6983,494.9359,22101225,
002081.SZ,Ѕру«тл,2015-03-11,492.0688,495.6527,469.4902,475.9412,17308000,
002081.SZ,Ѕру«тл,2015-03-12,477.7332,485.4386,463.756,473.2533,11798761,
002081.SZ,Ѕру«тл,2015-03-13,469.6694,480.6003,466.0855,478.6292,12078411,
002081.SZ,Ѕру«тл,2015-03-16,478.0916,520.7399,469.1318,520.5607,33247369,
002081.SZ,Ѕру«тл,2015-03-17,521.0983,522.3527,503.8956,509.809,19384468,
002081.SZ,Ѕру«тл,2015-03-18,506.7627,515.9017,498.1614,514.8265,21823190,
002081.SZ,Ѕру«тл,2015-03-19,511.4218,511.4218,498.1614,503.8956,20206036,
002081.SZ,Ѕру«тл,2015-03-20,502.6412,502.8204,494.2191,500.3117,19546618,
002081.SZ,Ѕру«тл,2015-03-23,508.1963,525.0406,504.9708,518.948,28073851,
002081.SZ,Ѕру«тл,2015-03-24,519.1272,542.7809,496.5486,535.7923,37720177,
002081.SZ,Ѕру«тл,2015-03-25,541.8849,589.3715,541.8849,589.3715,49222371,
002081.SZ,Ѕру«тл,2015-03-26,591.3426,612.846,560.5211,576.8279,51599911,
002081.SZ,Ѕру«тл,2015-03-27,588.6547,634.5286,564.6426,634.3494,35952737,
002081.SZ,Ѕру«тл,2015-03-30,625.3896,657.2863,612.6668,627.1816,24166757,
002081.SZ,Ѕру«тл,2015-03-31,636.1413,661.0494,627.1816,630.2279,22215748,
002081.SZ,Ѕру«тл,2015-04-01,649.4017,650.6561,620.9098,643.3091,20822604,
002081.SZ,Ѕру«тл,2015-04-02,637.9333,641.5172,611.95,616.4299,35731413,
002081.SZ,Ѕру«тл,2015-04-03,609.2621,615.8923,598.152,608.5453,23562192,
002081.SZ,Ѕру«тл,2015-04-07,607.4702,618.2219,604.6031,613.9212,21617296,
002081.SZ,Ѕру«тл,2015-04-08,611.0541,614.2796,586.3252,588.6547,26789269,
002081.SZ,Ѕру«тл,2015-04-09,588.6547,600.3024,561.7755,595.4641,27959668,
002081.SZ,Ѕру«тл,2015-04-10,594.2098,616.2507,584.1749,614.638,24796815,
002081.SZ,Ѕру«тл,2015-04-13,611.0541,620.9098,591.5218,597.2561,30262724,
002081.SZ,Ѕру«тл,2015-04-14,597.2561,597.2561,573.4232,580.2326,23755014,
002081.SZ,Ѕру«тл,2015-04-15,578.2614,600.3024,561.7755,588.4755,23771880,
002081.SZ,Ѕру«тл,2015-04-16,583.2789,601.7359,573.4232,580.2326,20432156,
002081.SZ,Ѕру«тл,2015-04-17,577.0071,594.0306,573.7816,578.799,19102871,
002081.SZ,Ѕру«тл,2015-04-20,576.8279,591.3426,551.5614,559.0876,22268305,
002081.SZ,Ѕру«тл,2015-04-21,557.2956,582.3829,553.3534,571.452,22171559,
002081.SZ,Ѕру«тл,2015-04-22,574.6775,596.7185,573.9608,592.0594,21747168,
002081.SZ,Ѕру«тл,2015-04-23,593.493,617.8635,585.9668,600.3024,29301741,
002081.SZ,Ѕру«тл,2015-04-24,594.9265,608.9037,582.0245,585.0708,16951654,
002081.SZ,Ѕру«тл,2015-04-27,585.9668,601.9151,568.4057,578.9782,20995309,
002081.SZ,Ѕру«тл,2015-04-28,572.7064,573.0648,526.8325,537.7634,37214433,
002081.SZ,Ѕру«тл,2015-04-29,537.5842,546.7232,532.0292,542.6017,19317361,
002081.SZ,Ѕру«тл,2015-04-30,546.544,557.8332,542.0641,544.5728,20025504,
002081.SZ,Ѕру«тл,2015-05-04,544.5728,552.099,539.0178,541.3473,12809698,
002081.SZ,Ѕру«тл,2015-05-05,539.5554,560.1628,537.7634,553.7117,22136147,
002081.SZ,Ѕру«тл,2015-05-06,562.4923,564.2842,537.7634,539.7346,19672882,
002081.SZ,Ѕру«тл,2015-05-07,538.6594,546.544,509.809,517.6936,17629773,
002081.SZ,Ѕру«тл,2015-05-08,513.0345,544.0352,513.0345,539.3762,20137907,
002081.SZ,Ѕру«тл,2015-05-11,540.2721,588.6547,537.9426,582.9205,30076509,
002081.SZ,Ѕру«тл,2015-05-12,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-13,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-14,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-15,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-18,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-19,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-20,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-21,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-22,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-25,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-26,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-27,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-28,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-05-29,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-01,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-02,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-03,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-04,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-05,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-08,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-09,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-10,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-11,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-12,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-15,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-16,582.9205,582.9205,582.9205,582.9205,0,
002081.SZ,Ѕру«тл,2015-06-17,641.1586,641.1586,641.1586,641.1586,3155577,
002081.SZ,Ѕру«тл,2015-06-18,647.0903,700.655,628.5763,635.7662,70404110,
002081.SZ,Ѕру«тл,2015-06-19,621.9257,674.0524,585.0775,632.8902,39082491,
002081.SZ,Ѕру«тл,2015-06-23,645.2928,671.1764,616.5332,667.222,50687809,
002081.SZ,Ѕру«тл,2015-06-24,677.4676,681.2423,620.1282,641.6979,48491676,
002081.SZ,Ѕру«тл,2015-06-25,631.8118,632.1713,577.5281,577.7078,44831188,
002081.SZ,Ѕру«тл,2015-06-26,539.2419,559.3736,520.0089,520.0089,28506980,
002081.SZ,Ѕру«тл,2015-06-29,530.2545,542.6571,468.062,468.062,51205330,
002081.SZ,Ѕру«тл,2015-06-30,468.062,514.7963,421.3277,506.7076,59829659,
002081.SZ,Ѕру«тл,2015-07-01,499.5177,530.2545,456.0189,457.0974,53248712,
002081.SZ,Ѕру«тл,2015-07-02,475.4316,489.8114,438.2239,454.2214,58936447,
002081.SZ,Ѕру«тл,2015-07-03,453.3227,494.1253,409.8238,451.1657,46454614,
002081.SZ,Ѕру«тл,2015-07-06,496.2823,496.2823,427.2593,463.748,60433544,
002081.SZ,Ѕру«тл,2015-07-07,449.3683,459.7936,417.3732,418.0922,50052044,
002081.SZ,Ѕру«тл,2015-07-08,418.0922,418.0922,418.0922,418.0922,0,
002081.SZ,Ѕру«тл,2015-07-09,418.0922,418.0922,418.0922,418.0922,0,
002081.SZ,Ѕру«тл,2015-07-10,459.9733,459.9733,443.7961,459.9733,29473168,
002081.SZ,Ѕру«тл,2015-07-13,501.495,505.9886,468.781,505.9886,49046158,
002081.SZ,Ѕру«тл,2015-07-14,506.8874,548.2293,490.5304,524.5026,50876345,
002081.SZ,Ѕру«тл,2015-07-15,505.6292,514.0773,472.0164,472.0164,30939361,
002081.SZ,Ѕру«тл,2015-07-16,472.0164,494.3051,434.9885,481.543,25940094,
002081.SZ,Ѕру«тл,2015-07-17,485.138,519.1102,484.419,509.9431,23630762,
002081.SZ,Ѕру«тл,2015-07-20,513.7178,524.5026,496.1025,502.7532,25648256,
002081.SZ,Ѕру«тл,2015-07-21,495.7431,512.819,488.9127,502.9329,19494347,
002081.SZ,Ѕру«тл,2015-07-22,495.2038,503.2924,469.1405,482.0823,36879156,
002081.SZ,Ѕру«тл,2015-07-23,482.6215,494.6646,472.5557,490.1709,32804720,
002081.SZ,Ѕру«тл,2015-07-24,488.3734,489.4519,474.7126,479.0266,28504680,
002081.SZ,Ѕру«тл,2015-07-27,485.3177,487.1152,431.2138,431.2138,30586523,
002081.SZ,Ѕру«тл,2015-07-28,413.4188,428.6973,388.0744,400.8365,56546765,
002081.SZ,Ѕру«тл,2015-07-29,411.6213,427.7986,376.2111,414.3175,36642945,
002081.SZ,Ѕру«тл,2015-07-30,405.8694,413.239,386.4567,388.2542,26569267,
002081.SZ,Ѕру«тл,2015-07-31,380.3453,398.8593,375.6719,397.9605,30206923,
002081.SZ,Ѕру«тл,2015-08-03,395.4441,395.4441,365.7858,391.4896,29565208,
002081.SZ,Ѕру«тл,2015-08-04,390.0516,415.2163,386.4567,412.1606,21837566,
002081.SZ,Ѕру«тл,2015-08-05,407.6669,422.4062,400.8365,401.915,17696970,
002081.SZ,Ѕру«тл,2015-08-06,391.3099,401.7352,383.0415,384.6592,18287003,
002081.SZ,Ѕру«тл,2015-08-07,390.2314,397.0618,383.0415,393.2871,20377092,
002081.SZ,Ѕру«тл,2015-08-10,399.039,426.7201,393.4668,422.5859,42341593,
002081.SZ,Ѕру«тл,2015-08-11,420.2492,425.8214,409.8238,411.8011,39085433,
002081.SZ,Ѕру«тл,2015-08-12,404.4314,409.8238,392.9276,393.8263,35156827,
002081.SZ,Ѕру«тл,2015-08-13,390.0516,401.196,386.4567,401.0162,25072017,
002081.SZ,Ѕру«тл,2015-08-14,390.2314,405.5099,390.0516,397.7808,38028504,
002081.SZ,Ѕру«тл,2015-08-17,393.4668,397.7808,386.6364,392.7479,38234798,
002081.SZ,Ѕру«тл,2015-08-18,393.1073,400.477,353.5629,357.6971,41869215,
002081.SZ,Ѕру«тл,2015-08-19,345.1148,357.3376,321.9274,354.1022,86756506,
002081.SZ,Ѕру«тл,2015-08-20,346.7325,348.3503,323.0059,326.7806,71311126,
002081.SZ,Ѕру«тл,2015-08-21,316.3552,323.5451,297.4818,298.3805,65483501,
002081.SZ,Ѕру«тл,2015-08-24,283.821,283.821,268.5425,268.5425,57074369,
002081.SZ,Ѕру«тл,2015-08-25,247.1525,266.026,241.7601,241.7601,67653937,
002081.SZ,Ѕру«тл,2015-08-26,241.7601,263.869,233.8512,245.1753,68486693,
002081.SZ,Ѕру«тл,2015-08-27,254.3424,268.902,245.1753,268.3627,58985871,
002081.SZ,Ѕру«тл,2015-08-28,275.3729,287.4159,265.1273,285.7982,69480170,
002081.SZ,Ѕру«тл,2015-08-31,277.7096,281.3045,265.307,276.9906,46167345,
002081.SZ,Ѕру«тл,2015-09-01,270.5197,271.5982,249.8487,263.3298,47948083,
002081.SZ,Ѕру«тл,2015-09-02,246.0741,271.4184,244.4563,268.0032,49893038,
002081.SZ,Ѕру«тл,2015-09-07,268.183,280.4058,255.2412,255.2412,40282971,
002081.SZ,Ѕру«тл,2015-09-08,251.826,269.6209,246.2538,267.1045,26843992,
002081.SZ,Ѕру«тл,2015-09-09,271.4184,281.3045,267.464,278.4286,47826054,
002081.SZ,Ѕру«тл,2015-09-10,273.2159,277.3501,269.6209,270.5197,28057051,
002081.SZ,Ѕру«тл,2015-09-11,269.4412,273.5754,259.7348,265.1273,24698454,
002081.SZ,Ѕру«тл,2015-09-14,266.9247,267.1045,238.7044,238.7044,39407515,
002081.SZ,Ѕру«тл,2015-09-15,233.6715,237.0867,216.0563,220.1904,30215438,
002081.SZ,Ѕру«тл,2015-09-16,223.7854,242.2994,221.2689,242.2994,28197345,
002081.SZ,Ѕру«тл,2015-09-17,241.0411,253.4437,235.6487,240.6816,37439915,
002081.SZ,Ѕру«тл,2015-09-18,241.7601,243.9171,233.4917,239.0639,26658911,
002081.SZ,Ѕру«тл,2015-09-21,233.6715,248.0513,231.874,246.2538,25864220,
002081.SZ,Ѕру«тл,2015-09-22,246.4335,255.7804,244.4563,249.8487,31706701,
002081.SZ,Ѕру«тл,2015-09-23,247.1525,248.7703,242.2994,245.3551,25175076,
002081.SZ,Ѕру«тл,2015-09-24,247.3323,254.1627,246.2538,249.669,21372209,
002081.SZ,Ѕру«тл,2015-09-25,248.0513,249.1298,232.7728,236.7272,20945498,
002081.SZ,Ѕру«тл,2015-09-28,237.2664,242.1196,233.6715,240.6816,13168890,
002081.SZ,Ѕру«тл,2015-09-29,235.469,236.7272,231.6943,233.1322,14743595,
002081.SZ,Ѕру«тл,2015-09-30,233.4917,237.9854,231.155,236.3677,14818732,
002081.SZ,Ѕру«тл,2015-10-08,248.231,252.545,243.1981,249.4893,38091979,
002081.SZ,Ѕру«тл,2015-10-09,249.4893,259.3754,247.512,255.6007,32426958,
002081.SZ,Ѕру«тл,2015-10-12,259.5551,275.9121,257.9374,272.6767,48308237,
002081.SZ,Ѕру«тл,2015-10-13,268.7222,273.0361,266.5652,271.7779,30392995,
002081.SZ,Ѕру«тл,2015-10-14,269.6209,274.8336,267.2842,269.0817,28489812,
002081.SZ,Ѕру«тл,2015-10-15,266.745,284.8995,266.026,283.4615,38970584,
002081.SZ,Ѕру«тл,2015-10-16,286.3374,290.8311,276.0919,282.5628,37039392,
002081.SZ,Ѕру«тл,2015-10-19,282.7425,289.3932,276.4513,280.7653,37966322,
002081.SZ,Ѕру«тл,2015-10-20,280.5855,288.1349,276.4513,286.5172,43364298,
002081.SZ,Ѕру«тл,2015-10-21,286.6969,288.4944,260.6336,262.4311,48643908,
002081.SZ,Ѕру«тл,2015-10-22,262.9703,272.6767,257.7576,269.9804,37322626,
002081.SZ,Ѕру«тл,2015-10-23,271.2387,280.4058,267.8235,276.8108,41235126,
002081.SZ,Ѕру«тл,2015-10-26,281.4843,284.54,274.8336,278.9678,43741759,
002081.SZ,Ѕру«тл,2015-10-27,276.8108,277.7096,261.1728,275.5526,33942768,
002081.SZ,Ѕру«тл,2015-10-28,274.2944,284.0007,269.6209,271.4184,34848186,
002081.SZ,Ѕру«тл,2015-10-29,273.3956,281.4843,269.9804,279.5071,28353161,
002081.SZ,Ѕру«тл,2015-10-30,279.5071,279.6868,268.0032,275.0134,35675576,
002081.SZ,Ѕру«тл,2015-11-02,268.3627,273.7551,260.6336,261.7121,32918934,
002081.SZ,Ѕру«тл,2015-11-03,261.5323,265.307,257.9374,260.2741,20739896,
002081.SZ,Ѕру«тл,2015-11-04,262.4311,285.7982,261.7121,284.8995,49221637,
002081.SZ,Ѕру«тл,2015-11-05,285.4387,306.2894,283.6412,296.9425,86895280,
002081.SZ,Ѕру«тл,2015-11-06,299.2793,319.411,294.9653,314.7375,65015727,
002081.SZ,Ѕру«тл,2015-11-09,312.7603,319.9502,302.1552,313.8388,54542111,
002081.SZ,Ѕру«тл,2015-11-10,310.4236,319.7704,307.5476,313.659,40744779,
002081.SZ,Ѕру«тл,2015-11-11,310.9628,317.0742,305.5704,315.2768,42745570,
002081.SZ,Ѕру«тл,2015-11-12,317.4337,327.1401,311.5021,315.4565,49003258,
002081.SZ,Ѕру«тл,2015-11-13,309.3451,311.5021,299.459,301.9755,40054022,
002081.SZ,Ѕру«тл,2015-11-16,292.6286,312.4008,291.5501,311.1426,28487336,
002081.SZ,Ѕру«тл,2015-11-17,314.7375,321.7477,303.4134,303.9527,40877938,
002081.SZ,Ѕру«тл,2015-11-18,303.9527,307.0084,295.1451,297.302,30421367,
002081.SZ,Ѕру«тл,2015-11-19,298.2008,304.4919,294.2463,303.9527,27927086,
002081.SZ,Ѕру«тл,2015-11-20,304.1324,307.0084,300.5375,303.9527,27015011,
002081.SZ,Ѕру«тл,2015-11-23,303.5932,318.1527,301.616,309.7046,41651457,
002081.SZ,Ѕру«тл,2015-11-24,311.3223,320.8489,306.6489,320.4894,35064815,
002081.SZ,Ѕру«тл,2015-11-25,321.3882,325.3426,315.097,325.1629,39154158,
002081.SZ,Ѕру«тл,2015-11-26,326.6008,329.8363,312.7603,312.7603,43648435,
002081.SZ,Ѕру«тл,2015-11-27,310.7831,312.0413,281.4843,285.0792,41829098,
002081.SZ,Ѕру«тл,2015-11-30,287.9552,292.0894,272.6767,290.8311,35305189,
002081.SZ,Ѕру«тл,2015-12-01,290.2919,301.616,283.4615,296.4033,35502713,
002081.SZ,Ѕру«тл,2015-12-02,292.9881,306.6489,289.3932,304.4919,42247179,
002081.SZ,Ѕру«тл,2015-12-03,305.5704,313.659,303.4134,306.2894,39766912,
002081.SZ,Ѕру«тл,2015-12-04,301.9755,305.2109,298.3805,301.2565,25467372,
002081.SZ,Ѕру«тл,2015-12-07,302.5147,304.1324,298.5603,301.2565,19250802,
002081.SZ,Ѕру«тл,2015-12-08,300.5375,300.5375,285.978,287.0564,28166781,
002081.SZ,Ѕру«тл,2015-12-09,284.8995,290.2919,283.102,289.3932,16289152,
002081.SZ,Ѕру«тл,2015-12-10,289.7526,303.4134,289.3932,295.8641,31914831,
002081.SZ,Ѕру«тл,2015-12-11,295.5046,302.6945,294.0666,300.178,21709925,
002081.SZ,Ѕру«тл,2015-12-14,297.4818,330.1958,296.0438,330.1958,48819260,
002081.SZ,Ѕру«тл,2015-12-15,330.735,353.7427,329.8363,341.5199,78247903,
002081.SZ,Ѕру«тл,2015-12-16,343.6768,350.1477,336.1275,339.9021,41100942,
002081.SZ,Ѕру«тл,2015-12-17,340.2616,350.1477,339.7224,346.9123,43493980,
002081.SZ,Ѕру«тл,2015-12-18,348.3503,353.9224,339.1832,344.3958,41147181,
002081.SZ,Ѕру«тл,2015-12-21,341.5199,357.1579,336.3072,347.6313,41164189,
002081.SZ,Ѕру«тл,2015-12-22,348.7098,357.5174,342.9578,356.7984,34313700,
002081.SZ,Ѕру«тл,2015-12-23,359.1351,359.3149,341.5199,342.7781,31558140,
002081.SZ,Ѕру«тл,2015-12-24,340.6211,347.811,336.4869,342.5984,23712670,
002081.SZ,Ѕру«тл,2015-12-25,343.4971,348.3503,340.2616,344.5756,16368183,
002081.SZ,Ѕру«тл,2015-12-28,344.5756,347.811,331.6338,331.6338,22922736,
002081.SZ,Ѕру«тл,2015-12-29,333.4312,347.811,327.4996,344.7553,21262992,
002081.SZ,Ѕру«тл,2015-12-30,345.1148,347.811,338.4642,344.0363,20780867,
002081.SZ,Ѕру«тл,2015-12-31,344.3958,345.1148,334.33,335.768,16243746,
002081.SZ,Ѕру«тл,2016-01-04,338.1047,338.1047,303.7729,305.3907,18012081,
002081.SZ,Ѕру«тл,2016-01-05,291.1906,324.0844,284.0007,301.0767,27271826,
002081.SZ,Ѕру«тл,2016-01-06,303.7729,307.0084,295.3248,304.4919,19805890,
002081.SZ,Ѕру«тл,2016-01-07,298.5603,300.897,274.1146,274.4741,6347972,
002081.SZ,Ѕру«тл,2016-01-08,280.4058,286.5172,262.9703,274.2944,28966850,
002081.SZ,Ѕру«тл,2016-01-11,267.8235,275.0134,250.0285,251.107,20843995,
002081.SZ,Ѕру«тл,2016-01-12,252.545,256.6791,247.8715,254.1627,19853593,
002081.SZ,Ѕру«тл,2016-01-13,256.1399,263.3298,246.4335,247.6918,18331550,
002081.SZ,Ѕру«тл,2016-01-14,239.9626,257.9374,238.5247,256.6791,19479755,
002081.SZ,Ѕру«тл,2016-01-15,256.3196,261.3526,245.7146,248.7703,21102176,
002081.SZ,Ѕру«тл,2016-01-18,242.2994,256.6791,240.3221,251.107,12926825,
002081.SZ,Ѕру«тл,2016-01-19,250.9272,263.5095,248.0513,261.7121,22390980,
002081.SZ,Ѕру«тл,2016-01-20,260.2741,262.4311,255.4209,257.0386,14273333,
002081.SZ,Ѕру«тл,2016-01-21,252.7247,258.8361,244.4563,244.4563,12961818,
002081.SZ,Ѕру«тл,2016-01-22,248.0513,249.669,237.2664,244.2766,18961508,
002081.SZ,Ѕру«тл,2016-01-25,246.9728,250.7475,244.6361,248.4108,12542316,
002081.SZ,Ѕру«тл,2016-01-26,245.5348,247.512,224.6841,225.2234,16853800,
002081.SZ,Ѕру«тл,2016-01-27,225.7626,228.2791,205.6309,222.3474,34761197,
002081.SZ,Ѕру«тл,2016-01-28,216.236,224.1449,210.4841,212.8208,17306727,
002081.SZ,Ѕру«тл,2016-01-29,213.8993,223.9651,213.1803,222.1677,16072636,
002081.SZ,Ѕру«тл,2016-02-01,218.393,222.1677,212.6411,216.0563,12248580,
002081.SZ,Ѕру«тл,2016-02-02,216.0563,225.7626,216.0563,225.0436,13913934,
002081.SZ,Ѕру«тл,2016-02-03,224.6841,226.8411,221.2689,225.2234,11632614,
002081.SZ,Ѕру«тл,2016-02-04,228.9981,233.6715,227.2006,229.8968,16962461,
002081.SZ,Ѕру«тл,2016-02-05,230.6158,231.874,227.5601,227.7398,9304948,
002081.SZ,Ѕру«тл,2016-02-15,217.4942,224.1449,217.4942,221.0892,10741238,
002081.SZ,Ѕру«тл,2016-02-16,223.7854,231.3348,223.4259,230.9753,18129773,
002081.SZ,Ѕру«тл,2016-02-17,232.9525,240.5019,232.9525,239.0639,20663826,
002081.SZ,Ѕру«тл,2016-02-18,241.2209,255.6007,238.5247,250.7475,35017076,
002081.SZ,Ѕру«тл,2016-02-19,251.6462,251.6462,244.4563,246.2538,26142189,
002081.SZ,Ѕру«тл,2016-02-22,248.231,257.5779,248.0513,251.6462,29890273,
002081.SZ,Ѕру«тл,2016-02-23,251.6462,251.826,243.9171,248.231,14170925,
002081.SZ,Ѕру«тл,2016-02-24,245.3551,250.7475,241.0411,248.4108,13815178,
002081.SZ,Ѕру«тл,2016-02-25,248.0513,248.0513,223.6056,223.7854,22030463,
002081.SZ,Ѕру«тл,2016-02-26,226.6613,230.9753,223.6056,227.0208,15759841,
002081.SZ,Ѕру«тл,2016-02-29,227.0208,227.0208,212.4613,219.2917,16792932,
002081.SZ,Ѕру«тл,2016-03-01,219.8309,231.874,216.955,229.3576,24682272,
002081.SZ,Ѕру«тл,2016-03-02,228.6386,252.3652,228.6386,252.3652,28722426,
002081.SZ,Ѕру«тл,2016-03-03,267.8235,277.5298,265.307,268.7222,87090268,
002081.SZ,Ѕру«тл,2016-03-04,271.2387,280.0463,257.5779,264.0488,69960426,
002081.SZ,Ѕру«тл,2016-03-07,265.307,278.6083,260.6336,264.4083,51200484,
002081.SZ,Ѕру«тл,2016-03-08,260.8133,266.745,252.545,263.869,33151071,
002081.SZ,Ѕру«тл,2016-03-09,254.3424,259.7348,251.826,254.3424,23189738,
002081.SZ,Ѕру«тл,2016-03-10,255.7804,257.5779,245.8943,246.2538,19344151,
002081.SZ,Ѕру«тл,2016-03-11,241.2209,246.2538,235.469,242.1196,17447510,
002081.SZ,Ѕру«тл,2016-03-14,243.7373,266.3855,243.7373,261.3526,39924012,
