ДњТы,МђГЦ,ШеЦк,ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),
300999.SZ,Н№Сњгу,2021-02-02,122.41,128.78,119.8,127.52,41863606,
300999.SZ,Н№Сњгу,2021-02-03,126.08,127.4,120.6,121.16,38579158,
300999.SZ,Н№Сњгу,2021-02-04,118,120.3,114.44,115.78,37473595,
300999.SZ,Н№Сњгу,2021-02-05,116.24,119.56,113.7,113.7,30808531,
300999.SZ,Н№Сњгу,2021-02-08,112.8,114.99,106.58,109.15,40020418,
300999.SZ,Н№Сњгу,2021-02-09,110.98,122.26,110,122.26,43904700,
300999.SZ,Н№Сњгу,2021-02-10,122.89,124.25,119.3,123,34621595,
300999.SZ,Н№Сњгу,2021-02-18,127.01,128.99,116.48,117.06,38102420,
300999.SZ,Н№Сњгу,2021-02-19,114,116.7,111.14,115.99,26672270,
300999.SZ,Н№Сњгу,2021-02-22,116,116,109.66,109.92,29943271,
300999.SZ,Н№Сњгу,2021-02-23,95.24,104.2,95.24,99.48,46037362,
300999.SZ,Н№Сњгу,2021-02-24,101.15,101.8,91.8,93.6,43118996,
300999.SZ,Н№Сњгу,2021-02-25,95.32,96.3,90.3,90.9,28728074,
300999.SZ,Н№Сњгу,2021-02-26,89,89.65,86,89.5,35742575,
300999.SZ,Н№Сњгу,2021-03-01,91,93.4,88.58,92.17,29461944,
300999.SZ,Н№Сњгу,2021-03-02,92.17,93.31,88.6,89.09,23542348,
300999.SZ,Н№Сњгу,2021-03-03,88.5,93.1,87.6,92.84,27132619,
300999.SZ,Н№Сњгу,2021-03-04,91,91.39,85.77,85.93,30939063,
300999.SZ,Н№Сњгу,2021-03-05,83.5,87.57,82.66,85.62,23382901,
300999.SZ,Н№Сњгу,2021-03-08,85.81,87.23,78.9,78.95,34517645,
300999.SZ,Н№Сњгу,2021-03-09,79.2,80.7,74.82,77.29,32519961,
300999.SZ,Н№Сњгу,2021-03-10,79.59,81.39,78.88,80.35,28038070,
300999.SZ,Н№Сњгу,2021-03-11,80.2,87.36,79.18,84.78,35098369,
300999.SZ,Н№Сњгу,2021-03-12,85.18,85.77,80.87,83.57,25352439,
300999.SZ,Н№Сњгу,2021-03-15,82.39,82.49,79.72,80.29,18031203,
300999.SZ,Н№Сњгу,2021-03-16,81.2,83.3,80.08,81.75,17303440,
300999.SZ,Н№Сњгу,2021-03-17,81.75,82.17,79,80.51,15712146,
300999.SZ,Н№Сњгу,2021-03-18,80.71,82.71,80.5,80.95,17244397,
300999.SZ,Н№Сњгу,2021-03-19,79,80.48,77.91,77.92,19718397,
300999.SZ,Н№Сњгу,2021-03-22,78.4,79.36,77.51,78.55,13195137,
300999.SZ,Н№Сњгу,2021-03-23,78.78,81.05,78.03,80.09,22284100,
300999.SZ,Н№Сњгу,2021-03-24,78,78.27,74.88,75.12,26542014,
300999.SZ,Н№Сњгу,2021-03-25,74,76.38,73.14,75.12,16816384,
300999.SZ,Н№Сњгу,2021-03-26,75.59,78.69,75.48,78.08,23967751,
300999.SZ,Н№Сњгу,2021-03-29,77.89,80.6,77.58,78.52,19649675,
300999.SZ,Н№Сњгу,2021-03-30,78.36,82.77,78.03,81.6,25879090,
300999.SZ,Н№Сњгу,2021-03-31,81.58,81.58,77,77.48,24237573,
300999.SZ,Н№Сњгу,2021-04-01,77.8,78.73,76.2,78.21,16440678,
300999.SZ,Н№Сњгу,2021-04-02,78.21,84.8,78.15,82.8,35771725,
300999.SZ,Н№Сњгу,2021-04-06,82.79,82.79,79.83,81.21,20767069,
300999.SZ,Н№Сњгу,2021-04-07,81.35,81.55,79.37,80.46,15341166,
300999.SZ,Н№Сњгу,2021-04-08,80.38,83.8,79.42,82.41,24004100,
300999.SZ,Н№Сњгу,2021-04-09,81.3,81.46,79.24,79.24,19846774,
300999.SZ,Н№Сњгу,2021-04-12,78,78,74.53,74.55,23002230,
300999.SZ,Н№Сњгу,2021-04-13,74.55,76.6,72.8,73.97,16179583,
300999.SZ,Н№Сњгу,2021-04-14,74.43,74.7,73.18,74.16,13928891,
300999.SZ,Н№Сњгу,2021-04-15,72.86,75.5,71.45,72.24,27526204,
300999.SZ,Н№Сњгу,2021-04-16,71.76,72.47,70.07,72.2,20063190,
300999.SZ,Н№Сњгу,2021-04-19,72.39,74.84,71.42,74.84,22451667,
300999.SZ,Н№Сњгу,2021-04-20,74.26,76.75,73.68,74.42,24437860,
300999.SZ,Н№Сњгу,2021-04-21,73.72,76.49,73.41,75.84,20750736,
300999.SZ,Н№Сњгу,2021-04-22,76,77.7,74.8,77.12,21826963,
300999.SZ,Н№Сњгу,2021-04-23,76.9,81.3,76.51,78.92,34227166,
300999.SZ,Н№Сњгу,2021-04-26,78.31,79.28,75.42,75.5,27574488,
300999.SZ,Н№Сњгу,2021-04-27,75.01,76.33,73.66,75.3,16728940,
300999.SZ,Н№Сњгу,2021-04-28,75,78.83,74.15,78.5,24650203,
300999.SZ,Н№Сњгу,2021-04-29,78.75,80.8,77.3,79.04,23978554,
300999.SZ,Н№Сњгу,2021-04-30,81.6136,82.7151,78.2589,78.6895,29184280,
300999.SZ,Н№Сњгу,2021-05-06,77.8384,78.1087,74.1032,74.7541,23983343,
300999.SZ,Н№Сњгу,2021-05-07,74.3034,76.4564,73.983,74.003,15757877,
300999.SZ,Н№Сњгу,2021-05-10,73.9029,75.1746,72.2105,74.5338,12900744,
300999.SZ,Н№Сњгу,2021-05-11,73.6025,76.9571,73.1018,76.9271,19701348,
300999.SZ,Н№Сњгу,2021-05-12,76.2261,76.857,75.2147,76.3062,14662514,
300999.SZ,Н№Сњгу,2021-05-13,75.1045,75.7054,74.1432,74.3034,14474293,
300999.SZ,Н№Сњгу,2021-05-14,74.8842,80.1115,74.3034,79.0801,36606913,
300999.SZ,Н№Сњгу,2021-05-17,79.2703,83.7165,79.2703,81.4634,33590228,
300999.SZ,Н№Сњгу,2021-05-18,81.9341,84.2473,81.9341,83.2459,28184530,
300999.SZ,Н№Сњгу,2021-05-19,83.1157,84.0069,81.884,82.1844,21057446,
300999.SZ,Н№Сњгу,2021-05-20,82.4047,84.1071,81.4834,81.5235,22778933,
300999.SZ,Н№Сњгу,2021-05-21,81.7438,82.3046,79.3304,79.9313,20717209,
300999.SZ,Н№Сњгу,2021-05-24,79.9213,90.3057,79.9213,90.1355,57382779,
300999.SZ,Н№Сњгу,2021-05-25,90.3458,92.7892,88.1928,92.4287,44396863,
300999.SZ,Н№Сњгу,2021-05-26,92.4086,96.1338,90.1355,90.4359,40701099,
300999.SZ,Н№Сњгу,2021-05-27,91.3772,92.8392,89.0039,91.978,27874290,
300999.SZ,Н№Сњгу,2021-05-28,91.3271,93.2698,89.7349,91.3171,25634624,
300999.SZ,Н№Сњгу,2021-05-31,91.1269,92.3285,88.7836,92.1483,25895240,
300999.SZ,Н№Сњгу,2021-06-01,91.6276,91.958,89.785,91.5274,20711224,
300999.SZ,Н№Сњгу,2021-06-02,91.8278,95.1324,90.8364,90.8465,31631837,
300999.SZ,Н№Сњгу,2021-06-03,90.8465,98.6373,88.6334,96.4943,51818047,
300999.SZ,Н№Сњгу,2021-06-04,95.1024,97.8062,94.6918,96.294,27719121,
300999.SZ,Н№Сњгу,2021-06-07,96.3041,100.9105,95.1525,99.8891,31337258,
300999.SZ,Н№Сњгу,2021-06-08,100.0092,100.0092,90.3758,92.1483,43094326,
300999.SZ,Н№Сњгу,2021-06-09,91.3271,94.4615,91.1369,92.679,22251797,
300999.SZ,Н№Сњгу,2021-06-10,93.0095,96.1238,92.4287,94.9322,23257796,
300999.SZ,Н№Сњгу,2021-06-11,94.2612,94.6217,91.0267,91.8979,23310922,
300999.SZ,Н№Сњгу,2021-06-15,91.6376,94.7018,90.9766,92.3185,18671805,
300999.SZ,Н№Сњгу,2021-06-16,92.3786,92.5088,86.2901,86.8709,27526773,
300999.SZ,Н№Сњгу,2021-06-17,87.1013,89.5647,86.8008,88.6434,17839840,
300999.SZ,Н№Сњгу,2021-06-18,88.9739,89.4045,86.1199,87.622,25703879,
300999.SZ,Н№Сњгу,2021-06-21,87.1213,88.1227,85.3989,86.4203,16657874,
300999.SZ,Н№Сњгу,2021-06-22,86.7207,88.7536,86.7207,88.2829,18217253,
300999.SZ,Н№Сњгу,2021-06-23,88.3129,89.9753,86.7708,88.9338,18227801,
300999.SZ,Н№Сњгу,2021-06-24,87.9324,88.4331,85.8495,86.6106,15083716,
300999.SZ,Н№Сњгу,2021-06-25,86.6306,88.9839,85.4289,88.5833,18924070,
300999.SZ,Н№Сњгу,2021-06-28,88.343,89.3944,87.5218,88.1227,14456041,
300999.SZ,Н№Сњгу,2021-06-29,88.2128,88.9238,83.9569,84.4175,22517019,
300999.SZ,Н№Сњгу,2021-06-30,84.5377,85.6793,83.9669,85.0784,13331331,
300999.SZ,Н№Сњгу,2021-07-01,85.0083,85.0184,81.8139,82.0042,18802054,
300999.SZ,Н№Сњгу,2021-07-02,81.4133,83.1157,80.1215,80.1616,14537647,
300999.SZ,Н№Сњгу,2021-07-05,80.0014,81.7638,79.4406,80.5822,10644578,
300999.SZ,Н№Сњгу,2021-07-06,80.5822,80.9727,78.309,79.6108,14130771,
300999.SZ,Н№Сњгу,2021-07-07,79.1101,82.9355,78.8898,81.7138,16524560,
300999.SZ,Н№Сњгу,2021-07-08,81.3232,82.1243,80.2617,80.3919,12746199,
300999.SZ,Н№Сњгу,2021-07-09,79.6208,80.3018,77.618,79.9713,12365305,
300999.SZ,Н№Сњгу,2021-07-12,80.2117,83.4862,79.7009,82.6951,17596462,
300999.SZ,Н№Сњгу,2021-07-13,82.7151,83.4862,81.7939,82.3947,11493451,
300999.SZ,Н№Сњгу,2021-07-14,81.7939,81.894,80.3118,80.5922,10777955,
300999.SZ,Н№Сњгу,2021-07-15,80.6122,83.5763,79.7911,83.1057,19552606,
300999.SZ,Н№Сњгу,2021-07-16,82.605,82.9655,80.5822,80.7124,14326204,
300999.SZ,Н№Сњгу,2021-07-19,80.0214,81.3532,78.6895,81.1129,10597650,
300999.SZ,Н№Сњгу,2021-07-20,79.7911,80.5521,79.1101,79.2303,9979638,
300999.SZ,Н№Сњгу,2021-07-21,79.1702,80.3619,74.4536,76.0859,30830636,
300999.SZ,Н№Сњгу,2021-07-22,75.1045,76.9071,74.5538,75.1045,16669884,
300999.SZ,Н№Сњгу,2021-07-23,74.9143,74.9143,72.9816,73.5624,14535705,
300999.SZ,Н№Сњгу,2021-07-26,73.5724,73.6726,70.0976,71.9802,17131645,
300999.SZ,Н№Сњгу,2021-07-27,72.2706,72.7813,68.6956,68.7457,16622204,
300999.SZ,Н№Сњгу,2021-07-28,68.4052,70.0175,66.5927,69.7371,16227499,
300999.SZ,Н№Сњгу,2021-07-29,70.2077,71.089,68.7657,69.4567,14408934,
300999.SZ,Н№Сњгу,2021-07-30,69.0962,69.0962,66.9933,67.7944,14476392,
300999.SZ,Н№Сњгу,2021-08-02,67.1134,74.5037,66.7029,72.6812,27966822,
300999.SZ,Н№Сњгу,2021-08-03,71.5095,73.6826,70.9187,73.1118,17218732,
300999.SZ,Н№Сњгу,2021-08-04,72.6111,73.0016,71.6197,72.1605,11913981,
300999.SZ,Н№Сњгу,2021-08-05,71.3393,75.0645,71.109,72.581,19169979,
300999.SZ,Н№Сњгу,2021-08-06,71.5997,72.4509,70.9488,71.1891,11408528,
300999.SZ,Н№Сњгу,2021-08-09,70.3479,76.0959,70.2478,75.0144,25311029,
300999.SZ,Н№Сњгу,2021-08-10,74.714,77.8784,73.7026,77.1975,25670441,
300999.SZ,Н№Сњгу,2021-08-11,76.3263,79.1001,76.1059,76.6467,20966547,
300999.SZ,Н№Сњгу,2021-08-12,74.9043,75.9557,73.0817,73.1418,22290594,
300999.SZ,Н№Сњгу,2021-08-13,72.9916,74.013,71.9802,72.9015,12472134,
300999.SZ,Н№Сњгу,2021-08-16,73.0016,73.8929,72.0803,73.1719,10124127,
300999.SZ,Н№Сњгу,2021-08-17,73.6625,73.6625,70.7986,71.0789,11642432,
300999.SZ,Н№Сњгу,2021-08-18,71.099,71.7799,70.2478,71.0789,8661672,
300999.SZ,Н№Сњгу,2021-08-19,71.0789,72.0403,70.1076,70.5883,8315307,
300999.SZ,Н№Сњгу,2021-08-20,70.0976,70.3479,68.6656,69.2164,9776141,
300999.SZ,Н№Сњгу,2021-08-23,69.0261,70.418,68.7958,69.9474,7715888,
300999.SZ,Н№Сњгу,2021-08-24,69.8973,72.1004,69.5969,71.3093,10643810,
300999.SZ,Н№Сњгу,2021-08-25,71.3393,72.0703,70.2979,70.6283,8467380,
300999.SZ,Н№Сњгу,2021-08-26,70.5182,70.5182,68.3451,68.3652,10826871,
300999.SZ,Н№Сњгу,2021-08-27,68.1449,69.3866,67.9346,68.1849,7309512,
300999.SZ,Н№Сњгу,2021-08-30,68.1849,68.956,67.5741,68.5855,8470388,
300999.SZ,Н№Сњгу,2021-08-31,68.5454,69.4266,66.7329,67.6842,10949121,
300999.SZ,Н№Сњгу,2021-09-01,67.1034,69.2965,65.5913,68.8158,14878945,
300999.SZ,Н№Сњгу,2021-09-02,68.8258,69.2063,67.5741,67.6942,8995034,
300999.SZ,Н№Сњгу,2021-09-03,67.0834,68.6456,66.3924,67.9746,8809564,
300999.SZ,Н№Сњгу,2021-09-06,68.4453,71.3493,67.3137,70.7184,18282059,
300999.SZ,Н№Сњгу,2021-09-07,70.7084,70.7184,69.5869,69.9774,10687081,
300999.SZ,Н№Сњгу,2021-09-08,69.9774,70.398,69.0962,69.2564,8757360,
300999.SZ,Н№Сњгу,2021-09-09,69.1663,69.9474,68.4553,69.3065,8446751,
300999.SZ,Н№Сњгу,2021-09-10,69.2364,69.9674,68.4653,68.7257,8499130,
300999.SZ,Н№Сњгу,2021-09-13,68.4953,68.4953,67.1034,67.2636,8749473,
300999.SZ,Н№Сњгу,2021-09-14,67.2736,68.2851,66.3624,66.833,8899682,
300999.SZ,Н№Сњгу,2021-09-15,66.3924,67.7643,65.8617,67.3437,9660950,
300999.SZ,Н№Сњгу,2021-09-16,67.0934,69.1763,66.3924,68.3051,13562754,
300999.SZ,Н№Сњгу,2021-09-17,67.9446,69.3866,66.9232,68.3952,11043044,
300999.SZ,Н№Сњгу,2021-09-22,67.2236,68.0848,66.9131,67.0734,6301603,
300999.SZ,Н№Сњгу,2021-09-23,67.0433,68.1949,66.9933,67.2636,6226699,
300999.SZ,Н№Сњгу,2021-09-24,67.3938,71.82,67.2736,69.8472,20983711,
300999.SZ,Н№Сњгу,2021-09-27,69.1963,75.7054,69.1963,73.3521,28290094,
300999.SZ,Н№Сњгу,2021-09-28,72.581,72.6011,70.3179,70.9388,14377902,
300999.SZ,Н№Сњгу,2021-09-29,70.1977,70.9087,68.7958,69.2965,10736131,
300999.SZ,Н№Сњгу,2021-09-30,69.9374,70.9888,69.2264,69.5168,9300745,
300999.SZ,Н№Сњгу,2021-10-08,70.0976,72.5109,69.5168,72.3207,15710366,
300999.SZ,Н№Сњгу,2021-10-11,72.3307,73.6025,70.7785,70.8486,14409169,
300999.SZ,Н№Сњгу,2021-10-12,70.3379,72.2005,68.8959,71.3794,14498423,
300999.SZ,Н№Сњгу,2021-10-13,71.109,75.0945,70.6584,73.4823,22143730,
300999.SZ,Н№Сњгу,2021-10-14,72.3107,74.3435,71.5897,71.6798,16137773,
300999.SZ,Н№Сњгу,2021-10-15,71.81,71.9101,67.9346,68.0547,28559552,
300999.SZ,Н№Сњгу,2021-10-18,66.8931,67.0433,61.5357,62.8976,40151418,
300999.SZ,Н№Сњгу,2021-10-19,62.1065,63.3782,61.6859,62.5371,16897154,
300999.SZ,Н№Сњгу,2021-10-20,62.5471,63.1379,61.9162,62.0063,13173367,
300999.SZ,Н№Сњгу,2021-10-21,62.1065,63.0478,60.4842,62.3668,21774181,
300999.SZ,Н№Сњгу,2021-10-22,62.0764,64.4597,61.9462,63.3282,20348701,
300999.SZ,Н№Сњгу,2021-10-25,63.3382,63.6887,62.1365,62.5671,10900041,
300999.SZ,Н№Сњгу,2021-10-26,62.8575,63.2981,61.9362,61.9763,11465730,
300999.SZ,Н№Сњгу,2021-10-27,61.9763,61.9763,59.2425,59.613,20253772,
300999.SZ,Н№Сњгу,2021-10-28,59.2825,60.6644,59.2825,59.7832,11483383,
300999.SZ,Н№Сњгу,2021-10-29,59.3927,61.7359,59.3927,60.9649,16110301,
300999.SZ,Н№Сњгу,2021-11-01,59.0822,61.3855,57.9206,60.3841,19327106,
300999.SZ,Н№Сњгу,2021-11-02,60.364,64.8903,59.7632,64.0892,46072161,
300999.SZ,Н№Сњгу,2021-11-03,64.0892,65.6414,62.527,64.2895,34379109,
300999.SZ,Н№Сњгу,2021-11-04,65.0305,70.5582,64.4597,68.8559,55036306,
300999.SZ,Н№Сњгу,2021-11-05,68.0948,70.0776,67.1935,67.2236,31115627,
300999.SZ,Н№Сњгу,2021-11-08,67.3037,68.0748,65.5913,66.2923,22247719,
300999.SZ,Н№Сњгу,2021-11-09,67.4138,67.4138,65.0906,65.7115,18405405,
300999.SZ,Н№Сњгу,2021-11-10,65.7115,66.3123,64.2394,65.0105,16762351,
300999.SZ,Н№Сњгу,2021-11-11,65.2909,65.8517,63.6887,64.4397,19433827,
300999.SZ,Н№Сњгу,2021-11-12,64.4597,65.0706,63.8489,63.919,14122658,
300999.SZ,Н№Сњгу,2021-11-15,63.6887,67.0634,63.5985,65.9418,29084223,
300999.SZ,Н№Сњгу,2021-11-16,65.6213,66.773,64.7902,66.1921,20009431,
300999.SZ,Н№Сњгу,2021-11-17,66.1821,66.1821,64.7401,65.0606,13902833,
300999.SZ,Н№Сњгу,2021-11-18,64.8102,65.7015,64.1793,64.63,9534420,
300999.SZ,Н№Сњгу,2021-11-19,64.5198,65.0906,64.2194,64.7201,9454186,
300999.SZ,Н№Сњгу,2021-11-22,64.5499,65.5412,64.3896,65.0706,12276401,
300999.SZ,Н№Сњгу,2021-11-23,65.2709,65.6914,64.5899,64.8803,11121289,
300999.SZ,Н№Сњгу,2021-11-24,64.7401,65.391,62.2667,62.2967,23378527,
300999.SZ,Н№Сњгу,2021-11-25,62.3568,62.5671,61.6859,62.3868,10734392,
300999.SZ,Н№Сњгу,2021-11-26,62.0864,62.2867,61.4155,61.5557,9374280,
300999.SZ,Н№Сњгу,2021-11-29,60.5843,62.4169,60.3841,62.1265,11286657,
300999.SZ,Н№Сњгу,2021-11-30,62.1265,62.6372,61.1651,61.6058,11755566,
300999.SZ,Н№Сњгу,2021-12-01,61.786,61.9763,60.7345,61.2853,10652040,
300999.SZ,Н№Сњгу,2021-12-02,61.3855,61.8962,60.7846,60.9749,10158842,
300999.SZ,Н№Сњгу,2021-12-03,61.2352,62.3568,60.9749,62.2266,12634565,
300999.SZ,Н№Сњгу,2021-12-06,62.2467,62.3067,61.085,61.2753,11164929,
300999.SZ,Н№Сњгу,2021-12-07,61.6358,63.6686,61.3554,63.3482,24366932,
300999.SZ,Н№Сњгу,2021-12-08,63.4383,63.929,62.5471,63.7087,17609891,
300999.SZ,Н№Сњгу,2021-12-09,63.7187,66.092,63.3983,64.8403,30821210,
300999.SZ,Н№Сњгу,2021-12-10,64.0892,65.6714,63.909,64.3496,23323198,
300999.SZ,Н№Сњгу,2021-12-13,65.0906,65.9718,64.3996,64.5899,17821371,
300999.SZ,Н№Сњгу,2021-12-14,64.0892,65.1407,63.6186,64.4397,13325160,
300999.SZ,Н№Сњгу,2021-12-15,64.3896,64.5098,62.7874,62.9076,14847897,
300999.SZ,Н№Сњгу,2021-12-16,62.8575,63.5885,62.3067,63.4684,10964788,
300999.SZ,Н№Сњгу,2021-12-17,63.238,63.3682,62.2767,62.2767,8511736,
300999.SZ,Н№Сњгу,2021-12-20,62.2867,62.8875,61.5256,61.5657,9620138,
300999.SZ,Н№Сњгу,2021-12-21,61.3053,61.9963,61.3053,61.9963,9078072,
300999.SZ,Н№Сњгу,2021-12-22,61.8861,62.6472,61.7359,61.8861,7873946,
300999.SZ,Н№Сњгу,2021-12-23,61.6258,62.3468,61.5857,62.2366,7414784,
300999.SZ,Н№Сњгу,2021-12-24,62.3368,64.4497,62.0464,63.6486,19761084,
300999.SZ,Н№Сњгу,2021-12-27,64.0892,64.8903,63.0778,64.7501,16752187,
300999.SZ,Н№Сњгу,2021-12-28,64.3896,65.0506,63.5284,63.8889,12243664,
300999.SZ,Н№Сњгу,2021-12-29,63.6987,64.3296,62.4469,62.5671,11809828,
300999.SZ,Н№Сњгу,2021-12-30,62.1966,63.2581,62.1866,62.9877,7270002,
300999.SZ,Н№Сњгу,2021-12-31,62.6873,63.2881,62.3969,63.0177,7352321,
300999.SZ,Н№Сњгу,2022-01-04,62.9877,64.8403,62.477,64.5899,17649857,
300999.SZ,Н№Сњгу,2022-01-05,64.1894,68.3852,64.0992,66.5526,37174145,
