іъ¬л,Љт≥∆,»’∆Џ,њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),
603116.SH,Їмтят—,2019-05-30,11.1342,11.1342,11.0315,11.1342,995180,
603116.SH,Їмтят—,2019-05-31,11.1488,11.1928,11.0901,11.1488,863640,
603116.SH,Їмтят—,2019-06-03,11.0755,11.1928,10.9141,11.0021,861380,
603116.SH,Їмтят—,2019-06-04,11.0021,11.0168,10.8554,10.8994,769444,
603116.SH,Їмтят—,2019-06-05,10.9581,11.0461,10.9141,10.9581,632960,
603116.SH,Їмтят—,2019-06-06,11.0021,11.1342,10.7968,10.9581,1113240,
603116.SH,Їмтят—,2019-06-10,10.8114,10.9875,10.8114,10.9288,833450,
603116.SH,Їмтят—,2019-06-11,10.9141,11.2222,10.9141,11.1928,1264815,
603116.SH,Їмтят—,2019-06-12,11.1928,11.2515,11.0901,11.1048,982000,
603116.SH,Їмтят—,2019-06-13,11.0901,11.2222,11.0901,11.1782,798820,
603116.SH,Їмтят—,2019-06-14,11.2075,11.2075,10.9581,11.0021,847260,
603116.SH,Їмтят—,2019-06-17,11.0021,11.0755,10.9141,11.0315,462780,
603116.SH,Їмтят—,2019-06-18,11.0021,11.0755,10.9728,11.0315,415979,
603116.SH,Їмтят—,2019-06-19,11.2368,11.2662,11.1195,11.1782,919400,
603116.SH,Їмтят—,2019-06-20,11.1782,11.3835,11.1195,11.3395,1431524,
603116.SH,Їмтят—,2019-06-21,11.3689,11.5009,11.3542,11.4275,1332225,
603116.SH,Їмтят—,2019-06-24,11.4422,11.5009,11.3982,11.4569,876700,
603116.SH,Їмтят—,2019-06-25,11.3689,11.4569,11.2955,11.3982,987300,
603116.SH,Їмтят—,2019-06-26,11.3982,11.5332,11.3082,11.4882,1119360,
603116.SH,Їмтят—,2019-06-27,11.4282,11.5782,11.4282,11.4882,945261,
603116.SH,Їмтят—,2019-06-28,11.4432,11.5482,11.3382,11.4282,855350,
603116.SH,Їмтят—,2019-07-01,11.5482,11.6532,11.5032,11.6382,1466980,
603116.SH,Їмтят—,2019-07-02,11.6082,11.8031,11.6082,11.6982,1306359,
603116.SH,Їмтят—,2019-07-03,11.6232,11.7132,11.5632,11.6682,771381,
603116.SH,Їмтят—,2019-07-04,11.6682,11.7881,11.6682,11.7881,1369678,
603116.SH,Їмтят—,2019-07-05,11.7881,12.718,11.7731,12.0731,5170471,
603116.SH,Їмтят—,2019-07-08,12.0281,12.1181,11.4882,11.5482,2900600,
603116.SH,Їмтят—,2019-07-09,11.6082,11.6382,11.4882,11.5782,945349,
603116.SH,Їмтят—,2019-07-10,11.6382,11.6682,11.4582,11.5332,588479,
603116.SH,Їмтят—,2019-07-11,11.5332,11.6082,11.4432,11.4882,873140,
603116.SH,Їмтят—,2019-07-12,11.4882,11.6082,11.4732,11.5182,681680,
603116.SH,Їмтят—,2019-07-15,11.5182,11.6232,11.3682,11.5632,795881,
603116.SH,Їмтят—,2019-07-16,11.6682,11.6682,11.5332,11.6082,660609,
603116.SH,Їмтят—,2019-07-17,11.6082,11.6232,11.5482,11.5632,517342,
603116.SH,Їмтят—,2019-07-18,11.5782,11.5782,11.3832,11.3832,627040,
603116.SH,Їмтят—,2019-07-19,11.3832,11.5032,11.3832,11.4432,437840,
603116.SH,Їмтят—,2019-07-22,11.4282,11.4582,11.2182,11.2332,1062641,
603116.SH,Їмтят—,2019-07-23,11.3082,11.3532,11.1732,11.3082,458640,
603116.SH,Їмтят—,2019-07-24,11.4282,11.4432,11.2932,11.4132,570660,
603116.SH,Їмтят—,2019-07-25,11.4132,11.4582,11.3532,11.3982,417821,
603116.SH,Їмтят—,2019-07-26,11.3382,11.4732,11.3382,11.4732,339673,
603116.SH,Їмтят—,2019-07-29,11.6532,11.6532,11.3982,11.4282,343034,
603116.SH,Їмтят—,2019-07-30,11.4282,11.5032,11.2932,11.4132,565520,
603116.SH,Їмтят—,2019-07-31,11.4732,11.4732,11.2932,11.3382,848740,
603116.SH,Їмтят—,2019-08-01,11.3082,11.3382,11.2632,11.2782,702711,
603116.SH,Їмтят—,2019-08-02,11.2032,11.2332,11.1133,11.2182,635876,
603116.SH,Їмтят—,2019-08-05,11.1732,11.3532,11.1282,11.2032,534860,
603116.SH,Їмтят—,2019-08-06,11.0533,11.2032,10.6783,10.7983,1719240,
603116.SH,Їмтят—,2019-08-07,10.7983,10.8883,10.7533,10.7983,636345,
603116.SH,Їмтят—,2019-08-08,10.7833,10.9033,10.7833,10.8883,484920,
603116.SH,Їмтят—,2019-08-09,10.9483,10.9933,10.7983,10.8583,506948,
603116.SH,Їмтят—,2019-08-12,10.9033,10.9483,10.7983,10.9483,413060,
603116.SH,Їмтят—,2019-08-13,10.9633,10.9633,10.8433,10.9183,215840,
603116.SH,Їмтят—,2019-08-14,10.9933,11.0383,10.9333,10.9633,777700,
603116.SH,Їмтят—,2019-08-15,10.8133,10.8733,10.7083,10.8583,449865,
603116.SH,Їмтят—,2019-08-16,10.8583,10.9183,10.7983,10.8583,354660,
603116.SH,Їмтят—,2019-08-19,10.8583,11.0383,10.8583,11.0383,786140,
603116.SH,Їмтят—,2019-08-20,11.0383,11.0533,10.9333,10.9783,749540,
603116.SH,Їмтят—,2019-08-21,10.9483,10.9933,10.9183,10.9483,362260,
603116.SH,Їмтят—,2019-08-22,10.9933,10.9933,10.8433,10.9033,383260,
603116.SH,Їмтят—,2019-08-23,10.8583,10.9333,10.8583,10.8883,456840,
603116.SH,Їмтят—,2019-08-26,10.7533,10.7533,10.5733,10.6333,1419082,
603116.SH,Їмтят—,2019-08-27,10.6333,10.7833,10.6333,10.7683,1116060,
603116.SH,Їмтят—,2019-08-28,10.7083,10.8583,10.6933,10.7533,908260,
603116.SH,Їмтят—,2019-08-29,10.7383,10.8433,10.7233,10.7383,705990,
603116.SH,Їмтят—,2019-08-30,10.7383,10.8583,10.7083,10.7383,939920,
603116.SH,Їмтят—,2019-09-02,10.6933,10.9183,10.6933,10.8583,885380,
603116.SH,Їмтят—,2019-09-03,10.8883,10.9633,10.8433,10.9333,1474110,
603116.SH,Їмтят—,2019-09-04,10.9183,10.9633,10.8583,10.9633,1220470,
603116.SH,Їмтят—,2019-09-05,10.9633,11.1282,10.9633,11.0383,2119330,
603116.SH,Їмтят—,2019-09-06,11.0533,11.0533,10.9333,11.0083,1047162,
603116.SH,Їмтят—,2019-09-09,11.0233,11.0983,11.0083,11.0683,1670631,
603116.SH,Їмтят—,2019-09-10,11.1432,11.1432,10.9783,11.0383,966480,
603116.SH,Їмтят—,2019-09-11,11.0833,11.1133,11.0083,11.0233,745000,
603116.SH,Їмтят—,2019-09-12,11.0233,11.0683,10.9633,11.0533,986240,
603116.SH,Їмтят—,2019-09-16,11.0983,11.1133,11.0383,11.0833,1330180,
603116.SH,Їмтят—,2019-09-17,11.0833,11.0833,10.8283,10.8583,1417120,
603116.SH,Їмтят—,2019-09-18,10.8733,10.9333,10.8283,10.8283,746200,
603116.SH,Їмтят—,2019-09-19,10.8283,10.8883,10.7833,10.8733,771147,
603116.SH,Їмтят—,2019-09-20,10.8733,10.9033,10.8133,10.8433,876640,
603116.SH,Їмтят—,2019-09-23,10.7983,10.8433,10.6483,10.7083,1212360,
603116.SH,Їмтят—,2019-09-24,10.7383,10.8133,10.6633,10.6933,1077660,
603116.SH,Їмтят—,2019-09-25,10.6933,10.6933,10.4834,10.5433,1302540,
603116.SH,Їмтят—,2019-09-26,10.5583,10.5583,10.4384,10.4534,1464197,
603116.SH,Їмтят—,2019-09-27,10.4234,10.5583,10.4084,10.4834,497240,
603116.SH,Їмтят—,2019-09-30,10.4983,10.5283,10.4384,10.4534,465760,
603116.SH,Їмтят—,2019-10-08,10.3934,10.5433,10.3934,10.4534,418380,
603116.SH,Їмтят—,2019-10-09,10.4534,10.5433,10.4084,10.5283,410560,
603116.SH,Їмтят—,2019-10-10,10.5283,10.5883,10.4384,10.5733,744060,
603116.SH,Їмтят—,2019-10-11,10.6033,10.6183,10.4983,10.5883,542260,
603116.SH,Їмтят—,2019-10-14,10.6183,10.7533,10.6033,10.7233,922438,
603116.SH,Їмтят—,2019-10-15,10.7833,10.7833,10.6333,10.6483,621740,
603116.SH,Їмтят—,2019-10-16,10.6483,10.7233,10.5583,10.5583,667900,
603116.SH,Їмтят—,2019-10-17,10.5583,10.6033,10.4834,10.5133,620696,
603116.SH,Їмтят—,2019-10-18,10.4983,10.5883,10.4234,10.4234,688780,
603116.SH,Їмтят—,2019-10-21,10.4534,10.4534,10.3184,10.4234,817564,
603116.SH,Їмтят—,2019-10-22,10.4234,10.4534,10.3634,10.4534,531202,
603116.SH,Їмтят—,2019-10-23,10.4234,10.5433,10.4234,10.4834,632902,
603116.SH,Їмтят—,2019-10-24,10.4834,10.5883,10.4234,10.4983,487900,
603116.SH,Їмтят—,2019-10-25,10.5133,10.6183,10.4684,10.5883,608812,
603116.SH,Їмтят—,2019-10-28,10.4983,10.6483,10.4983,10.6033,1093240,
603116.SH,Їмтят—,2019-10-29,10.5883,10.5883,10.4384,10.4384,766680,
603116.SH,Їмтят—,2019-10-30,10.4534,10.4534,10.1984,10.1984,1090200,
603116.SH,Їмтят—,2019-10-31,10.2584,10.2584,10.0484,10.0784,931910,
603116.SH,Їмтят—,2019-11-01,10.0784,10.1534,10.0484,10.1384,574272,
603116.SH,Їмтят—,2019-11-04,10.1234,10.2134,10.1234,10.1534,515881,
603116.SH,Їмтят—,2019-11-05,10.1984,10.2584,10.1084,10.1984,624000,
603116.SH,Їмтят—,2019-11-06,10.2134,10.2584,10.1234,10.2434,833940,
603116.SH,Їмтят—,2019-11-07,10.1834,10.3034,10.1684,10.2884,572741,
603116.SH,Їмтят—,2019-11-08,10.2734,10.3484,10.2584,10.3184,919892,
603116.SH,Їмтят—,2019-11-11,10.3034,10.3184,10.1684,10.2434,902520,
603116.SH,Їмтят—,2019-11-12,10.2134,10.7233,10.1984,10.5733,2079639,
603116.SH,Їмтят—,2019-11-13,10.5433,10.5733,10.4234,10.4234,670140,
603116.SH,Їмтят—,2019-11-14,10.4534,10.4534,10.3184,10.3784,571401,
603116.SH,Їмтят—,2019-11-15,10.3934,10.4983,10.3484,10.3784,483718,
603116.SH,Їмтят—,2019-11-18,10.4234,10.4234,10.2584,10.3634,734342,
603116.SH,Їмтят—,2019-11-19,10.3034,10.3634,10.2134,10.3034,1807090,
603116.SH,Їмтят—,2019-11-20,10.3184,10.3184,10.1684,10.2134,624880,
603116.SH,Їмтят—,2019-11-21,10.2584,10.3184,10.1234,10.2284,639540,
603116.SH,Їмтят—,2019-11-22,10.1984,10.2584,10.0334,10.0634,1144823,
603116.SH,Їмтят—,2019-11-25,10.0484,10.1234,9.9884,10.0934,640840,
603116.SH,Їмтят—,2019-11-26,10.0934,10.1384,10.0634,10.0784,449420,
603116.SH,Їмтят—,2019-11-27,10.0634,10.0634,9.8984,9.9284,993360,
603116.SH,Їмтят—,2019-11-28,9.8984,9.9584,9.8834,9.8984,1144456,
603116.SH,Їмтят—,2019-11-29,9.9134,9.9134,9.7635,9.8085,852780,
603116.SH,Їмтят—,2019-12-02,9.8385,9.8684,9.7485,9.8684,744980,
603116.SH,Їмтят—,2019-12-03,9.8534,10.0934,9.7485,9.9884,1420066,
603116.SH,Їмтят—,2019-12-04,9.9884,10.1984,9.9734,10.1234,1129393,
603116.SH,Їмтят—,2019-12-05,10.1984,10.2434,10.0784,10.2134,1406605,
603116.SH,Їмтят—,2019-12-06,10.2134,10.3784,10.1384,10.3784,1742740,
603116.SH,Їмтят—,2019-12-09,10.3634,10.4834,10.2584,10.4834,1504820,
603116.SH,Їмтят—,2019-12-10,10.4384,10.7383,10.2734,10.7383,2360450,
603116.SH,Їмтят—,2019-12-11,11.1882,11.2632,10.5433,10.7083,10615174,
603116.SH,Їмтят—,2019-12-12,10.5133,10.6333,10.2134,10.3034,2271770,
603116.SH,Їмтят—,2019-12-13,10.3484,10.4384,10.3034,10.3634,1136780,
603116.SH,Їмтят—,2019-12-16,10.3934,10.3934,10.2884,10.3634,1902333,
603116.SH,Їмтят—,2019-12-17,10.3484,10.6033,9.5985,10.5433,3109638,
603116.SH,Їмтят—,2019-12-18,10.4384,10.5883,10.3484,10.3934,2478960,
603116.SH,Їмтят—,2019-12-19,10.4084,10.4534,10.3334,10.4384,2153553,
603116.SH,Їмтят—,2019-12-20,10.4084,10.6033,10.3784,10.4684,2638454,
603116.SH,Їмтят—,2019-12-23,10.5133,10.5583,10.2734,10.3034,1804540,
603116.SH,Їмтят—,2019-12-24,10.3034,10.3934,10.2734,10.3934,1026000,
603116.SH,Їмтят—,2019-12-25,10.3784,10.4834,10.2884,10.4084,1147980,
603116.SH,Їмтят—,2019-12-26,10.4384,10.4384,10.3184,10.3934,1145420,
603116.SH,Їмтят—,2019-12-27,10.3934,10.4834,10.3334,10.3334,1614190,
603116.SH,Їмтят—,2019-12-30,10.3784,10.3784,10.1834,10.2434,2887390,
603116.SH,Їмтят—,2019-12-31,10.2434,10.2884,10.2134,10.2434,1704275,
603116.SH,Їмтят—,2020-01-02,10.3184,10.5283,10.2434,10.4983,5157974,
603116.SH,Їмтят—,2020-01-03,10.4983,10.5883,10.4084,10.5733,3359134,
603116.SH,Їмтят—,2020-01-06,10.4983,10.6333,10.4534,10.5733,3593703,
603116.SH,Їмтят—,2020-01-07,10.5433,10.5883,10.4983,10.5433,4680630,
603116.SH,Їмтят—,2020-01-08,10.5133,10.5283,10.3484,10.4234,3647135,
603116.SH,Їмтят—,2020-01-09,10.4534,10.5283,10.4384,10.5283,2605608,
603116.SH,Їмтят—,2020-01-10,10.5433,10.5583,10.4234,10.5133,1250050,
603116.SH,Їмтят—,2020-01-13,10.4983,10.5433,10.4234,10.5283,1472034,
603116.SH,Їмтят—,2020-01-14,10.5433,10.5583,10.4234,10.4684,2101240,
603116.SH,Їмтят—,2020-01-15,10.4834,10.4834,10.3184,10.3484,1772824,
603116.SH,Їмтят—,2020-01-16,10.3484,10.4084,10.2434,10.2734,1149160,
603116.SH,Їмтят—,2020-01-17,10.3334,10.3484,10.2584,10.2734,912780,
603116.SH,Їмтят—,2020-01-20,10.2584,10.3184,10.1834,10.3184,1233729,
603116.SH,Їмтят—,2020-01-21,10.0934,10.2584,10.0034,10.0184,1960180,
603116.SH,Їмтят—,2020-01-22,10.0334,10.0934,9.7485,9.8984,1566300,
603116.SH,Їмтят—,2020-01-23,9.8834,9.8834,9.6135,9.6735,1686560,
603116.SH,Їмтят—,2020-02-03,8.7136,8.8936,8.7136,8.7136,1922094,
603116.SH,Їмтят—,2020-02-04,7.9787,8.9686,7.9787,8.4137,2748040,
603116.SH,Їмтят—,2020-02-05,8.4887,8.6686,8.4137,8.5037,2391238,
603116.SH,Їмтят—,2020-02-06,8.4887,8.5787,8.3537,8.5487,2815768,
603116.SH,Їмтят—,2020-02-07,8.5487,8.6086,8.4287,8.5187,2452379,
603116.SH,Їмтят—,2020-02-10,8.4887,8.7586,8.4437,8.7286,3233274,
603116.SH,Їмтят—,2020-02-11,8.7736,8.7736,8.6386,8.6986,2009110,
603116.SH,Їмтят—,2020-02-12,8.6986,8.8936,8.6236,8.8186,2664894,
603116.SH,Їмтят—,2020-02-13,8.7886,8.8336,8.5487,8.6236,2384120,
603116.SH,Їмтят—,2020-02-14,8.6236,8.6686,8.5187,8.5487,1734990,
603116.SH,Їмтят—,2020-02-17,8.5637,8.8486,8.5487,8.8186,3217805,
603116.SH,Їмтят—,2020-02-18,8.7736,8.9386,8.7736,8.9236,3248855,
603116.SH,Їмтят—,2020-02-19,8.8786,9.0136,8.8486,8.9836,3197860,
603116.SH,Їмтят—,2020-02-20,8.9536,9.1936,8.8936,9.1636,5023660,
603116.SH,Їмтят—,2020-02-21,9.1336,9.1786,9.0736,9.0886,3084680,
603116.SH,Їмтят—,2020-02-24,9.0886,9.1336,8.9386,9.1186,3631660,
603116.SH,Їмтят—,2020-02-25,8.9836,9.2535,8.8786,9.2086,5355997,
603116.SH,Їмтят—,2020-02-26,9.1486,9.4485,9.0586,9.4185,4795770,
603116.SH,Їмтят—,2020-02-27,9.3885,9.6135,9.3435,9.5535,5752311,
603116.SH,Їмтят—,2020-02-28,9.3885,9.6135,9.2086,9.3585,3777834,
603116.SH,Їмтят—,2020-03-02,9.3435,9.7185,9.2685,9.6885,5370100,
603116.SH,Їмтят—,2020-03-03,9.7485,9.9134,9.5835,9.9134,5932205,
603116.SH,Їмтят—,2020-03-04,9.7485,10.4534,9.6885,10.3784,16812927,
603116.SH,Їмтят—,2020-03-05,10.1534,10.2884,9.8984,10.2284,12095882,
603116.SH,Їмтят—,2020-03-06,10.0484,11.2482,9.9734,11.2482,21698966,
603116.SH,Їмтят—,2020-03-09,11.2332,11.2332,10.7083,10.7383,12083579,
603116.SH,Їмтят—,2020-03-10,10.4384,10.7833,10.1084,10.6633,7996164,
603116.SH,Їмтят—,2020-03-11,10.5283,10.7983,10.2884,10.5583,6858621,
603116.SH,Їмтят—,2020-03-12,10.3934,10.4084,10.0634,10.1834,4048084,
603116.SH,Їмтят—,2020-03-13,9.7335,9.9884,9.3585,9.7785,6738390,
603116.SH,Їмтят—,2020-03-16,9.9284,10.0034,9.4335,9.4635,3964981,
603116.SH,Їмтят—,2020-03-17,9.5835,9.5835,9.1636,9.4935,3010876,
603116.SH,Їмтят—,2020-03-18,9.5835,9.6885,9.3735,9.3885,2159838,
603116.SH,Їмтят—,2020-03-19,9.3885,9.7785,9.2685,9.6435,2691860,
603116.SH,Їмтят—,2020-03-20,9.6735,10.6033,9.6585,10.6033,13410298,
603116.SH,Їмтят—,2020-03-23,10.6183,10.7233,10.1834,10.3034,7320960,
603116.SH,Їмтят—,2020-03-24,10.4084,11.1882,10.4084,10.9483,13368507,
603116.SH,Їмтят—,2020-03-25,11.1133,12.0281,10.8883,12.0131,15486033,
603116.SH,Їмтят—,2020-03-26,11.9831,12.1481,11.5932,11.7581,9387234,
603116.SH,Їмтят—,2020-03-27,11.8181,12.523,11.2182,11.3232,13782419,
603116.SH,Їмтят—,2020-03-30,11.3232,11.3832,10.4983,10.4983,11327457,
603116.SH,Їмтят—,2020-03-31,10.6183,10.8883,10.5133,10.5283,5353514,
603116.SH,Їмтят—,2020-04-01,10.4384,10.5133,10.1984,10.3184,4234680,
603116.SH,Їмтят—,2020-04-02,10.3484,10.4834,10.2584,10.4684,2895326,
603116.SH,Їмтят—,2020-04-03,10.6033,11.2482,10.4983,10.8883,5669953,
603116.SH,Їмтят—,2020-04-07,10.9933,11.2932,10.9183,11.0533,5137602,
603116.SH,Їмтят—,2020-04-08,11.0083,11.0983,10.8733,11.0383,2757787,
603116.SH,Їмтят—,2020-04-09,11.0233,11.5482,10.8883,11.4582,4442660,
603116.SH,Їмтят—,2020-04-10,11.4732,11.8031,11.0233,11.0983,3722220,
603116.SH,Їмтят—,2020-04-13,11.1432,11.1432,10.6933,10.7833,2070362,
603116.SH,Їмтят—,2020-04-14,10.8283,10.9933,10.7233,10.8733,2342800,
603116.SH,Їмтят—,2020-04-15,10.8583,10.9633,10.6483,10.6783,2533835,
603116.SH,Їмтят—,2020-04-16,10.6033,10.6633,10.4534,10.6033,1476295,
603116.SH,Їмтят—,2020-04-17,10.6333,10.7533,10.4084,10.4384,2661420,
603116.SH,Їмтят—,2020-04-20,10.4384,10.5433,10.3784,10.4983,1309475,
603116.SH,Їмтят—,2020-04-21,10.4983,10.6783,10.4084,10.4834,1688440,
603116.SH,Їмтят—,2020-04-22,10.3934,10.5433,10.2734,10.5283,1851040,
603116.SH,Їмтят—,2020-04-23,10.5583,10.6633,10.4684,10.5733,1801000,
603116.SH,Їмтят—,2020-04-24,10.5433,10.6483,10.3184,10.3484,2070440,
603116.SH,Їмтят—,2020-04-27,10.4834,10.4834,10.1834,10.1834,1358080,
603116.SH,Їмтят—,2020-04-28,10.2734,10.2734,9.5685,9.9284,2408700,
603116.SH,Їмтят—,2020-04-29,9.7635,10.1084,9.7635,9.8085,1066800,
603116.SH,Їмтят—,2020-04-30,9.8235,9.9284,9.6735,9.9134,1235320,
603116.SH,Їмтят—,2020-05-06,9.8534,10.1684,9.7935,10.1384,1565960,
603116.SH,Їмтят—,2020-05-07,10.1384,10.2134,10.0034,10.1234,1404140,
603116.SH,Їмтят—,2020-05-08,10.1384,10.1684,10.0784,10.1234,1400420,
603116.SH,Їмтят—,2020-05-11,10.1234,10.2284,9.9434,10.0484,1924895,
603116.SH,Їмтят—,2020-05-12,10.0484,10.0484,9.7485,9.8684,1563860,
603116.SH,Їмтят—,2020-05-13,9.8534,9.9434,9.7935,9.8984,951160,
603116.SH,Їмтят—,2020-05-14,9.8235,9.9284,9.7635,9.7935,1665660,
603116.SH,Їмтят—,2020-05-15,9.8684,9.9284,9.7035,9.7185,1260710,
603116.SH,Їмтят—,2020-05-18,9.7185,9.7635,9.5535,9.5835,1619900,
603116.SH,Їмтят—,2020-05-19,9.6285,9.6735,9.5385,9.6285,1432120,
603116.SH,Їмтят—,2020-05-20,9.5835,9.5985,9.4485,9.5235,1526075,
603116.SH,Їмтят—,2020-05-21,9.5385,9.5835,9.2835,9.2835,1693361,
603116.SH,Їмтят—,2020-05-22,9.4035,9.4335,9.1336,9.1936,1307120,
603116.SH,Їмтят—,2020-05-25,9.1636,9.3585,9.0886,9.2385,1103782,
603116.SH,Їмтят—,2020-05-26,9.2385,9.6435,9.2385,9.5535,1610721,
603116.SH,Їмтят—,2020-05-27,9.5385,9.6435,9.4635,9.5085,838440,
603116.SH,Їмтят—,2020-05-28,9.6285,9.6285,9.3135,9.4335,1305400,
603116.SH,Їмтят—,2020-05-29,9.3285,9.5535,9.3285,9.4185,1115959,
603116.SH,Їмтят—,2020-06-01,9.5085,9.6735,9.4485,9.5685,2213320,
603116.SH,Їмтят—,2020-06-02,9.5835,9.8235,9.5535,9.7635,2038963,
603116.SH,Їмтят—,2020-06-03,9.7935,10.1084,9.7485,10.0334,3186002,
603116.SH,Їмтят—,2020-06-04,9.9884,10.1234,9.9434,10.0634,2011442,
603116.SH,Їмтят—,2020-06-05,9.9584,10.1084,9.8235,10.0784,2244420,
603116.SH,Їмтят—,2020-06-08,10.0784,10.1234,9.7485,9.9434,1883020,
603116.SH,Їмтят—,2020-06-09,9.9434,10.1234,9.8984,10.1084,1830130,
603116.SH,Їмтят—,2020-06-10,10.1234,10.1684,9.8984,9.9584,1318730,
603116.SH,Їмтят—,2020-06-11,9.9584,10.9483,9.9584,10.9483,12354851,
603116.SH,Їмтят—,2020-06-12,10.7233,11.4732,10.6933,11.3232,12409564,
603116.SH,Їмтят—,2020-06-15,11.0683,11.3532,10.8733,11.1133,7618236,
603116.SH,Їмтят—,2020-06-16,10.9183,11.6532,10.9183,11.3982,7157734,
603116.SH,Їмтят—,2020-06-17,11.3532,11.5632,11.2032,11.4282,5588742,
603116.SH,Їмтят—,2020-06-18,11.3382,11.3832,11.0233,11.1133,5469920,
603116.SH,Їмтят—,2020-06-19,11.1439,11.19,10.8984,10.9751,2488600,
603116.SH,Їмтят—,2020-06-22,11.19,12.0803,10.9751,12.0803,9163963,
603116.SH,Їмтят—,2020-06-23,12.5101,13.2929,12.5101,13.2929,4705592,
603116.SH,Їмтят—,2020-06-24,13.5539,14.5056,12.5715,13.1087,27164304,
603116.SH,Їмтят—,2020-06-29,11.804,13.032,11.804,13.032,16016148,
603116.SH,Їмтят—,2020-06-30,12.725,13.1241,12.4487,12.4947,10224682,
603116.SH,Їмтят—,2020-07-01,12.3566,12.3873,11.8347,12.0649,9577152,
603116.SH,Їмтят—,2020-07-02,11.9882,13.1241,11.9728,12.5561,11016704,
603116.SH,Їмтят—,2020-07-03,12.3873,12.4333,12.0956,12.3259,7187000,
603116.SH,Їмтят—,2020-07-06,12.2798,12.7096,12.111,12.5868,9619110,
603116.SH,Їмтят—,2020-07-07,12.5868,13.4311,12.3259,13.1701,12227149,
603116.SH,Їмтят—,2020-07-08,12.8938,13.3083,12.7403,13.1087,8254138,
603116.SH,Їмтят—,2020-07-09,13.1087,13.4618,12.8938,13.032,9850531,
603116.SH,Їмтят—,2020-07-10,12.9245,13.032,12.5561,12.9092,9012840,
603116.SH,Їмтят—,2020-07-13,12.9092,13.646,12.8324,13.5539,12112047,
603116.SH,Їмтят—,2020-07-14,13.692,13.7074,13.1241,13.5078,8047620,
603116.SH,Їмтят—,2020-07-15,13.5078,14.8125,13.3697,14.0758,14017691,
603116.SH,Їмтят—,2020-07-16,13.8916,14.5516,13.2776,13.7074,10244240,
603116.SH,Їмтят—,2020-07-17,13.4311,13.7074,13.0627,13.4004,4987754,
603116.SH,Їмтят—,2020-07-20,13.4311,13.5846,12.2952,12.8938,9181474,
603116.SH,Їмтят—,2020-07-21,12.8478,13.1241,12.6022,13.032,4881987,
603116.SH,Їмтят—,2020-07-22,12.9092,13.032,12.7864,12.7864,3493973,
603116.SH,Їмтят—,2020-07-23,12.6636,12.6636,12.1417,12.4333,4303594,
603116.SH,Їмтят—,2020-07-24,12.464,12.5254,11.8961,11.9882,3334701,
603116.SH,Їмтят—,2020-07-27,11.9728,12.1877,11.5737,11.8347,2147440,
603116.SH,Їмтят—,2020-07-28,11.85,12.0803,11.85,12.0496,1309360,
603116.SH,Їмтят—,2020-07-29,12.0496,12.418,11.85,12.3105,3339520,
603116.SH,Їмтят—,2020-07-30,12.2491,12.3105,12.0035,12.0803,1910800,
603116.SH,Їмтят—,2020-07-31,12.0342,12.2184,11.9114,12.157,2722714,
603116.SH,Їмтят—,2020-08-03,12.1417,12.3719,12.1263,12.3719,3321120,
603116.SH,Їмтят—,2020-08-04,12.3105,12.4026,12.0956,12.1417,2762760,
603116.SH,Їмтят—,2020-08-05,12.1724,12.2031,11.9728,12.0803,1837300,
603116.SH,Їмтят—,2020-08-06,12.1263,12.157,11.85,11.9728,2719515,
603116.SH,Їмтят—,2020-08-07,12.0189,12.0189,11.7579,11.8807,1733640,
603116.SH,Їмтят—,2020-08-10,11.8193,12.1417,11.8193,12.0496,2329780,
603116.SH,Їмтят—,2020-08-11,12.0956,12.0956,11.8347,11.8961,1997180,
603116.SH,Їмтят—,2020-08-12,11.8807,11.8807,11.4663,11.6658,2382496,
603116.SH,Їмтят—,2020-08-13,11.7119,11.8193,11.6658,11.7579,1714300,
603116.SH,Їмтят—,2020-08-14,11.7579,11.8347,11.6658,11.7579,1054756,
603116.SH,Їмтят—,2020-08-17,11.7579,11.9575,11.6965,11.9421,1984754,
603116.SH,Їмтят—,2020-08-18,11.8961,11.9882,11.8654,11.9728,2703700,
603116.SH,Їмтят—,2020-08-19,12.0342,12.0342,11.7272,11.7426,2616000,
603116.SH,Їмтят—,2020-08-20,11.6658,11.7886,11.5891,11.5891,1416720,
603116.SH,Їмтят—,2020-08-21,11.5891,11.8807,11.5584,11.7426,1513200,
603116.SH,Їмтят—,2020-08-24,11.8193,11.85,11.6198,11.7272,1037566,
603116.SH,Їмтят—,2020-08-25,11.6812,11.7886,11.6351,11.6965,1134140,
603116.SH,Їмтят—,2020-08-26,11.6965,11.7272,11.3588,11.3895,1498420,
603116.SH,Їмтят—,2020-08-27,11.4663,11.5737,11.3281,11.4356,1312200,
603116.SH,Їмтят—,2020-08-28,11.4356,11.5277,11.3281,11.5123,1262554,
603116.SH,Їмтят—,2020-08-31,11.5891,11.7426,11.5584,11.5737,1597843,
603116.SH,Їмтят—,2020-09-01,11.6351,11.6812,11.5584,11.5891,1120060,
603116.SH,Їмтят—,2020-09-02,11.5891,11.6658,11.5277,11.6044,1598340,
603116.SH,Їмтят—,2020-09-03,11.6044,11.6198,11.4663,11.5277,1421020,
