´תֲכ,¼ע³ֶ,ָױֶÚ,¿×ֵּ¼Û(װ×),׳מ¸ß¼Û(װ×),׳מµֽ¼Û(װ×),Êױֵּ¼Û(װ×),³ֹ½»ֱ¿(¹ֹ),
003004.SZ,*STֹשׁ¸,2020-11-26,24.31,29.17,24.31,29.17,113995,
003004.SZ,*STֹשׁ¸,2020-11-27,32.09,32.09,32.09,32.09,84862,
003004.SZ,*STֹשׁ¸,2020-11-30,35.3,35.3,35.3,35.3,111249,
003004.SZ,*STֹשׁ¸,2020-12-01,38.83,38.83,38.83,38.83,203555,
003004.SZ,*STֹשׁ¸,2020-12-02,42.71,42.71,42.71,42.71,91251,
003004.SZ,*STֹשׁ¸,2020-12-03,46.98,46.98,46.98,46.98,85979,
003004.SZ,*STֹשׁ¸,2020-12-04,51.68,51.68,51.68,51.68,92651,
003004.SZ,*STֹשׁ¸,2020-12-07,56.85,56.85,46.51,46.51,1573300,
003004.SZ,*STֹשׁ¸,2020-12-08,41.86,50.18,41.86,47.97,11503671,
003004.SZ,*STֹשׁ¸,2020-12-09,44.91,46.7,43.17,43.18,7275194,
003004.SZ,*STֹשׁ¸,2020-12-10,42,42.18,39.23,39.73,6724600,
003004.SZ,*STֹשׁ¸,2020-12-11,39.4,40.42,37.88,38.15,4440908,
003004.SZ,*STֹשׁ¸,2020-12-14,37.57,38.13,36.85,37.91,3277003,
003004.SZ,*STֹשׁ¸,2020-12-15,37.48,41.5,37.21,40.07,5768759,
003004.SZ,*STֹשׁ¸,2020-12-16,39.5,39.55,37.4,37.49,4135760,
003004.SZ,*STֹשׁ¸,2020-12-17,37.4,38.3,37.01,37.98,2879241,
003004.SZ,*STֹשׁ¸,2020-12-18,37.7,37.7,36.58,36.8,2913048,
003004.SZ,*STֹשׁ¸,2020-12-21,36.33,36.78,35.61,36.38,2240957,
003004.SZ,*STֹשׁ¸,2020-12-22,36.1,36.32,34.15,34.15,3390097,
003004.SZ,*STֹשׁ¸,2020-12-23,34.05,34.8,33.53,33.81,1904825,
003004.SZ,*STֹשׁ¸,2020-12-24,33.9,34.48,32.31,33.18,2369755,
003004.SZ,*STֹשׁ¸,2020-12-25,32.8,33.55,32.31,32.61,1727476,
003004.SZ,*STֹשׁ¸,2020-12-28,32.06,32.6,30.9,31.06,2140194,
003004.SZ,*STֹשׁ¸,2020-12-29,30.96,31.74,30.7,31.14,1395878,
003004.SZ,*STֹשׁ¸,2020-12-30,30.91,33.55,30.69,32.13,2288848,
003004.SZ,*STֹשׁ¸,2020-12-31,31.96,33.28,31.8,32.63,2160689,
003004.SZ,*STֹשׁ¸,2021-01-04,32.21,32.87,32.14,32.54,1536954,
003004.SZ,*STֹשׁ¸,2021-01-05,32.31,33.35,32.09,33.22,2230603,
003004.SZ,*STֹשׁ¸,2021-01-06,33.48,33.48,31.6,31.7,1986050,
003004.SZ,*STֹשׁ¸,2021-01-07,31.69,31.69,29.5,29.55,2272437,
003004.SZ,*STֹשׁ¸,2021-01-08,29.41,30.13,29.18,29.8,1136215,
003004.SZ,*STֹשׁ¸,2021-01-11,29.7,30,28.52,28.75,1256026,
003004.SZ,*STֹשׁ¸,2021-01-12,28.52,29.05,28.4,28.49,892470,
003004.SZ,*STֹשׁ¸,2021-01-13,28.52,28.59,27.18,27.24,1495143,
003004.SZ,*STֹשׁ¸,2021-01-14,27.24,28.5,26.72,28.01,1460416,
003004.SZ,*STֹשׁ¸,2021-01-15,27.9,29.38,27.71,28.89,1848088,
003004.SZ,*STֹשׁ¸,2021-01-18,28.72,29.28,28.6,28.9,1097524,
003004.SZ,*STֹשׁ¸,2021-01-19,28.71,29.54,28.71,29.06,1184095,
003004.SZ,*STֹשׁ¸,2021-01-20,29,29.74,28.72,29.6,1610774,
003004.SZ,*STֹשׁ¸,2021-01-21,29.45,30.45,29.22,29.81,1923712,
003004.SZ,*STֹשׁ¸,2021-01-22,29.5,30.33,29.45,30.21,1645986,
003004.SZ,*STֹשׁ¸,2021-01-25,30.28,30.95,29.01,29.1,1806039,
003004.SZ,*STֹשׁ¸,2021-01-26,29.6,32.01,29.53,32.01,2698563,
003004.SZ,*STֹשׁ¸,2021-01-27,32,34.87,30.65,33.3,6171930,
003004.SZ,*STֹשׁ¸,2021-01-28,31.7,32.28,30.74,30.99,3509248,
003004.SZ,*STֹשׁ¸,2021-01-29,31.49,31.49,28.6,28.95,2761047,
003004.SZ,*STֹשׁ¸,2021-02-01,28.45,29.38,28.04,29.24,1841521,
003004.SZ,*STֹשׁ¸,2021-02-02,29.19,29.4,28.51,28.67,1494961,
003004.SZ,*STֹשׁ¸,2021-02-03,28.85,28.85,27.2,27.3,1495495,
003004.SZ,*STֹשׁ¸,2021-02-04,27.43,28.17,27.05,27.6,1253027,
003004.SZ,*STֹשׁ¸,2021-02-05,27.66,28.65,27.63,27.83,1316064,
003004.SZ,*STֹשׁ¸,2021-02-08,28.07,29.15,27.79,28.03,939270,
003004.SZ,*STֹשׁ¸,2021-02-09,28.18,28.19,27.14,27.72,1254298,
003004.SZ,*STֹשׁ¸,2021-02-10,27.73,28.1,27.45,27.49,827192,
003004.SZ,*STֹשׁ¸,2021-02-18,27.8,28.5,27.8,28.38,1014582,
003004.SZ,*STֹשׁ¸,2021-02-19,28.44,29.15,28.4,29.05,1192058,
003004.SZ,*STֹשׁ¸,2021-02-22,29.08,29.63,28.88,29.02,1492739,
003004.SZ,*STֹשׁ¸,2021-02-23,28.95,29.02,28.2,28.6,917642,
003004.SZ,*STֹשׁ¸,2021-02-24,28.6,28.93,28.23,28.85,1099393,
003004.SZ,*STֹשׁ¸,2021-02-25,28.85,29.06,28.25,28.38,1021441,
003004.SZ,*STֹשׁ¸,2021-02-26,27.88,28.3,27.6,28.23,712520,
003004.SZ,*STֹשׁ¸,2021-03-01,28.26,28.79,28.26,28.7,684846,
003004.SZ,*STֹשׁ¸,2021-03-02,28.79,29.05,28.45,28.93,844833,
003004.SZ,*STֹשׁ¸,2021-03-03,28.93,29.84,28.75,29.67,1550762,
003004.SZ,*STֹשׁ¸,2021-03-04,29.57,29.85,29,29.3,1132388,
003004.SZ,*STֹשׁ¸,2021-03-05,29.3,29.66,29.12,29.65,946359,
003004.SZ,*STֹשׁ¸,2021-03-08,29.93,29.93,29.18,29.22,1084974,
003004.SZ,*STֹשׁ¸,2021-03-09,29.24,29.59,27.4,28.67,1397270,
003004.SZ,*STֹשׁ¸,2021-03-10,28.67,28.86,27.91,27.94,956318,
003004.SZ,*STֹשׁ¸,2021-03-11,27.94,28.3,27.66,28.3,519248,
003004.SZ,*STֹשׁ¸,2021-03-12,28.31,28.35,27.9,28.12,527542,
003004.SZ,*STֹשׁ¸,2021-03-15,28.1,28.31,27.5,28.15,720606,
003004.SZ,*STֹשׁ¸,2021-03-16,27.86,29.27,27.76,28.59,1481404,
003004.SZ,*STֹשׁ¸,2021-03-17,28.46,28.91,28.16,28.82,1369954,
003004.SZ,*STֹשׁ¸,2021-03-18,28.67,29.05,28.63,28.95,927297,
003004.SZ,*STֹשׁ¸,2021-03-19,28.9,29.65,28.89,29.49,1698018,
003004.SZ,*STֹשׁ¸,2021-03-22,29.22,30.16,29.22,30.11,1990989,
003004.SZ,*STֹשׁ¸,2021-03-23,30.16,30.49,29.18,29.51,1694840,
003004.SZ,*STֹשׁ¸,2021-03-24,29.4,30.39,29.18,29.55,1291418,
003004.SZ,*STֹשׁ¸,2021-03-25,29.55,29.84,29.01,29.72,1033254,
003004.SZ,*STֹשׁ¸,2021-03-26,29.72,30.36,29.43,30.06,1475477,
003004.SZ,*STֹשׁ¸,2021-03-29,30.51,30.51,29.41,29.55,1282012,
003004.SZ,*STֹשׁ¸,2021-03-30,29.55,32.51,29.03,32.51,3798394,
003004.SZ,*STֹשׁ¸,2021-03-31,32.42,33.88,31.16,31.99,6495770,
003004.SZ,*STֹשׁ¸,2021-04-01,31.42,31.61,30.4,30.9,3301406,
003004.SZ,*STֹשׁ¸,2021-04-02,31.01,31.94,31.01,31.58,2943810,
003004.SZ,*STֹשׁ¸,2021-04-06,31.09,32.2,30.77,32.16,2316632,
003004.SZ,*STֹשׁ¸,2021-04-07,31.9,32.96,31.26,32.25,3307319,
003004.SZ,*STֹשׁ¸,2021-04-08,32.29,33.18,31.86,32.5,3542432,
003004.SZ,*STֹשׁ¸,2021-04-09,32.05,34.87,31.6,33.99,4823291,
003004.SZ,*STֹשׁ¸,2021-04-12,34.65,36.89,33.11,35.62,5577739,
003004.SZ,*STֹשׁ¸,2021-04-13,33.88,34.35,32.06,32.06,4298278,
003004.SZ,*STֹשׁ¸,2021-04-14,31.01,31.98,29.8,31.39,3272756,
003004.SZ,*STֹשׁ¸,2021-04-15,30.94,34.53,30.25,34.53,5306451,
003004.SZ,*STֹשׁ¸,2021-04-16,34.54,35.18,33.04,33.41,4732507,
003004.SZ,*STֹשׁ¸,2021-04-19,33.4,33.52,32.6,33,2665413,
003004.SZ,*STֹשׁ¸,2021-04-20,32.6,33.08,31.99,32.1,2226389,
003004.SZ,*STֹשׁ¸,2021-04-21,31.8,35.31,31.56,35.31,4460954,
003004.SZ,*STֹשׁ¸,2021-04-22,36,36.19,33.8,34.08,5838398,
003004.SZ,*STֹשׁ¸,2021-04-23,34.08,34.34,32.91,33.45,2680548,
003004.SZ,*STֹשׁ¸,2021-04-26,33.6,34.5,32.98,34.18,3701450,
003004.SZ,*STֹשׁ¸,2021-04-27,33.78,34.36,32.01,34.33,3347619,
003004.SZ,*STֹשׁ¸,2021-04-28,33.99,34.97,32.8,32.86,2544012,
003004.SZ,*STֹשׁ¸,2021-04-29,32.33,32.5,30.4,30.7,2750689,
003004.SZ,*STֹשׁ¸,2021-04-30,30.7,30.7,29.18,29.18,1711222,
003004.SZ,*STֹשׁ¸,2021-05-06,29.3,29.45,28.75,29.01,1187609,
003004.SZ,*STֹשׁ¸,2021-05-07,29.07,29.21,28.04,28.08,1188266,
003004.SZ,*STֹשׁ¸,2021-05-10,28.08,28.6,27.98,28.57,773756,
003004.SZ,*STֹשׁ¸,2021-05-11,28.31,29.41,28.31,29.11,826341,
003004.SZ,*STֹשׁ¸,2021-05-12,29.37,29.49,28.9,29.15,664902,
003004.SZ,*STֹשׁ¸,2021-05-13,28.96,29.32,28.5,28.54,646000,
003004.SZ,*STֹשׁ¸,2021-05-14,28.49,28.9,28.38,28.72,488448,
003004.SZ,*STֹשׁ¸,2021-05-17,28.73,28.94,27.88,28.14,841918,
003004.SZ,*STֹשׁ¸,2021-05-18,28,28.44,27.89,28.27,355842,
003004.SZ,*STֹשׁ¸,2021-05-19,28.27,28.39,28.09,28.09,397200,
003004.SZ,*STֹשׁ¸,2021-05-20,28.08,28.15,27.26,27.27,967970,
003004.SZ,*STֹשׁ¸,2021-05-21,27.28,27.77,27.28,27.51,440705,
003004.SZ,*STֹשׁ¸,2021-05-24,27.61,27.79,27.48,27.66,365924,
003004.SZ,*STֹשׁ¸,2021-05-25,27.63,27.85,27.28,27.78,521179,
003004.SZ,*STֹשׁ¸,2021-05-26,27.79,28.26,27.73,28.15,500800,
003004.SZ,*STֹשׁ¸,2021-05-27,28.13,29.07,28.02,28.71,853500,
003004.SZ,*STֹשׁ¸,2021-05-28,28.73,28.8,28.21,28.29,532898,
003004.SZ,*STֹשׁ¸,2021-05-31,28.24,28.46,28.13,28.32,488006,
003004.SZ,*STֹשׁ¸,2021-06-01,28.13,28.96,28.13,28.75,543100,
003004.SZ,*STֹשׁ¸,2021-06-02,28.75,29.1845,28.4671,28.9521,719006,
003004.SZ,*STֹשׁ¸,2021-06-03,29.0936,29.0936,28.4367,28.4873,646612,
003004.SZ,*STֹשׁ¸,2021-06-04,28.4772,28.4772,28.0325,28.0426,662813,
003004.SZ,*STֹשׁ¸,2021-06-07,28.083,28.275,27.9416,28.2346,441472,
003004.SZ,*STֹשׁ¸,2021-06-08,28.2245,28.8005,28.0022,28.5984,639404,
003004.SZ,*STֹשׁ¸,2021-06-09,28.5984,28.5984,28.0628,28.1538,472412,
003004.SZ,*STֹשׁ¸,2021-06-10,28.4974,29.2048,28.1942,28.9521,1179748,
003004.SZ,*STֹשׁ¸,2021-06-11,28.9723,30.0839,28.649,29.5483,1822772,
003004.SZ,*STֹשׁ¸,2021-06-15,29.4069,29.4574,28.5984,28.7298,1034337,
003004.SZ,*STֹשׁ¸,2021-06-16,28.5681,29.0936,28.4367,28.558,648445,
003004.SZ,*STֹשׁ¸,2021-06-17,28.558,28.8005,28.2953,28.8005,580200,
003004.SZ,*STֹשׁ¸,2021-06-18,28.8005,29.2553,28.4873,28.7197,580318,
003004.SZ,*STֹשׁ¸,2021-06-21,28.6995,28.9521,28.5681,28.8308,669196,
003004.SZ,*STֹשׁ¸,2021-06-22,28.9218,29.0026,28.7298,29.0026,674020,
003004.SZ,*STֹשׁ¸,2021-06-23,28.9521,29.2048,28.8612,29.033,637200,
003004.SZ,*STֹשׁ¸,2021-06-24,29.033,29.033,28.1235,28.4671,790248,
003004.SZ,*STֹשׁ¸,2021-06-25,28.4772,28.6591,28.1437,28.3862,565612,
003004.SZ,*STֹשׁ¸,2021-06-28,28.5176,28.5176,28.2953,28.4266,555430,
003004.SZ,*STֹשׁ¸,2021-06-29,28.4165,28.4772,27.9315,28.0932,932370,
003004.SZ,*STֹשׁ¸,2021-06-30,27.891,28.6894,27.891,28.4468,1027660,
003004.SZ,*STֹשׁ¸,2021-07-01,28.3054,28.3963,27.6889,27.6889,686724,
003004.SZ,*STֹשׁ¸,2021-07-02,27.6889,27.8506,27.2443,27.2645,702578,
003004.SZ,*STֹשׁ¸,2021-07-05,27.1837,27.6788,27.1331,27.5374,402814,
003004.SZ,*STֹשׁ¸,2021-07-06,27.4464,27.7395,27.3352,27.6687,322314,
003004.SZ,*STֹשׁ¸,2021-07-07,27.7698,28.0426,27.5879,27.8809,423447,
003004.SZ,*STֹשׁ¸,2021-07-08,27.8304,27.9517,27.4868,27.6283,348812,
003004.SZ,*STֹשׁ¸,2021-07-09,27.6889,27.79,27.2342,27.3757,383424,
003004.SZ,*STֹשׁ¸,2021-07-12,27.3757,27.7294,27.3049,27.4767,419124,
003004.SZ,*STֹשׁ¸,2021-07-13,27.4868,27.6182,27.2948,27.5374,552868,
003004.SZ,*STֹשׁ¸,2021-07-14,27.5879,27.8607,27.2847,27.3049,458400,
003004.SZ,*STֹשׁ¸,2021-07-15,27.406,27.4464,26.7087,26.7895,649585,
003004.SZ,*STֹשׁ¸,2021-07-16,26.7895,27.0018,26.547,26.5571,497312,
003004.SZ,*STֹשׁ¸,2021-07-19,26.6582,26.6582,25.7184,25.9811,542412,
003004.SZ,*STֹשׁ¸,2021-07-20,25.9609,26.1125,25.6779,26.0215,303512,
003004.SZ,*STֹשׁ¸,2021-07-21,26.0013,26.3954,26.0013,26.2236,380200,
003004.SZ,*STֹשׁ¸,2021-07-22,26.0822,26.5268,26.0215,26.2742,361112,
003004.SZ,*STֹשׁ¸,2021-07-23,26.5672,26.5672,25.7689,25.8093,451760,
003004.SZ,*STֹשׁ¸,2021-07-26,25.7992,25.8194,24.8089,25.0312,546672,
003004.SZ,*STֹשׁ¸,2021-07-27,25.1929,25.2535,24.5866,24.6977,430868,
003004.SZ,*STֹשׁ¸,2021-07-28,24.6977,24.9099,23.2425,23.4851,515224,
003004.SZ,*STֹשׁ¸,2021-07-29,23.6164,24.0207,23.6164,23.7882,303136,
003004.SZ,*STֹשׁ¸,2021-07-30,23.8691,24.1015,23.283,24.0308,376412,
003004.SZ,*STֹשׁ¸,2021-08-02,24.0409,25.6779,23.9903,24.9605,714146,
003004.SZ,*STֹשׁ¸,2021-08-03,25.1828,25.2232,24.7078,24.7381,395990,
003004.SZ,*STֹשׁ¸,2021-08-04,24.5967,25.2535,24.5866,24.8796,233154,
003004.SZ,*STֹשׁ¸,2021-08-05,24.8897,25.0009,24.6876,24.9504,223296,
003004.SZ,*STֹשׁ¸,2021-08-06,25.0413,25.0514,24.2228,24.3541,357124,
003004.SZ,*STֹשׁ¸,2021-08-09,24.3339,24.8695,24.3238,24.7988,312706,
003004.SZ,*STֹשׁ¸,2021-08-10,24.6573,25.4657,24.6573,25.3344,552530,
003004.SZ,*STֹשׁ¸,2021-08-11,25.1626,25.5668,25.1626,25.395,304500,
003004.SZ,*STֹשׁ¸,2021-08-12,25.2939,25.6173,25.2636,25.4152,417412,
003004.SZ,*STֹשׁ¸,2021-08-13,25.4051,25.6173,24.9301,25.1929,335612,
003004.SZ,*STֹשׁ¸,2021-08-16,25.1929,25.9205,25.0312,25.7184,502779,
003004.SZ,*STֹשׁ¸,2021-08-17,25.6476,25.7386,24.7381,24.7482,452612,
003004.SZ,*STֹשׁ¸,2021-08-18,24.8594,25.2333,24.6775,25.2333,404816,
003004.SZ,*STֹשׁ¸,2021-08-19,25.112,25.3647,24.9504,24.9908,247672,
003004.SZ,*STֹשׁ¸,2021-08-20,24.9908,25.4152,23.2425,24.5057,632277,
003004.SZ,*STֹשׁ¸,2021-08-23,24.5158,26.0013,24.5057,25.87,1111228,
003004.SZ,*STֹשׁ¸,2021-08-24,25.8497,25.9508,25.4859,25.5466,431966,
003004.SZ,*STֹשׁ¸,2021-08-25,25.6375,25.8598,25.4758,25.8497,375928,
003004.SZ,*STֹשׁ¸,2021-08-26,25.8497,25.8497,25.304,25.3546,352436,
003004.SZ,*STֹשׁ¸,2021-08-27,25.4253,25.7588,24.9099,25.6274,556712,
003004.SZ,*STֹשׁ¸,2021-08-30,25.6577,26.1731,24.7381,24.8291,1053658,
003004.SZ,*STֹשׁ¸,2021-08-31,24.7381,25.1323,24.6876,24.8695,478142,
003004.SZ,*STֹשׁ¸,2021-09-01,24.8594,25.1828,24.3238,25.0514,480236,
003004.SZ,*STֹשׁ¸,2021-09-02,25.2333,25.2434,24.5562,24.7381,341506,
003004.SZ,*STֹשׁ¸,2021-09-03,24.8796,25.112,24.7381,24.92,321800,
003004.SZ,*STֹשׁ¸,2021-09-06,25.011,25.2333,24.9301,25.1929,359512,
003004.SZ,*STֹשׁ¸,2021-09-07,25.203,25.6476,25.0009,25.4556,397400,
003004.SZ,*STֹשׁ¸,2021-09-08,25.4556,26.3449,25.4455,25.6982,409600,
003004.SZ,*STֹשׁ¸,2021-09-09,25.9508,25.9508,25.3647,25.6072,291100,
003004.SZ,*STֹשׁ¸,2021-09-10,25.8295,25.8295,25.2636,25.5567,357542,
003004.SZ,*STֹשׁ¸,2021-09-13,25.6274,26.0215,25.2737,25.971,601648,
003004.SZ,*STֹשׁ¸,2021-09-14,25.7386,26.2742,25.7386,25.971,584500,
003004.SZ,*STֹשׁ¸,2021-09-15,25.971,26.9108,25.8396,26.5672,855339,
003004.SZ,*STֹשׁ¸,2021-09-16,26.4561,26.7895,25.8295,25.8295,737247,
003004.SZ,*STֹשׁ¸,2021-09-17,25.8497,26.5571,25.6173,25.9609,568907,
003004.SZ,*STֹשׁ¸,2021-09-22,25.5668,25.7386,25.0918,25.2737,518312,
003004.SZ,*STֹשׁ¸,2021-09-23,25.4455,25.8093,25.3344,25.7891,329236,
003004.SZ,*STֹשׁ¸,2021-09-24,25.7891,25.8497,25.2838,25.3546,337300,
003004.SZ,*STֹשׁ¸,2021-09-27,25.8598,25.8598,24.4855,24.5866,545700,
003004.SZ,*STֹשׁ¸,2021-09-28,24.536,24.7584,24.2531,24.4754,263524,
003004.SZ,*STֹשׁ¸,2021-09-29,24.4855,24.4855,23.9499,24.051,266884,
003004.SZ,*STֹשׁ¸,2021-09-30,23.9701,24.4552,23.9701,24.2531,127798,
003004.SZ,*STֹשׁ¸,2021-10-08,24.243,25.1323,24.243,25.0817,361624,
003004.SZ,*STֹשׁ¸,2021-10-11,25.0817,25.9003,24.9605,25.6173,471908,
003004.SZ,*STֹשׁ¸,2021-10-12,25.4657,25.7588,25.1323,25.4556,350424,
003004.SZ,*STֹשׁ¸,2021-10-13,25.6982,25.6982,25.011,25.3647,277712,
003004.SZ,*STֹשׁ¸,2021-10-14,25.1019,25.87,25.1019,25.6173,252300,
003004.SZ,*STֹשׁ¸,2021-10-15,25.9508,25.9508,25.2737,25.4657,240400,
003004.SZ,*STֹשׁ¸,2021-10-18,25.2838,25.6577,25.2636,25.4657,144085,
003004.SZ,*STֹשׁ¸,2021-10-19,25.2737,25.5668,25.2737,25.5264,129700,
003004.SZ,*STֹשׁ¸,2021-10-20,25.5466,25.5769,24.9706,25.0211,273600,
003004.SZ,*STֹשׁ¸,2021-10-21,25.0312,25.0312,24.1823,24.2834,657946,
003004.SZ,*STֹשׁ¸,2021-10-22,24.2632,24.6977,24.1217,24.3845,246590,
003004.SZ,*STֹשׁ¸,2021-10-25,24.3743,24.8594,24.1318,24.8089,266085,
003004.SZ,*STֹשׁ¸,2021-10-26,24.6674,24.7786,24.4754,24.7786,251597,
003004.SZ,*STֹשׁ¸,2021-10-27,24.5057,24.9301,24.5057,24.7988,269512,
003004.SZ,*STֹשׁ¸,2021-10-28,24.8089,25.1626,24.2531,24.627,383196,
003004.SZ,*STֹשׁ¸,2021-10-29,24.5866,24.7786,24.5562,24.6472,170744,
003004.SZ,*STֹשׁ¸,2021-11-01,24.6472,25.2131,24.4148,25.0615,284500,
003004.SZ,*STֹשׁ¸,2021-11-02,25.1221,25.2434,24.8594,24.9099,431708,
003004.SZ,*STֹשׁ¸,2021-11-03,24.8089,24.819,24.4855,24.5967,219700,
003004.SZ,*STֹשׁ¸,2021-11-04,24.344,24.8392,24.3339,24.5866,217312,
003004.SZ,*STֹשׁ¸,2021-11-05,24.5866,25.587,24.5866,25.4253,724724,
003004.SZ,*STֹשׁ¸,2021-11-08,25.5163,25.7285,25.2131,25.6173,465112,
003004.SZ,*STֹשׁ¸,2021-11-09,25.587,25.6375,25.3546,25.4556,353800,
003004.SZ,*STֹשׁ¸,2021-11-10,25.5668,25.87,25.4253,25.8598,557400,
003004.SZ,*STֹשׁ¸,2021-11-11,25.7891,26.1933,25.6881,25.8093,530036,
003004.SZ,*STֹשׁ¸,2021-11-12,25.8093,25.9306,25.587,25.8194,388912,
003004.SZ,*STֹשׁ¸,2021-11-15,25.7992,26.7693,25.779,26.3045,888594,
003004.SZ,*STֹשׁ¸,2021-11-16,26.3146,26.8906,26.1226,26.6986,850800,
003004.SZ,*STֹשׁ¸,2021-11-17,26.638,26.6481,26.2843,26.4763,536005,
003004.SZ,*STֹשׁ¸,2021-11-18,26.4156,26.7188,25.8093,25.8093,657702,
003004.SZ,*STֹשׁ¸,2021-11-19,25.9912,28.2953,25.971,26.7289,1673574,
003004.SZ,*STֹשׁ¸,2021-11-22,26.5773,27.7698,26.5773,27.2443,1715940,
003004.SZ,*STֹשׁ¸,2021-11-23,27.1533,27.5879,26.7794,27.0725,1172696,
003004.SZ,*STֹשׁ¸,2021-11-24,27.0725,27.0725,26.5268,26.6885,849248,
003004.SZ,*STֹשׁ¸,2021-11-25,26.8704,26.9411,26.4763,26.5268,534459,
003004.SZ,*STֹשׁ¸,2021-11-26,26.5167,26.6178,26.0215,26.1933,606280,
003004.SZ,*STֹשׁ¸,2021-11-29,25.8194,26.446,25.7992,25.8801,637218,
003004.SZ,*STֹשׁ¸,2021-11-30,25.9407,26.6076,25.9306,26.254,639228,
003004.SZ,*STֹשׁ¸,2021-12-01,26.0822,26.8805,25.971,26.8199,665000,
003004.SZ,*STֹשׁ¸,2021-12-02,26.8603,27.0321,26.446,26.547,467920,
003004.SZ,*STֹשׁ¸,2021-12-03,26.7289,26.7289,26.4258,26.547,352750,
003004.SZ,*STֹשׁ¸,2021-12-06,26.547,26.5571,25.2939,25.3344,1027812,
003004.SZ,*STֹשׁ¸,2021-12-07,25.5668,25.6173,25.1828,25.3445,402712,
003004.SZ,*STֹשׁ¸,2021-12-08,25.1727,25.5668,25.1727,25.2535,305038,
003004.SZ,*STֹשׁ¸,2021-12-09,25.2434,25.395,24.9605,25.3849,459600,
003004.SZ,*STֹשׁ¸,2021-12-10,25.3849,25.5264,25.1424,25.4657,463012,
003004.SZ,*STֹשׁ¸,2021-12-13,25.4455,25.8194,25.2939,25.4758,540900,
003004.SZ,*STֹשׁ¸,2021-12-14,25.2636,26.0417,25.2636,25.8396,507212,
003004.SZ,*STֹשׁ¸,2021-12-15,25.8194,26.5268,25.7285,26.3247,673026,
003004.SZ,*STֹשׁ¸,2021-12-16,26.2742,26.6481,26.0721,26.3247,448806,
003004.SZ,*STֹשׁ¸,2021-12-17,26.3247,26.3954,25.8801,26.0721,342572,
003004.SZ,*STֹשׁ¸,2021-12-20,26.0215,27.1634,26.0215,26.638,1107839,
003004.SZ,*STֹשׁ¸,2021-12-21,26.6279,26.9816,26.4561,26.7997,567312,
003004.SZ,*STֹשׁ¸,2021-12-22,26.9613,26.9613,26.5167,26.7592,513112,
003004.SZ,*STֹשׁ¸,2021-12-23,26.7289,26.7289,26.2337,26.3348,522629,
003004.SZ,*STֹשׁ¸,2021-12-24,26.4156,26.739,26.062,26.3348,510812,
003004.SZ,*STֹשׁ¸,2021-12-27,26.6683,27.1634,26.1226,26.6784,654976,
003004.SZ,*STֹשׁ¸,2021-12-28,26.5268,27.7192,26.3853,26.9613,1214642,
003004.SZ,*STֹשׁ¸,2021-12-29,26.8704,27.0018,26.4864,26.9007,697342,
003004.SZ,*STֹשׁ¸,2021-12-30,27.6788,27.6788,26.7794,27.0725,850739,
003004.SZ,*STֹשׁ¸,2021-12-31,27.0119,27.7395,26.6683,27.4161,1092487,
003004.SZ,*STֹשׁ¸,2022-01-04,27.598,28.2245,27.1634,28.1033,1515071,
003004.SZ,*STֹשׁ¸,2022-01-05,28.174,28.3963,27.6384,28.366,1444342,
003004.SZ,*STֹשׁ¸,2022-01-06,28.1538,31.2056,27.891,29.9121,4578593,
003004.SZ,*STֹשׁ¸,2022-01-07,29.3058,29.801,27.7091,28.4165,3733046,
003004.SZ,*STֹשׁ¸,2022-01-10,27.8506,28.1942,26.2843,27.5171,1599766,
003004.SZ,*STֹשׁ¸,2022-01-11,27.5171,27.79,27.1736,27.2241,917761,
003004.SZ,*STֹשׁ¸,2022-01-12,27.2241,27.5272,27.0119,27.5272,691561,
003004.SZ,*STֹשׁ¸,2022-01-13,27.7597,28.1134,27.2847,27.2847,1066785,
003004.SZ,*STֹשׁ¸,2022-01-14,27.2443,27.6081,26.9816,27.022,749906,
003004.SZ,*STֹשׁ¸,2022-01-17,26.9816,28.0426,26.9816,27.9011,1070090,
003004.SZ,*STֹשׁ¸,2022-01-18,27.9214,28.083,27.0422,27.0826,990443,
003004.SZ,*STֹשׁ¸,2022-01-19,27.0422,28.2447,27.0422,27.9618,1215044,
003004.SZ,*STֹשׁ¸,2022-01-20,27.9618,28.7904,27.3757,28.6591,1949545,
003004.SZ,*STֹשׁ¸,2022-01-21,28.7803,29.0026,28.0022,28.0426,1770404,
003004.SZ,*STֹשׁ¸,2022-01-24,27.79,28.1538,26.9714,27.2342,1072144,
003004.SZ,*STֹשׁ¸,2022-01-25,27.2443,27.5475,25.395,25.395,1125324,
003004.SZ,*STֹשׁ¸,2022-01-26,25.395,25.8295,25.1626,25.4961,376846,
003004.SZ,*STֹשׁ¸,2022-01-27,25.6678,25.6678,24.1722,24.2026,655222,
003004.SZ,*STֹשׁ¸,2022-01-28,24.2026,25.1323,24.1823,24.6674,492618,
003004.SZ,*STֹשׁ¸,2022-02-07,25.395,25.5466,24.5967,24.9807,553248,
003004.SZ,*STֹשׁ¸,2022-02-08,24.8897,25.5062,24.7584,25.2636,438100,
003004.SZ,*STֹשׁ¸,2022-02-09,25.2636,25.7588,25.2535,25.6881,598924,
003004.SZ,*STֹשׁ¸,2022-02-10,25.6982,25.7487,25.3748,25.6779,434800,
