΄ϊΒλ,Ός³Ζ,ΘΥΖΪ,ΏªΕΜΌΫ(Τª),ΧξΈίΌΫ(Τª),ΧξµΝΌΫ(Τª),ΚΥΕΜΌΫ(Τª),³Ι½»ΑΏ(ΉΙ),
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-12,43.0069,44.071,42.2088,42.5635,7813706,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-13,42.4157,43.1842,41.7063,42.534,7624686,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-14,42.3271,44.1597,42.2975,43.332,6719493,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-15,40.79,43.3911,40.79,42.0906,8286373,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-16,42.7113,45.6671,41.5881,43.805,16923916,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-19,43.6276,47.2337,42.8295,45.342,18108242,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-20,45.0759,46.2583,44.5735,45.5784,12823042,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-21,45.0759,47.5293,44.7213,47.1155,14257994,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-22,47.0268,47.2632,44.5439,44.6621,15707028,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-23,44.3074,44.9873,42.4453,42.7409,17024455,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-26,42.7409,45.2533,41.9724,43.9527,13479738,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-27,43.9527,45.0168,42.5635,42.6522,7741111,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-28,43.066,45.0759,42.2679,43.2434,10388796,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-29,43.2729,44.4257,42.5931,44.1005,6955253,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-30,44.7508,44.7804,42.2679,43.7754,13544653,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-06,43.7458,44.2483,41.7063,41.9724,9528060,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-07,42.6226,43.8641,41.8837,41.9132,8324069,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-10,42.2384,42.4748,41.2039,42.1793,6078687,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-11,42.1793,42.6226,41.0265,42.0019,5273517,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-12,41.6177,41.9132,39.5486,39.9624,10211075,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-13,40.0215,40.1989,39.1052,39.2235,7758493,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-14,39.5486,41.6177,38.8392,41.0265,11856022,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-17,40.9969,41.8246,39.6373,41.1743,10551167,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-18,40.9674,44.7804,40.9674,44.2779,13406855,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-19,44.9577,45.4602,42.8,45.0464,11378606,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-20,44.8395,47.4406,44.2483,47.1155,18800823,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-21,47.411,47.6771,44.9282,45.8445,19058247,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-24,46.2287,48.4751,46.1992,48.0909,14744635,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-25,48.7707,49.2436,46.7016,48.8298,13695247,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-26,48.8003,49.953,48.2682,49.7166,9642177,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-27,49.7461,49.9826,48.4456,49.7757,7277024,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-28,49.421,50.1008,48.6525,49.7757,8836128,
603885.SH,ΌªΟιΊ½ΏΥ,2021-05-31,49.0958,49.3027,47.3815,48.9185,12188963,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-01,49.0072,50.2486,48.2682,49.953,7895528,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-02,50.0713,50.8398,48.8298,50.3373,8651551,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-03,50.5442,51.7856,50.4259,50.9284,9194651,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-04,51.7265,51.7265,50.3077,50.5737,6983836,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-07,50.9008,52.5955,50.3062,50.6927,11951448,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-08,51.2873,51.436,49.4142,50.7224,8446700,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-09,52.1495,52.4766,50.4251,51.7927,8447082,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-10,51.7333,52.536,50.99,51.7927,6004754,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-11,51.436,52.0901,50.1278,50.1872,5529449,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-15,50.1278,50.4845,49.0574,49.2953,6177196,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-16,49.8007,50.8711,47.4816,47.9871,7754723,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-17,47.0951,48.7006,46.9762,47.5708,4333906,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-18,47.1546,48.6114,46.7978,48.4033,7573955,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-21,48.4033,48.8493,46.7383,47.3032,5720986,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-22,47.2735,49.0277,47.0059,47.4222,5695975,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-23,47.4222,48.7601,47.2735,48.0465,5061041,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-24,48.2249,48.7304,46.9762,47.1249,4203769,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-25,47.4222,48.7898,46.7681,48.1952,5504279,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-28,48.4033,48.4628,46.114,46.9762,8034996,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-29,46.6789,46.9167,44.895,45.4301,7536089,
603885.SH,ΌªΟιΊ½ΏΥ,2021-06-30,45.3409,46.441,44.3301,45.3707,5734291,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-01,45.9356,45.9356,44.8355,44.8652,2684710,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-02,45.1626,45.3409,44.2409,44.776,3810050,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-05,45.4301,45.4896,43.4084,43.5868,4611703,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-06,43.7057,45.0436,43.2003,43.8841,5106258,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-07,44.0922,44.1814,43.1705,43.4678,3403541,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-08,43.4084,43.676,42.4272,42.5759,3822760,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-09,42.4272,43.2895,41.9813,43.1111,5300470,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-12,43.1111,43.2597,41.8029,42.7543,5571888,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-13,42.2191,45.3112,42.1002,44.9544,9879780,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-14,44.5085,45.7869,40.4649,45.668,26761910,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-15,44.2706,44.449,41.7137,44.3003,17029574,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-16,43.0516,43.4976,41.9218,42.3678,9442666,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-19,42.0705,45.1923,41.9813,44.6869,12693799,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-20,44.6571,46.2329,43.7057,44.3301,6651208,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-21,43.9138,44.5977,41.9218,42.0705,13930077,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-22,42.3083,42.6056,39.9595,40.4649,13205257,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-23,39.9298,40.4352,39.3351,39.3649,6715348,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-26,38.0269,38.0567,35.8862,36.5701,16299696,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-27,36.4214,37.3431,36.2728,36.7782,9867146,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-28,36.5998,36.9269,35.4403,35.9754,5859825,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-29,35.9754,36.4512,35.6781,35.8268,5782881,
603885.SH,ΌªΟιΊ½ΏΥ,2021-07-30,35.7971,35.7971,34.0131,35.1132,8670115,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-02,34.1023,35.6187,33.8942,34.9646,10203023,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-03,35.7376,36.7485,35.3213,36.362,17518825,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-04,36.6593,36.6593,35.7673,35.8862,7558707,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-05,36.3025,39.2459,36.0349,38.9784,13816183,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-06,39.4541,39.9595,37.1052,37.4323,10467136,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-09,36.7187,39.6919,36.5701,39.4243,9308711,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-10,39.0378,39.3351,37.6107,38.6216,9898116,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-11,38.2351,39.3946,37.908,39.1865,8311960,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-12,38.7405,39.6622,38.6513,38.8,5932238,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-13,38.8,39.4541,37.7593,38.2945,7392280,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-16,38.354,39.6027,38.1756,39.127,6438558,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-17,39.6324,42.7543,38.8297,41.5947,16036812,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-18,41.0298,43.4381,40.3163,42.0407,9204610,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-19,41.7434,41.7434,40.019,40.4649,7181530,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-20,40.4649,41.0893,39.7514,40.9704,5724194,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-23,41.0298,41.0893,40.0487,40.1974,5299970,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-24,40.5541,41.9218,40.0487,41.5056,6200152,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-25,41.1785,42.8137,41.1785,42.8137,6226345,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-26,42.2488,43.1408,41.4164,42.4867,5211646,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-27,42.3975,42.9624,41.9218,42.1299,3272657,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-30,41.7731,41.9218,40.8812,41.5353,4396402,
603885.SH,ΌªΟιΊ½ΏΥ,2021-08-31,41.5353,42.8732,41.5353,42.1596,5828548,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-01,42.1894,43.4084,41.9813,42.784,5927494,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-02,42.784,43.6462,42.5164,43.2895,4737490,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-03,43.676,46.9762,42.8435,46.0842,10497268,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-06,46.114,48.1655,45.1328,47.5708,13298647,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-07,47.0654,47.8681,46.114,47.4222,10856858,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-08,46.7383,47.3924,46.5005,46.9167,5034038,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-09,46.5897,51.436,46.5005,50.5143,12210652,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-10,51.2873,52.982,48.6709,50.0386,13417943,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-13,47.4222,48.998,45.4896,47.1843,14171518,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-14,46.2924,48.5222,46.2032,46.6491,9204695,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-15,45.8167,47.0951,44.8355,45.3409,6979282,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-16,45.3707,46.3221,44.895,45.1923,6648222,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-17,44.895,48.0763,44.895,46.8275,9021837,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-22,46.6789,46.9762,44.0625,45.0436,8613156,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-23,45.6383,46.5897,44.8652,46.114,7221585,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-24,46.441,47.2141,45.1923,45.3409,5384688,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-27,44.895,45.9653,44.3301,44.9544,5228613,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-28,44.9544,45.2518,43.2597,45.0139,7170063,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-29,44.9247,45.0436,43.8246,44.5679,5822659,
603885.SH,ΌªΟιΊ½ΏΥ,2021-09-30,44.3003,45.3409,44.1814,44.776,5098605,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-08,46.3816,48.4628,45.7275,46.2329,10921799,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-11,46.887,50.2467,45.9653,49.4439,13534508,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-12,48.5222,50.2467,48.4628,49.7413,9572255,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-13,49.3547,52.2685,48.9088,50.544,10259320,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-14,49.7115,55.5984,49.7115,53.7848,14932971,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-15,51.436,54.4091,51.436,53.9037,11734703,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-18,53.1307,53.9037,51.1386,51.6738,10845090,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-19,51.1089,51.4657,49.5926,51.0792,10687982,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-20,52.0306,52.1198,48.9385,50.544,8670518,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-21,50.4548,51.2873,49.4439,50.5737,10760836,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-22,50.3656,51.1089,49.1466,49.4737,6467021,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-25,48.5222,50.3062,47.3032,50.0088,7614543,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-26,50.0683,51.6441,48.7601,48.9682,7334964,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-27,49.2953,50.3359,48.106,48.8493,5926842,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-28,48.0763,49.2061,46.6789,48.3439,9359410,
603885.SH,ΌªΟιΊ½ΏΥ,2021-10-29,48.0465,48.2547,45.7275,47.333,16427171,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-01,46.9167,47.5114,44.8058,46.887,10128029,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-02,46.3816,47.2438,44.8355,45.8761,7897628,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-03,45.4896,46.8573,45.0734,46.6491,6558336,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-04,46.7978,47.4519,45.3409,46.7086,7066280,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-05,46.8573,46.8573,45.8464,46.0842,4506341,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-08,47.6006,50.098,47.6006,47.8979,15670752,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-09,47.779,48.1655,45.9356,47.6898,9916846,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-10,47.66,47.66,46.0545,46.887,7032278,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-11,46.3816,47.8681,46.2626,47.6303,5940117,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-12,47.6303,51.0494,47.2141,50.6629,12378210,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-15,50.5143,50.5143,48.4033,49.1169,10167409,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-16,48.552,49.1169,47.779,48.1655,5069565,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-17,47.9573,48.879,47.779,48.0465,4500607,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-18,48.0465,48.2844,45.8167,46.4113,9098710,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-19,46.4113,46.8275,45.7275,46.7383,3751022,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-22,46.56,46.7978,45.9059,46.1734,5317778,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-23,46.3816,47.0654,46.1437,46.7086,5811166,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-24,46.441,46.56,45.0734,45.8464,4438673,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-25,45.8464,45.9653,45.1626,45.7275,2859103,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-26,45.3112,46.2329,43.7057,45.4896,4690757,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-29,44.4193,44.4787,42.3678,43.0516,12036804,
603885.SH,ΌªΟιΊ½ΏΥ,2021-11-30,42.8137,43.7652,42.784,43.4678,3501286,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-01,43.4678,45.0139,43.2895,44.6274,4385630,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-02,44.5382,45.7275,44.1219,44.2409,2918080,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-03,44.7166,45.1626,44.3301,44.7463,2410551,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-06,44.2409,44.5382,43.4084,43.5868,3002759,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-07,44.5382,46.6789,44.0328,45.7869,8181792,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-08,45.1626,46.3816,44.6571,45.6977,5074590,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-09,45.7869,46.9167,45.6383,45.9356,3537647,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-10,45.3409,46.5302,45.3112,46.3518,4386671,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-13,46.1437,47.7195,45.4896,47.3627,7951509,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-14,46.9762,46.9762,45.3409,45.7869,3947674,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-15,45.5193,45.9059,45.1328,45.6977,2721260,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-16,45.4301,45.9653,45.1328,45.8761,2277319,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-17,45.7869,45.7869,44.895,45.3112,2671135,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-20,45.3707,45.5193,44.7166,45.1626,2894937,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-21,45.1328,45.9653,44.7463,45.6383,2873256,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-22,45.7869,47.66,45.7869,46.8573,6331647,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-23,47.1546,47.5411,45.6383,45.7869,3106090,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-24,45.6383,46.114,45.3707,45.9356,2370480,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-27,45.9059,48.6114,45.5491,48.4331,7846003,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-28,48.6114,49.8602,47.5708,48.9088,4036297,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-29,48.7601,53.8145,48.4628,51.436,13892971,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-30,51.2873,52.8334,50.8711,51.9414,10099195,
603885.SH,ΌªΟιΊ½ΏΥ,2021-12-31,51.7333,53.428,51.0792,52.7739,5927995,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-04,52.8631,53.8442,50.3954,53.6361,12841187,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-05,52.3279,54.5875,51.9711,52.8928,10828131,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-06,53.3388,53.428,50.2764,51.436,10022972,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-07,51.5252,52.8928,51.1981,51.6144,5413802,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-10,50.8711,52.7739,50.3656,52.2685,7878221,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-11,52.3279,52.5955,50.8116,51.3468,4779469,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-12,51.3765,52.2387,50.5143,51.1386,5412299,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-13,50.9603,51.3765,49.1169,49.6521,6984918,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-14,49.0574,49.5926,48.4331,48.7304,5108239,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-17,48.5222,49.4142,47.8979,48.3439,5344191,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-18,48.3736,51.6738,47.7492,50.9008,9394775,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-19,50.098,51.8819,49.3845,51.6441,6660867,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-20,51.4657,53.9929,50.6035,52.2387,8932621,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-21,52.9226,56.7877,52.7739,53.3685,12307354,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-24,53.6064,54.5578,52.1198,52.8334,9942268,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-25,52.0306,56.1633,52.0306,54.4091,13685184,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-26,53.9929,56.1336,53.3685,53.9632,8519223,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-27,53.9632,55.0038,52.7442,52.8631,8229468,
603885.SH,ΌªΟιΊ½ΏΥ,2022-01-28,54.3199,54.3199,51.4954,53.1604,7991706,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-07,53.2793,55.0038,51.7333,54.4389,9597424,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-08,54.6767,56.0444,54.0821,55.3903,8397318,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-09,55.4795,56.1038,53.755,55.0632,11365977,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-10,55.4498,56.9066,54.1713,54.974,12735041,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-11,54.5875,56.4606,53.755,55.093,9650692,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-14,54.7957,55.4498,50.9008,51.317,16270615,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-15,51.1981,51.317,48.2547,50.3656,14937427,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-16,50.1872,52.655,49.9196,51.5549,12564080,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-17,52.3279,52.3279,49.8899,50.3656,6946867,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-18,50.7224,50.99,49.7115,50.2764,5512454,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-21,49.9791,51.1386,48.7898,50.4251,6904537,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-22,50.0683,50.3656,48.4033,49.3845,6420244,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-23,49.0872,49.5926,48.106,48.7898,6292158,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-24,48.3141,48.6412,46.6491,47.333,9483554,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-25,47.333,48.0168,47.0059,47.3032,6822388,
603885.SH,ΌªΟιΊ½ΏΥ,2022-02-28,46.8275,47.9276,45.9356,47.4222,6953358,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-01,47.3924,47.9276,47.2141,47.4816,7807044,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-02,47.1249,47.8681,46.5005,47.6303,5027443,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-03,47.2735,49.8304,47.2735,49.325,13436778,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-04,49.2358,49.2358,47.9573,48.106,5053920,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-07,47.4519,47.5114,43.3489,43.6462,15610945,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-08,43.6462,45.1031,42.9921,43.0516,9754673,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-09,42.6948,43.676,40.9704,42.2786,6877411,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-10,43.7057,43.8841,42.8435,43.3192,5188826,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-11,42.9624,43.3489,41.565,43.1111,7555972,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-14,42.457,42.6948,40.8515,40.8812,6210183,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-15,40.5244,40.792,38.681,38.681,7937997,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-16,39.9595,42.2488,39.8703,41.4461,14324272,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-17,42.0705,42.9029,40.8812,42.3975,10400482,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-18,42.1894,44.0922,41.1785,43.23,7977523,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-21,42.7543,42.9624,41.8921,42.2488,6248780,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-22,41.3569,42.9921,40.019,42.4867,13503171,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-23,41.7731,42.4867,41.1785,42.1002,5707870,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-24,41.6245,42.5164,41.2974,42.1894,3375472,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-25,42.1894,43.0219,41.6542,41.8029,6051240,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-28,41.6245,41.9218,40.5244,41.2974,5067313,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-29,41.1488,41.7137,40.3757,40.7325,4311150,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-30,41.1488,41.9218,40.6136,41.7137,5020993,
603885.SH,ΌªΟιΊ½ΏΥ,2022-03-31,41.2677,42.1894,40.4352,40.6731,4315348,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-01,40.2271,41.8326,40.1676,41.5353,10788362,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-06,41.0893,42.0705,40.2271,41.4164,6972259,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-07,40.8515,41.6839,40.1379,40.3163,7414824,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-08,40.1379,41.7731,39.9595,41.5056,8207913,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-11,41.3272,41.4461,39.2459,39.5433,8264096,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-12,39.0081,43.4976,38.7702,43.4976,15630522,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-13,42.2191,43.4678,41.0298,42.9624,13109599,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-14,43.1408,45.668,42.3678,44.0922,12680641,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-15,43.4976,43.4976,42.1002,42.9327,7825634,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-18,42.2488,44.0922,41.6245,43.1408,6310686,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-19,43.0219,43.5868,42.2786,42.8137,4368487,
603885.SH,ΌªΟιΊ½ΏΥ,2022-04-20,42.9624,44.449,41.9218,43.3787,9212239,
