ДњТы,МђГЦ,ШеЦк,ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),
301172.SZ,О§внЪ§Ты,2023-09-22,35.2,36.45,35.18,36.44,3107276,
301172.SZ,О§внЪ§Ты,2023-09-25,36.22,36.64,35.92,36.23,2303557,
301172.SZ,О§внЪ§Ты,2023-09-26,36.11,36.78,35.97,36.56,2510063,
301172.SZ,О§внЪ§Ты,2023-09-27,36.3,36.95,35.74,36.06,2618481,
301172.SZ,О§внЪ§Ты,2023-09-28,36.23,36.6,35.95,36.39,2240280,
301172.SZ,О§внЪ§Ты,2023-10-09,36.69,36.94,36.31,36.6,1987676,
301172.SZ,О§внЪ§Ты,2023-10-10,36.36,36.78,36.35,36.53,1567256,
301172.SZ,О§внЪ§Ты,2023-10-11,36.48,36.66,35.62,36.57,1980574,
301172.SZ,О§внЪ§Ты,2023-10-12,36.58,37.6,35.82,37.52,3268144,
301172.SZ,О§внЪ§Ты,2023-10-13,37.3,39.26,36.99,38.99,6177957,
301172.SZ,О§внЪ§Ты,2023-10-16,38.93,46.65,38.93,43.02,15016634,
301172.SZ,О§внЪ§Ты,2023-10-17,44.16,50,44.15,46.63,18237633,
301172.SZ,О§внЪ§Ты,2023-10-18,46.1585,55.96,44.6536,55.96,15481230,
301172.SZ,О§внЪ§Ты,2023-10-19,55.96,66.7347,53.9535,57.5652,20614399,
301172.SZ,О§внЪ§Ты,2023-10-20,53.171,62.1198,50.683,55.7293,17022710,
301172.SZ,О§внЪ§Ты,2023-10-23,55.7794,63.5444,55.7794,61.8891,16186887,
301172.SZ,О§внЪ§Ты,2023-10-24,59.3007,66.8751,56.8428,61.9693,17661378,
301172.SZ,О§внЪ§Ты,2023-10-25,63.414,64.4272,56.1807,56.9733,16082379,
301172.SZ,О§внЪ§Ты,2023-10-26,56.9733,58.4681,52.2982,52.4587,16317336,
301172.SZ,О§внЪ§Ты,2023-10-27,51.4756,52.8701,49.0377,49.1381,12252198,
301172.SZ,О§внЪ§Ты,2023-10-30,48.5562,50.4423,48.3555,49.5193,8329977,
301172.SZ,О§внЪ§Ты,2023-10-31,49.6597,52.1277,48.3756,50.7533,12145989,
301172.SZ,О§внЪ§Ты,2023-11-01,49.6597,49.6597,46.8507,47.4025,10282627,
301172.SZ,О§внЪ§Ты,2023-11-02,47.1717,47.3724,44.5232,44.6536,8257236,
301172.SZ,О§внЪ§Ты,2023-11-03,44.8242,45.1252,44.3426,45.065,4857616,
301172.SZ,О§внЪ§Ты,2023-11-06,45.0549,46.7203,45.0048,46.1785,6386725,
301172.SZ,О§внЪ§Ты,2023-11-07,45.687,47.262,45.687,47.0212,6968228,
301172.SZ,О§внЪ§Ты,2023-11-08,47.4326,49.419,45.8374,48.1348,11682662,
301172.SZ,О§внЪ§Ты,2023-11-09,47.3523,47.6332,45.7472,45.9378,7764104,
301172.SZ,О§внЪ§Ты,2023-11-10,44.9145,45.6468,44.5433,45.5064,4202470,
301172.SZ,О§внЪ§Ты,2023-11-13,45.5064,48.3957,45.2455,47.9141,8205930,
301172.SZ,О§внЪ§Ты,2023-11-14,48.9976,49.4792,47.563,47.9442,7949386,
301172.SZ,О§внЪ§Ты,2023-11-15,48.2051,48.6565,46.6501,47.5329,5418210,
301172.SZ,О§внЪ§Ты,2023-11-16,47.0112,47.5229,46.6099,47.0413,3658198,
301172.SZ,О§внЪ§Ты,2023-11-17,47.1818,47.1818,45.5164,46.1986,4142103,
301172.SZ,О§внЪ§Ты,2023-11-20,46.1484,47.0513,45.9077,47.0513,3279152,
301172.SZ,О§внЪ§Ты,2023-11-21,47.1316,47.1617,45.386,45.6769,3710181,
301172.SZ,О§внЪ§Ты,2023-11-22,45.7472,46.319,44.9044,45.065,2676623,
301172.SZ,О§внЪ§Ты,2023-11-23,44.7439,45.9177,44.3226,45.8475,2982482,
301172.SZ,О§внЪ§Ты,2023-11-24,45.6067,45.7772,43.1889,43.4598,3852464,
301172.SZ,О§внЪ§Ты,2023-11-27,43.2391,43.8711,42.9381,43.2792,2207703,
301172.SZ,О§внЪ§Ты,2023-11-28,43.1388,44.0517,42.8378,43.4799,2480800,
301172.SZ,О§внЪ§Ты,2023-11-29,43.2391,43.4598,42.4666,42.587,1971283,
301172.SZ,О§внЪ§Ты,2023-11-30,42.276,42.6271,41.1323,41.6941,2580651,
301172.SZ,О§внЪ§Ты,2023-12-01,41.664,42.6873,41.6139,42.4365,2398878,
301172.SZ,О§внЪ§Ты,2023-12-04,42.3964,43.219,42.0854,42.4967,2272438,
301172.SZ,О§внЪ§Ты,2023-12-05,42.2459,42.6271,41.0019,41.032,2310079,
301172.SZ,О§внЪ§Ты,2023-12-06,40.8313,41.5336,40.5304,41.0922,1570099,
301172.SZ,О§внЪ§Ты,2023-12-07,41.2126,41.6841,40.9116,41.2326,1877720,
301172.SZ,О§внЪ§Ты,2023-12-08,40.9818,41.9349,40.8012,41.4935,2376656,
301172.SZ,О§внЪ§Ты,2023-12-11,41.1323,42.0753,40.9317,42.0352,2549420,
301172.SZ,О§внЪ§Ты,2023-12-12,41.7142,43.4397,41.5938,43.0685,5240338,
301172.SZ,О§внЪ§Ты,2023-12-13,42.888,42.908,41.654,41.9349,3628660,
301172.SZ,О§внЪ§Ты,2023-12-14,41.7041,42.3863,41.4433,41.5035,2218218,
301172.SZ,О§внЪ§Ты,2023-12-15,41.2728,41.654,40.9718,41.1423,1561538,
301172.SZ,О§внЪ§Ты,2023-12-18,41.0019,41.2126,39.808,39.9786,2119900,
301172.SZ,О§внЪ§Ты,2023-12-19,39.8281,40.6106,39.4469,39.808,1517888,
301172.SZ,О§внЪ§Ты,2023-12-20,39.808,40.1491,39.2563,39.2563,1426062,
301172.SZ,О§внЪ§Ты,2023-12-21,39.1259,39.7579,38.564,39.3165,1673686,
301172.SZ,О§внЪ§Ты,2023-12-22,39.1259,39.477,37.7815,37.9119,2013676,
301172.SZ,О§внЪ§Ты,2023-12-25,37.932,38.253,37.2699,37.4103,1044700,
301172.SZ,О§внЪ§Ты,2023-12-26,37.2498,37.7013,36.9188,37.0793,1291452,
301172.SZ,О§внЪ§Ты,2023-12-27,37.5307,38.2631,37.1896,38.2129,2570888,
301172.SZ,О§внЪ§Ты,2023-12-28,37.621,38.6042,37.0291,38.2831,2982300,
301172.SZ,О§внЪ§Ты,2023-12-29,38.4838,39.2964,38.0323,38.9754,2534246,
301172.SZ,О§внЪ§Ты,2024-01-02,38.9754,38.9854,37.9721,38.0123,1815514,
301172.SZ,О§внЪ§Ты,2024-01-03,37.9521,37.9922,36.8285,37.4103,1766057,
301172.SZ,О§внЪ§Ты,2024-01-04,37.4204,39.1459,36.8485,39.1459,4731695,
301172.SZ,О§внЪ§Ты,2024-01-05,38.9954,43.199,38.9754,41.9449,11126952,
301172.SZ,О§внЪ§Ты,2024-01-08,40.5304,44.9145,40.5103,44.6737,11108081,
301172.SZ,О§внЪ§Ты,2024-01-09,43.52,46.1986,41.6941,42.8378,9941798,
301172.SZ,О§внЪ§Ты,2024-01-10,42.1054,42.1155,40.4702,40.8113,6074284,
301172.SZ,О§внЪ§Ты,2024-01-11,40.099,43.9413,39.8582,43.8912,8180742,
301172.SZ,О§внЪ§Ты,2024-01-12,43.1388,44.8242,41.7443,41.8045,8276801,
301172.SZ,О§внЪ§Ты,2024-01-15,42.286,43.1388,40.731,42.4766,6043989,
301172.SZ,О§внЪ§Ты,2024-01-16,41.975,42.7375,40.2294,41.1624,4595940,
301172.SZ,О§внЪ§Ты,2024-01-17,41.1323,41.1624,37.7213,37.7414,4757720,
301172.SZ,О§внЪ§Ты,2024-01-18,36.8385,37.5307,35.6346,36.678,4115363,
301172.SZ,О§внЪ§Ты,2024-01-19,36.6178,43.1388,34.1198,40.7711,10105123,
301172.SZ,О§внЪ§Ты,2024-01-22,40.1692,42.1355,38.7246,39.9284,7635467,
301172.SZ,О§внЪ§Ты,2024-01-23,40.119,40.9317,38.6543,39.176,5355322,
301172.SZ,О§внЪ§Ты,2024-01-24,38.1226,38.6343,36.4874,37.7715,5074082,
301172.SZ,О§внЪ§Ты,2024-01-25,37.32,38.7246,36.1463,38.3032,4854990,
301172.SZ,О§внЪ§Ты,2024-01-26,37.621,41.5236,37.1294,39.1259,6928670,
301172.SZ,О§внЪ§Ты,2024-01-29,39.6074,41.2828,38.855,40.43,6546696,
301172.SZ,О§внЪ§Ты,2024-01-30,40.1291,40.1291,36.1764,36.2667,5000519,
301172.SZ,О§внЪ§Ты,2024-01-31,35.0126,35.7951,31.9227,32.3842,4467649,
301172.SZ,О§внЪ§Ты,2024-02-01,32.324,34.0094,31.4512,32.4945,3058514,
301172.SZ,О§внЪ§Ты,2024-02-02,32.4945,33.3071,29.1136,30.0968,3688078,
301172.SZ,О§внЪ§Ты,2024-02-05,29.4046,29.4949,25.6625,26.1943,3943154,
301172.SZ,О§внЪ§Ты,2024-02-06,26.1943,28.0904,24.3784,27.4182,3834344,
301172.SZ,О§внЪ§Ты,2024-02-07,27.3881,28.7124,25.8933,25.9334,3798079,
301172.SZ,О§внЪ§Ты,2024-02-08,25.9134,28.8729,25.8231,28.2709,3834377,
301172.SZ,О§внЪ§Ты,2024-02-19,28.8929,30.1771,28.8929,30.0968,3970937,
301172.SZ,О§внЪ§Ты,2024-02-20,30.8994,33.0062,29.4046,31.4913,4956548,
301172.SZ,О§внЪ§Ты,2024-02-21,30.5282,32.2537,30.2172,30.8191,4717268,
301172.SZ,О§внЪ§Ты,2024-02-22,30.5081,32.5547,30.5081,32.5447,4764940,
301172.SZ,О§внЪ§Ты,2024-02-23,32.5046,34.6113,31.9728,34.1699,5420616,
301172.SZ,О§внЪ§Ты,2024-02-26,34.1097,34.7317,32.7855,33.6181,4814694,
301172.SZ,О§внЪ§Ты,2024-02-27,33.3573,35.6748,33.1266,35.5142,5281894,
301172.SZ,О§внЪ§Ты,2024-02-28,35.8152,36.1162,31.7622,31.8123,6471667,
301172.SZ,О§внЪ§Ты,2024-02-29,31.5816,34.0094,31.5816,33.4075,4635861,
301172.SZ,О§внЪ§Ты,2024-03-01,33.4075,34.9926,33.4075,34.5511,4434182,
301172.SZ,О§внЪ§Ты,2024-03-04,34.511,37.1194,33.8288,36.1162,5947467,
301172.SZ,О§внЪ§Ты,2024-03-05,36.8385,40.9718,36.1162,37.5207,9860961,
301172.SZ,О§внЪ§Ты,2024-03-06,37.9822,38.7747,36.6379,37.5608,7205369,
301172.SZ,О§внЪ§Ты,2024-03-07,37.4906,37.7213,34.9725,35.0528,6683573,
301172.SZ,О§внЪ§Ты,2024-03-08,35.7149,36.0158,34.832,35.6748,3913937,
301172.SZ,О§внЪ§Ты,2024-03-11,35.0227,35.9657,34.9424,35.6447,4205804,
301172.SZ,О§внЪ§Ты,2024-03-12,36.0158,36.066,35.2233,35.7751,3593584,
301172.SZ,О§внЪ§Ты,2024-03-13,35.7751,36.5275,35.7751,36.1563,3977422,
301172.SZ,О§внЪ§Ты,2024-03-14,35.6848,36.6078,34.9123,35.4139,3770739,
301172.SZ,О§внЪ§Ты,2024-03-15,35.0528,35.5142,34.7117,35.3638,2482845,
301172.SZ,О§внЪ§Ты,2024-03-18,35.434,36.4472,35.1932,36.4472,4136923,
301172.SZ,О§внЪ§Ты,2024-03-19,36.3068,38.1026,36.0259,36.9589,5818460,
301172.SZ,О§внЪ§Ты,2024-03-20,36.4071,37.4906,36.377,37.4404,3982533,
301172.SZ,О§внЪ§Ты,2024-03-21,37.4806,37.7013,36.4272,36.6178,3029225,
301172.SZ,О§внЪ§Ты,2024-03-22,36.2667,36.698,35.3537,35.8754,3281373,
301172.SZ,О§внЪ§Ты,2024-03-25,35.8754,36.2968,33.9091,34.1097,2942474,
301172.SZ,О§внЪ§Ты,2024-03-26,34.0696,34.812,32.4544,33.0463,3128347,
301172.SZ,О§внЪ§Ты,2024-03-27,33.1065,33.1065,30.6887,30.7489,2916350,
301172.SZ,О§внЪ§Ты,2024-03-28,31.1,32.3541,30.7589,32.0431,2504456,
301172.SZ,О§внЪ§Ты,2024-03-29,32.1434,32.5146,31.6719,32.2036,1471585,
301172.SZ,О§внЪ§Ты,2024-04-01,32.0832,32.956,32.0832,32.8657,1488092,
301172.SZ,О§внЪ§Ты,2024-04-02,33.5278,34.6715,33.0262,33.4075,4349206,
301172.SZ,О§внЪ§Ты,2024-04-03,33.1065,33.4677,31.401,31.8725,3040122,
301172.SZ,О§внЪ§Ты,2024-04-08,32.1033,32.7353,31.09,31.401,2688479,
301172.SZ,О§внЪ§Ты,2024-04-09,31.5013,31.7622,30.8191,30.9997,2437843,
301172.SZ,О§внЪ§Ты,2024-04-10,31.1903,31.1903,29.5551,30.3276,2621829,
301172.SZ,О§внЪ§Ты,2024-04-11,31.1,32.3039,30.478,31.8625,4846429,
301172.SZ,О§внЪ§Ты,2024-04-12,31.2004,31.401,29.9965,30.0968,3405500,
301172.SZ,О§внЪ§Ты,2024-04-15,29.7457,30.3978,27.5887,28.1205,3368418,
301172.SZ,О§внЪ§Ты,2024-04-16,27.6991,28.2408,25.4117,25.5923,2788167,
301172.SZ,О§внЪ§Ты,2024-04-17,26.0839,28.0703,26.0839,28.0001,2820457,
301172.SZ,О§внЪ§Ты,2024-04-18,29.6353,30.3476,28.5518,29.3845,4935332,
301172.SZ,О§внЪ§Ты,2024-04-19,29.4648,33.4376,29.4648,31.7923,7123109,
301172.SZ,О§внЪ§Ты,2024-04-22,30.3075,30.7088,29.2742,30.1369,5060180,
301172.SZ,О§внЪ§Ты,2024-04-23,30.2874,32.5046,30.2874,31.5013,6138733,
301172.SZ,О§внЪ§Ты,2024-04-24,31.4311,34.2,31.4311,34.1097,7761821,
301172.SZ,О§внЪ§Ты,2024-04-25,33.2269,34.8822,32.8256,33.0062,6392241,
301172.SZ,О§внЪ§Ты,2024-04-26,33.1065,34.3104,32.6851,33.6181,6558769,
301172.SZ,О§внЪ§Ты,2024-04-29,33.1266,33.6382,33.1065,33.2871,4910247,
301172.SZ,О§внЪ§Ты,2024-04-30,33.257,33.578,31.9628,32.013,4394134,
301172.SZ,О§внЪ§Ты,2024-05-06,32.7353,32.8557,32.1534,32.2738,2538781,
301172.SZ,О§внЪ§Ты,2024-05-07,32.5046,34.0997,32.2036,34.0897,6374242,
301172.SZ,О§внЪ§Ты,2024-05-08,33.5579,33.889,32.4945,32.8055,4055378,
301172.SZ,О§внЪ§Ты,2024-05-09,32.7052,33.3573,32.5246,32.635,3006800,
301172.SZ,О§внЪ§Ты,2024-05-10,33.3071,34.0696,32.8958,33.1466,4691034,
301172.SZ,О§внЪ§Ты,2024-05-13,32.4945,32.4945,30.0968,30.5081,4472394,
301172.SZ,О§внЪ§Ты,2024-05-14,30.8593,32.0029,30.6085,31.3809,2997232,
301172.SZ,О§внЪ§Ты,2024-05-15,31.1803,31.3007,30.3476,30.4279,2466224,
301172.SZ,О§внЪ§Ты,2024-05-16,30.6185,31.1,30.3276,30.5583,1939069,
301172.SZ,О§внЪ§Ты,2024-05-17,30.6486,32.7453,30.6486,32.1635,4016638,
301172.SZ,О§внЪ§Ты,2024-05-20,31.9628,32.1635,31.4211,31.722,2782703,
301172.SZ,О§внЪ§Ты,2024-05-21,32.6952,34.21,31.9829,32.7052,6611544,
301172.SZ,О§внЪ§Ты,2024-05-22,32.5647,33.899,32.2838,33.4576,5245414,
301172.SZ,О§внЪ§Ты,2024-05-23,33.4175,34.6013,32.8858,32.9259,5911410,
301172.SZ,О§внЪ§Ты,2024-05-24,32.3039,32.8256,30.7991,30.8292,4475517,
301172.SZ,О§внЪ§Ты,2024-05-27,30.7088,31.401,29.7457,30.8191,2659181,
301172.SZ,О§внЪ§Ты,2024-05-28,30.5784,31.2004,29.9664,30.3376,2093330,
301172.SZ,О§внЪ§Ты,2024-05-29,30.167,30.8593,30.167,30.458,1688232,
301172.SZ,О§внЪ§Ты,2024-05-30,30.0968,31.0198,29.8962,30.3376,1970300,
301172.SZ,О§внЪ§Ты,2024-05-31,30.3376,31.9829,30.3376,31.8324,3358800,
301172.SZ,О§внЪ§Ты,2024-06-03,32.0747,32.5189,30.631,31.0146,2725838,
301172.SZ,О§внЪ§Ты,2024-06-04,30.7925,30.9944,29.4902,30.1161,2577879,
301172.SZ,О§внЪ§Ты,2024-06-05,30.1868,30.631,29.6618,29.7627,1911443,
301172.SZ,О§внЪ§Ты,2024-06-06,30.0656,30.2776,27.7839,28.1272,2801040,
301172.SZ,О§внЪ§Ты,2024-06-07,28.4503,28.8541,28.2685,28.4301,1511091,
301172.SZ,О§внЪ§Ты,2024-06-11,28.4301,29.3589,27.3397,29.2378,1485300,
301172.SZ,О§внЪ§Ты,2024-06-12,29.0762,29.7325,28.7733,29.4599,1535539,
301172.SZ,О§внЪ§Ты,2024-06-13,29.4599,30.8127,29.4599,30.4594,2841432,
301172.SZ,О§внЪ§Ты,2024-06-14,30.6916,31.2569,30.318,30.8026,2446276,
301172.SZ,О§внЪ§Ты,2024-06-17,30.4594,30.9944,30.4493,30.7118,1919335,
301172.SZ,О§внЪ§Ты,2024-06-18,30.7118,31.7516,30.6714,31.7516,2523932,
301172.SZ,О§внЪ§Ты,2024-06-19,31.8526,33.1853,31.479,32.2665,4298496,
301172.SZ,О§внЪ§Ты,2024-06-20,31.58,32.4079,31.1762,31.2771,3401627,
301172.SZ,О§внЪ§Ты,2024-06-21,30.6613,32.3776,29.9849,31.2973,3271776,
301172.SZ,О§внЪ§Ты,2024-06-24,30.3887,31.4589,29.2983,29.4801,2814838,
301172.SZ,О§внЪ§Ты,2024-06-25,29.6113,29.9546,28.3089,28.7431,2011784,
301172.SZ,О§внЪ§Ты,2024-06-26,28.4705,30.7219,28.107,30.7017,2643167,
301172.SZ,О§внЪ§Ты,2024-06-27,30.7017,31.1156,29.9849,30.0656,2204026,
301172.SZ,О§внЪ§Ты,2024-06-28,29.7829,30.6714,29.4296,29.6618,1721104,
301172.SZ,О§внЪ§Ты,2024-07-01,29.3084,30.0353,28.8945,29.7526,1290600,
301172.SZ,О§внЪ§Ты,2024-07-02,29.5911,30.7521,29.5911,30.2776,2243999,
301172.SZ,О§внЪ§Ты,2024-07-03,30.2272,30.2272,28.4402,28.4705,2408723,
301172.SZ,О§внЪ§Ты,2024-07-04,28.5008,28.8339,27.3902,27.4609,1782244,
301172.SZ,О§внЪ§Ты,2024-07-05,27.4609,28.0262,26.7844,27.7537,1537181,
301172.SZ,О§внЪ§Ты,2024-07-08,27.9556,27.9657,26.5724,26.8147,1760956,
301172.SZ,О§внЪ§Ты,2024-07-09,26.5623,27.471,25.9465,27.3801,1688475,
301172.SZ,О§внЪ§Ты,2024-07-10,27.2993,27.5013,26.9561,27.1378,1250276,
301172.SZ,О§внЪ§Ты,2024-07-11,27.9657,27.9657,27.37,27.7335,1531262,
301172.SZ,О§внЪ§Ты,2024-07-12,27.9859,27.9859,27.0772,27.1883,1377100,
301172.SZ,О§внЪ§Ты,2024-07-15,27.1883,27.2388,26.4816,26.6734,1062351,
301172.SZ,О§внЪ§Ты,2024-07-16,26.6633,27.0368,26.4109,26.9258,952762,
301172.SZ,О§внЪ§Ты,2024-07-17,26.9662,27.2085,26.2595,26.2595,1204400,
301172.SZ,О§внЪ§Ты,2024-07-18,26.2897,26.2897,25.1893,25.7244,1368919,
301172.SZ,О§внЪ§Ты,2024-07-19,25.7143,26.7844,25.472,26.4513,1356326,
301172.SZ,О§внЪ§Ты,2024-07-22,26.8551,27.7537,26.7239,27.0469,1536304,
301172.SZ,О§внЪ§Ты,2024-07-23,26.8147,27.0167,26.2494,26.3301,1251200,
301172.SZ,О§внЪ§Ты,2024-07-24,26.0676,26.522,25.7648,25.8556,1283443,
301172.SZ,О§внЪ§Ты,2024-07-25,25.4821,26.1181,25.2499,25.4417,979300,
301172.SZ,О§внЪ§Ты,2024-07-26,25.2398,25.6436,24.947,25.6335,2140000,
301172.SZ,О§внЪ§Ты,2024-07-29,25.5225,25.9465,25.2903,25.8556,1380276,
301172.SZ,О§внЪ§Ты,2024-07-30,25.6436,26.8046,25.5527,26.4109,2244607,
301172.SZ,О§внЪ§Ты,2024-07-31,26.2494,27.2993,26.108,27.1782,2269793,
301172.SZ,О§внЪ§Ты,2024-08-01,27.158,27.4811,26.946,27.1883,1568200,
301172.SZ,О§внЪ§Ты,2024-08-02,27.0873,27.4104,26.3604,26.4311,1785400,
301172.SZ,О§внЪ§Ты,2024-08-05,26.2494,26.5825,25.2499,25.3609,1821900,
301172.SZ,О§внЪ§Ты,2024-08-06,25.5427,25.9869,25.371,25.6739,1195968,
301172.SZ,О§внЪ§Ты,2024-08-07,25.7446,26.0777,25.583,25.6638,1143945,
301172.SZ,О§внЪ§Ты,2024-08-08,25.5326,25.583,24.6643,24.8965,1745100,
301172.SZ,О§внЪ§Ты,2024-08-09,25.0076,25.1893,24.5633,24.5633,1234956,
301172.SZ,О§внЪ§Ты,2024-08-12,24.5734,24.6239,23.8768,23.9778,1405957,
301172.SZ,О§внЪ§Ты,2024-08-13,23.998,24.4624,23.8768,24.3412,883800,
301172.SZ,О§внЪ§Ты,2024-08-14,24.4523,24.5936,24.2403,24.3009,1005000,
301172.SZ,О§внЪ§Ты,2024-08-15,24.321,24.6845,23.9071,24.5533,1316600,
301172.SZ,О§внЪ§Ты,2024-08-16,24.5533,26.4008,24.4826,25.7648,3965515,
301172.SZ,О§внЪ§Ты,2024-08-19,25.9667,26.6633,25.2398,26.2998,4835512,
301172.SZ,О§внЪ§Ты,2024-08-20,25.785,27.4609,24.9369,26.5724,6832712,
301172.SZ,О§внЪ§Ты,2024-08-21,25.8556,30.8935,25.8556,28.6825,10643598,
301172.SZ,О§внЪ§Ты,2024-08-22,27.5416,28.3897,26.0979,26.2797,8328230,
301172.SZ,О§внЪ§Ты,2024-08-23,26.1787,28.3695,26.0575,27.7638,8316301,
301172.SZ,О§внЪ§Ты,2024-08-26,28.2181,28.7532,27.4104,27.8647,8354979,
301172.SZ,О§внЪ§Ты,2024-08-27,26.7138,27.1277,26.0777,26.5724,5067660,
301172.SZ,О§внЪ§Ты,2024-08-28,25.7446,25.7648,24.0283,24.523,5087034,
301172.SZ,О§внЪ§Ты,2024-08-29,23.9273,24.7148,23.9273,24.5129,3335290,
301172.SZ,О§внЪ§Ты,2024-08-30,24.5432,25.684,24.5432,25.1792,4732867,
301172.SZ,О§внЪ§Ты,2024-09-02,25.0782,25.3004,23.7355,23.8062,4131785,
301172.SZ,О§внЪ§Ты,2024-09-03,23.7052,25.159,23.6749,25.1388,4599878,
301172.SZ,О§внЪ§Ты,2024-09-04,24.8057,25.2196,24.3009,24.4119,3019076,
301172.SZ,О§внЪ§Ты,2024-09-05,24.4523,24.7148,24.21,24.311,2428260,
301172.SZ,О§внЪ§Ты,2024-09-06,24.3412,24.5331,23.7759,23.8364,2325370,
301172.SZ,О§внЪ§Ты,2024-09-09,23.4124,23.7456,23.0793,23.3821,1726838,
301172.SZ,О§внЪ§Ты,2024-09-10,23.3821,24.0283,22.8975,23.8869,2175814,
301172.SZ,О§внЪ§Ты,2024-09-11,23.6547,24.0182,23.5235,23.6951,1206714,
301172.SZ,О§внЪ§Ты,2024-09-12,23.6446,24.1797,23.5739,23.6446,1978028,
301172.SZ,О§внЪ§Ты,2024-09-13,23.5639,23.7254,22.6552,22.6855,2072133,
301172.SZ,О§внЪ§Ты,2024-09-18,22.8571,23.1499,22.2211,22.6148,1457600,
301172.SZ,О§внЪ§Ты,2024-09-19,22.6148,23.1701,22.6047,22.8773,1775764,
301172.SZ,О§внЪ§Ты,2024-09-20,23.0086,23.5941,22.9177,23.2105,2360400,
